id,code,name
"uom_code_0003","UM.0003","Kilogram"
"uom_code_0004","UM.0004","Gram"
"uom_code_0005","UM.0005","Karat"
"uom_code_0001","UM.0001","Metrik Ton"
"uom_code_0002","UM.0002","Wet Ton"
"uom_code_0006","UM.0006","Kiloliter"
"uom_code_0007","UM.0007","Liter"
"uom_code_0008","UM.0008","Barrel"
"uom_code_0009","UM.0009","MMBTU"
"uom_code_0010","UM.0010","Ampere"
"uom_code_0011","UM.0011","Sentimeter Kubik"
"uom_code_0012","UM.0012","Meter Persegi"
"uom_code_0013","UM.0013","Meter"
"uom_code_0014","UM.0014","Inches"
"uom_code_0015","UM.0015","Sentimeter"
"uom_code_0016","UM.0016","Yard"
"uom_code_0017","UM.0017","Lusin"
"uom_code_0018","UM.0018","Unit"
"uom_code_0019","UM.0019","Set"
"uom_code_0020","UM.0020","Lembar"
"uom_code_0021","UM.0021","Piece"
"uom_code_0022","UM.0022","Boks"
"uom_code_0023","UM.0023","Tahun"
"uom_code_0024","UM.0024","Bulan"
"uom_code_0025","UM.0025","Minggu"
"uom_code_0026","UM.0026","Hari"
"uom_code_0027","UM.0027","Jam"
"uom_code_0028","UM.0028","Menit"
"uom_code_0029","UM.0029","Persen"
"uom_code_0030","UM.0030","Kegiatan"
"uom_code_0031","UM.0031","Laporan"
"uom_code_0032","UM.0032","Bahan"
"uom_code_0033","UM.0033","Lainnya"
