id,country_id:id,name,code
state_nz_auk,base.nz,Auckland,AUK
state_nz_bop,base.nz,Bay of Plenty,BOP
state_nz_can,base.nz,Canterbury,CAN
state_nz_gis,base.nz,Gisborne,GIS
state_nz_hkb,base.nz,Hawke's Bay,HKB
state_nz_mwt,base.nz,Manawatu-Wanganui,MWT
state_nz_mbh,base.nz,Marlborough,MBH
state_nz_nsn,base.nz,Nelson,NSN
state_nz_ntl,base.nz,Northland,NTL
state_nz_ota,base.nz,Otago,OTA
state_nz_stl,base.nz,Southland,STL
state_nz_tki,base.nz,Taranaki,TKI
state_nz_tas,base.nz,Tasman,TAS
state_nz_wko,base.nz,Waikato,WKO
state_nz_wgn,base.nz,Wellington,WGN
state_nz_wtc,base.nz,West Coast,WTC
