"id","account_asset_id","account_depreciation_id","account_depreciation_expense_id","name","method_number","method_period"
"asset_facilities","base_instalaciones","base_amortizacion_acumulada_instalaciones","base_amortizacion_instalaciones","Facilities","50","12"
"asset_machinery_and_equipment","base_maq_y_equipos","base_amortizacion_acumulada_maq_y_equipos","base_amortizacion_maq_y_equipos","Machinery and equipment","10","12"
"asset_furniture_and_fixtures","base_muebles_y_utiles","base_amortizacion_acumulada_muebles_utiles","base_amortizacion_muebles_utiles","Furniture and fixtures","10","12"
"asset_vehicules","base_rodados","base_amortizacion_acumulada_rodados","base_amortizacion_rodados","Vehicules","5","12"
"asset_trademark_rights","base_derechos_de_marca","base_amortizacion_acumulada_derechos_de_marca","base_amortizacion_derechos_de_marca","Trademark rights","10","12"
