03|Matamoros|state_mx_coah
04|Monclova|state_mx_coah
05|Parras de la Fuente|state_mx_coah
06|Piedras Negras|state_mx_coah
07|Sabinas|state_mx_coah
08|Saltillo|state_mx_coah
09|Nueva Rosita|state_mx_coah
10|San Pedro|state_mx_coah
11|Torreón|state_mx_coah
12|Castaños|state_mx_coah
13|Francisco I. Madero (Chávez)|state_mx_coah
14|Cuatro Ciénegas de Carranza|state_mx_coah
15|Nadadores|state_mx_coah
16|Ramos Arizpe|state_mx_coah
17|Nava|state_mx_coah
18|Zaragoza|state_mx_coah
19|San Buenaventura|state_mx_coah
20|Ciudad Melchor Múzquiz|state_mx_coah
21|Viesca|state_mx_coah
22|Morelos|state_mx_coah
23|Arteaga|state_mx_coah
24|Allende|state_mx_coah
03|Iguala de la Independencia|state_mx_gro
04|Taxco de Alarcón|state_mx_gro
05|Arcelia|state_mx_gro
06|Ayutla de los Libres|state_mx_gro
07|Atoyac de Álvarez|state_mx_gro
09|San Jerónimo de Juárez|state_mx_gro
10|Ciudad Apaxtla de Castrejón|state_mx_gro
11|Ciudad Altamirano|state_mx_gro
12|Buenavista de Cuellar|state_mx_gro
13|Cutzamala de Pinzón|state_mx_gro
14|Coyuca de Catalán|state_mx_gro
15|Tierra Colorada|state_mx_gro
16|Coyuca de Benítez|state_mx_gro
17|Olinalá|state_mx_gro
18|Marquelia|state_mx_gro
19|Zumpango del Río|state_mx_gro
20|San Luis de la Loma|state_mx_gro
21|Petatlán|state_mx_gro
22|La Unión|state_mx_gro
23|San Luis San Pedro|state_mx_gro
24|Teloloapan|state_mx_gro
25|Técpan de Galeana|state_mx_gro
26|Huitzuco|state_mx_gro
27|Tixtla de Guerrero|state_mx_gro
28|Tepecoacuilco de Trujano|state_mx_gro
29|San Marcos|state_mx_gro
30|Azoyú|state_mx_gro
31|Tlapehuala|state_mx_gro
32|San Luis Acatlán|state_mx_gro
33|Chilapa de Álvarez|state_mx_gro
34|Tlapa de Comonfort|state_mx_gro
35|Tlalixtaquilla|state_mx_gro
36|Cuajinicuilapa|state_mx_gro
37|Huamuxtitlan|state_mx_gro
38|Cruz Grande|state_mx_gro
39|Ocotito|state_mx_gro
40|Copala|state_mx_gro
41|Zihuatanejo|state_mx_gro
03|Pachuca de Soto|state_mx_hgo
04|Cd. de Fray Bernardino de Sahagún|state_mx_hgo
05|Tula de Allende|state_mx_hgo
06|Tulancingo|state_mx_hgo
07|Zimapan|state_mx_hgo
08|Huejutla de Reyes|state_mx_hgo
09|Tlaxcoapan|state_mx_hgo
10|Tizayuca|state_mx_hgo
11|Santiago Tulantepec|state_mx_hgo
12|Ixmiquilpan|state_mx_hgo
13|Tepeji del Rio|state_mx_hgo
14|Cruz Azul|state_mx_hgo
15|Tepeapulco|state_mx_hgo
03|Guadalajara|state_mx_jal
04|Lagos de Moreno|state_mx_jal
05|Ocotlán|state_mx_jal
06|Puerto Vallarta|state_mx_jal
07|San Juan de los Lagos|state_mx_jal
08|Tepatitlán de Morelos|state_mx_jal
09|Tlaquepaque|state_mx_jal
10|Zapopan|state_mx_jal
11|Tlajomulco de Zúñiga|state_mx_jal
12|Tonalá|state_mx_jal
13|Tuxpan|state_mx_jal
14|Tototlán|state_mx_jal
15|San Diego de Alejandría|state_mx_jal
16|La Resolana|state_mx_jal
17|Atotonilco el Alto|state_mx_jal
18|Jalostotitlán|state_mx_jal
19|Poncitlán|state_mx_jal
20|Arandas|state_mx_jal
21|Talpa de Allende|state_mx_jal
22|Etzatlán|state_mx_jal
23|Sayula|state_mx_jal
24|Ahualulco de Mercado|state_mx_jal
25|Autlán de Navarro|state_mx_jal
26|Magdalena|state_mx_jal
27|San Julián|state_mx_jal
28|Cocula|state_mx_jal
29|El Grullo|state_mx_jal
30|San Miguel el Alto|state_mx_jal
31|Tala|state_mx_jal
32|La Barca|state_mx_jal
33|Jamay|state_mx_jal
34|Yahualica de González Gallo|state_mx_jal
35|Colotlán|state_mx_jal
36|Cihuatlán|state_mx_jal
37|Zapotiltic|state_mx_jal
38|Villa Corona|state_mx_jal
39|Teocaltiche|state_mx_jal
41|Tequila|state_mx_jal
42|El Quince (San José el Quince)|state_mx_jal
43|San José el Verde (El Verde)|state_mx_jal
44|Jocotepec|state_mx_jal
45|Tecalitlán|state_mx_jal
46|Chapala|state_mx_jal
47|Ajijic|state_mx_jal
48|San Ignacio Cerro Gordo|state_mx_jal
49|Zacoalco de Torres|state_mx_jal
50|Huejuquilla el Alto|state_mx_jal
51|Villa Hidalgo|state_mx_jal
52|Unión de San Antonio|state_mx_jal
53|Las Pintitas|state_mx_jal
54|Tamazula de Gordiano|state_mx_jal
55|Acatlán de Juárez|state_mx_jal
56|Valle de Guadalupe|state_mx_jal
02|Cuernavaca|state_mx_mor
03|Galeana|state_mx_mor
04|Jojutla|state_mx_mor
05|Puente de Ixtla|state_mx_mor
06|Santa Rosa Treinta|state_mx_mor
07|Zacatepec de Hidalgo|state_mx_mor
08|Tlaquiltenango|state_mx_mor
03|Ciudad General Escobedo|state_mx_nl
04|Guadalupe|state_mx_nl
05|Linares|state_mx_nl
06|Montemorelos|state_mx_nl
07|Monterrey|state_mx_nl
08|Ciudad Sabinas Hidalgo|state_mx_nl
09|San Nicolás de los Garza|state_mx_nl
10|Ciudad Santa Catarina|state_mx_nl
11|Doctor Arroyo|state_mx_nl
12|Ciénega de Flores|state_mx_nl
13|Hualahuises|state_mx_nl
15|Cadereyta Jiménez|state_mx_nl
17|Santiago|state_mx_nl
