id,code,name,tax_category
eco_new_acti_089200,089200,EXTRACCIÓN DE TURBA,1
eco_new_acti_089300,089300,EXTRACCIÓN DE SAL,1
eco_new_acti_089900,089900,EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.,1
eco_new_acti_091001,091001,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL PRESTADOS POR EMPRESAS,1
eco_new_acti_091002,091002,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL PRESTADOS POR PROFESIONALES,2
eco_new_acti_099001,099001,ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,1
eco_new_acti_099002,099002,ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS PRESTADOS POR PROFESIONALES,2
eco_new_acti_101011,101011,"EXPLOTACIÓN DE MATADEROS DE BOVINOS, OVINOS, EQUINOS, CAPRINOS, PORCINOS Y CAMÉLIDOS",1
eco_new_acti_101019,101019,EXPLOTACIÓN DE MATADEROS DE AVES Y DE OTROS TIPOS DE ANIMALES N.C.P.,1
eco_new_acti_101020,101020,ELABORACIÓN Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS,1
eco_new_acti_102010,102010,PRODUCCIÓN DE HARINA DE PESCADO,1
eco_new_acti_102020,102020,ELABORACIÓN Y CONSERVACIÓN DE SALMÓNIDOS,1
eco_new_acti_102030,102030,"ELABORACIÓN Y CONSERVACIÓN DE OTROS PESCADOS, EN PLANTAS EN TIERRA (EXCEPTO BARCOS FACTORÍA)",1
eco_new_acti_102040,102040,"ELABORACIÓN Y CONSERVACIÓN DE CRUSTÁCEOS, MOLUSCOS Y OTROS PRODUCTOS ACUÁTICOS, EN PLANTAS EN TIERRA",1
eco_new_acti_102050,102050,"ACTIVIDADES DE ELABORACIÓN Y CONSERVACIÓN DE PESCADO, REALIZADAS EN BARCOS FACTORÍA",1
eco_new_acti_102060,102060,ELABORACIÓN Y PROCESAMIENTO DE ALGAS,1
eco_new_acti_103000,103000,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS",1
eco_new_acti_104000,104000,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL (EXCEPTO ELABORACIÓN DE MANTEQUILLA),1
eco_new_acti_105000,105000,ELABORACIÓN DE PRODUCTOS LÁCTEOS,1
eco_new_acti_106101,106101,"MOLIENDA DE TRIGO: PRODUCCIÓN DE HARINA, SÉMOLA Y GRÁNULOS",1
eco_new_acti_106102,106102,MOLIENDA DE ARROZ; PRODUCCIÓN DE HARINA DE ARROZ,1
eco_new_acti_106109,106109,ELABORACIÓN DE OTROS PRODUCTOS DE MOLINERÍA N.C.P.,1
eco_new_acti_106200,106200,ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN,1
eco_new_acti_107100,107100,ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y PASTELERÍA,1
eco_new_acti_107200,107200,ELABORACIÓN DE AZÚCAR,1
eco_new_acti_107300,107300,"ELABORACIÓN DE CACAO, CHOCOLATE Y DE PRODUCTOS DE CONFITERÍA",1
eco_new_acti_107400,107400,"ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES",1
eco_new_acti_107500,107500,"ELABORACIÓN DE COMIDAS Y PLATOS PREPARADOS ENVASADOS, ROTULADOS Y CON INFORMACIÓN NUTRICIONAL",1
eco_new_acti_107901,107901,"ELABORACIÓN DE TÉ, CAFÉ, MATE E INFUSIONES DE HIERBAS",1
eco_new_acti_107902,107902,ELABORACIÓN DE LEVADURAS NATURALES O ARTIFICIALES,1
eco_new_acti_107903,107903,"ELABORACIÓN DE VINAGRES, MOSTAZAS, MAYONESAS Y CONDIMENTOS EN GENERAL",1
eco_new_acti_107909,107909,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,1
eco_new_acti_108000,108000,ELABORACIÓN DE PIENSOS PREPARADOS PARA ANIMALES,1
eco_new_acti_110110,110110,ELABORACIÓN DE PISCO (INDUSTRIAS PISQUERAS),1
eco_new_acti_110120,110120,"DESTILACIÓN, RECTIFICACIÓN Y MEZCLAS DE BEBIDAS ALCOHÓLICAS; EXCEPTO PISCO",1
eco_new_acti_110200,110200,ELABORACIÓN DE VINOS,1
eco_new_acti_110300,110300,ELABORACIÓN DE BEBIDAS MALTEADAS Y DE MALTA,1
eco_new_acti_110401,110401,ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS,1
eco_new_acti_110402,110402,PRODUCCIÓN DE AGUAS MINERALES Y OTRAS AGUAS EMBOTELLADAS,1
eco_new_acti_120001,120001,ELABORACIÓN DE CIGARROS Y CIGARRILLOS,1
eco_new_acti_120009,120009,ELABORACIÓN DE OTROS PRODUCTOS DE TABACO N.C.P.,1
eco_new_acti_131100,131100,PREPARACIÓN E HILATURA DE FIBRAS TEXTILES,1
eco_new_acti_131200,131200,TEJEDURA DE PRODUCTOS TEXTILES,1
eco_new_acti_131300,131300,ACABADO DE PRODUCTOS TEXTILES,1
eco_new_acti_139100,139100,FABRICACIÓN DE TEJIDOS DE PUNTO Y GANCHILLO,1
eco_new_acti_139200,139200,"FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",1
eco_new_acti_139300,139300,FABRICACIÓN DE TAPICES Y ALFOMBRAS,1
eco_new_acti_139400,139400,"FABRICACIÓN DE CUERDAS, CORDELES, BRAMANTES Y REDES",1
eco_new_acti_139900,139900,FABRICACIÓN DE OTROS PRODUCTOS TEXTILES N.C.P.,1
eco_new_acti_141001,141001,FABRICACIÓN DE PRENDAS DE VESTIR DE MATERIALES TEXTILES Y SIMILARES,1
eco_new_acti_141002,141002,FABRICACIÓN DE PRENDAS DE VESTIR DE CUERO NATURAL O ARTIFICIAL,1
eco_new_acti_141003,141003,FABRICACIÓN DE ACCESORIOS DE VESTIR,1
eco_new_acti_141004,141004,FABRICACIÓN DE ROPA DE TRABAJO,1
eco_new_acti_142000,142000,FABRICACIÓN DE ARTÍCULOS DE PIEL,1
eco_new_acti_143000,143000,FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO,1
eco_new_acti_151100,151100,CURTIDO Y ADOBO DE CUEROS; ADOBO Y TEÑIDO DE PIELES,1
eco_new_acti_151200,151200,"FABRICACIÓN DE MALETAS, BOLSOS Y ARTÍCULOS SIMILARES, ARTÍCULOS DE TALABARTERÍA Y GUARNICIONERÍA",1
eco_new_acti_152000,152000,FABRICACIÓN DE CALZADO,1
eco_new_acti_161000,161000,ASERRADO Y ACEPILLADURA DE MADERA,1
eco_new_acti_162100,162100,FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO Y TABLEROS A BASE DE MADERA,1
eco_new_acti_162200,162200,FABRICACIÓN DE PARTES Y PIEZAS DE CARPINTERÍA PARA EDIFICIOS Y CONSTRUCCIONES,1
eco_new_acti_162300,162300,FABRICACIÓN DE RECIPIENTES DE MADERA,1
eco_new_acti_162900,162900,"FABRICACIÓN DE OTROS PRODUCTOS DE MADERA, DE ARTÍCULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES",1
eco_new_acti_170110,170110,FABRICACIÓN DE CELULOSA Y OTRAS PASTAS DE MADERA,1
eco_new_acti_170190,170190,FABRICACIÓN DE PAPEL Y CARTÓN PARA SU POSTERIOR USO INDUSTRIAL N.C.P.,1
eco_new_acti_170200,170200,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,1
eco_new_acti_170900,170900,FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL Y CARTÓN,1
eco_new_acti_181101,181101,IMPRESIÓN DE LIBROS,1
eco_new_acti_181109,181109,OTRAS ACTIVIDADES DE IMPRESIÓN N.C.P.,1
eco_new_acti_181200,181200,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESIÓN,1
eco_new_acti_182000,182000,REPRODUCCIÓN DE GRABACIONES,1
eco_new_acti_191000,191000,FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE,1
eco_new_acti_192000,192000,FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO,1
eco_new_acti_201101,201101,FABRICACIÓN DE CARBÓN VEGETAL (EXCEPTO ACTIVADO); FABRICACIÓN DE BRIQUETAS DE CARBÓN VEGETAL,1
eco_new_acti_201109,201109,FABRICACIÓN DE OTRAS SUSTANCIAS QUÍMICAS BÁSICAS N.C.P.,1
eco_new_acti_201200,201200,FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO,1
eco_new_acti_201300,201300,FABRICACIÓN DE PLÁSTICOS Y CAUCHO SINTÉTICO EN FORMAS PRIMARIAS,1
eco_new_acti_202100,202100,FABRICACIÓN DE PLAGUICIDAS Y OTROS PRODUCTOS QUÍMICOS DE USO AGROPECUARIO,1
eco_new_acti_202200,202200,"FABRICACIÓN DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",1
eco_new_acti_202300,202300,"FABRICACIÓN DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR",1
eco_new_acti_202901,202901,FABRICACIÓN DE EXPLOSIVOS Y PRODUCTOS PIROTÉCNICOS,1
eco_new_acti_202909,202909,FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P.,1
eco_new_acti_203000,203000,FABRICACIÓN DE FIBRAS ARTIFICIALES,1
eco_new_acti_210000,210000,"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS",1
eco_new_acti_221100,221100,FABRICACIÓN DE CUBIERTAS Y CÁMARAS DE CAUCHO; RECAUCHUTADO Y RENOVACIÓN DE CUBIERTAS DE CAUCHO,1
eco_new_acti_221900,221900,FABRICACIÓN DE OTROS PRODUCTOS DE CAUCHO,1
eco_new_acti_222000,222000,FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,1
eco_new_acti_231001,231001,FABRICACIÓN DE VIDRIO PLANO,1
eco_new_acti_231002,231002,FABRICACIÓN DE VIDRIO HUECO,1
eco_new_acti_231003,231003,FABRICACIÓN DE FIBRAS DE VIDRIO,1
eco_new_acti_231009,231009,FABRICACIÓN DE PRODUCTOS DE VIDRIO N.C.P.,1
eco_new_acti_239100,239100,FABRICACIÓN DE PRODUCTOS REFRACTARIOS,1
eco_new_acti_239200,239200,FABRICACIÓN DE MATERIALES DE CONSTRUCCIÓN DE ARCILLA,1
eco_new_acti_239300,239300,FABRICACIÓN DE OTROS PRODUCTOS DE PORCELANA Y DE CERÁMICA,1
eco_new_acti_239400,239400,"FABRICACIÓN DE CEMENTO, CAL Y YESO",1
eco_new_acti_239500,239500,"FABRICACIÓN DE ARTÍCULOS DE HORMIGÓN, CEMENTO Y YESO",1
eco_new_acti_239600,239600,"CORTE, TALLA Y ACABADO DE LA PIEDRA",1
eco_new_acti_239900,239900,FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS N.C.P.,1
eco_new_acti_241000,241000,INDUSTRIAS BÁSICAS DE HIERRO Y ACERO,1
eco_new_acti_242001,242001,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE COBRE,1
eco_new_acti_242002,242002,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE ALUMINIO,1
eco_new_acti_242009,242009,FABRICACIÓN DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE OTROS METALES NO FERROSOS N.C.P.,1
eco_new_acti_243100,243100,FUNDICIÓN DE HIERRO Y ACERO,1
eco_new_acti_243200,243200,FUNDICIÓN DE METALES NO FERROSOS,1
eco_new_acti_251100,251100,FABRICACIÓN DE PRODUCTOS METÁLICOS PARA USO ESTRUCTURAL,1
eco_new_acti_251201,251201,FABRICACIÓN DE RECIPIENTES DE METAL PARA GASES COMPRIMIDOS O LICUADOS,1
eco_new_acti_251209,251209,"FABRICACIÓN DE TANQUES, DEPÓSITOS Y RECIPIENTES DE METAL N.C.P.",1
eco_new_acti_251300,251300,"FABRICACIÓN DE GENERADORES DE VAPOR, EXCEPTO CALDERAS DE AGUA CALIENTE PARA CALEFACCIÓN CENTRAL",1
eco_new_acti_252000,252000,FABRICACIÓN DE ARMAS Y MUNICIONES,1
eco_new_acti_259100,259100,"FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA",1
eco_new_acti_259200,259200,TRATAMIENTO Y REVESTIMIENTO DE METALES; MAQUINADO,1
eco_new_acti_259300,259300,"FABRICACIÓN DE ARTÍCULOS DE CUCHILLERÍA, HERRAMIENTAS DE MANO Y ARTÍCULOS DE FERRETERÍA",1
eco_new_acti_259900,259900,FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,1
eco_new_acti_261000,261000,FABRICACIÓN DE COMPONENTES Y TABLEROS ELECTRÓNICOS,1
eco_new_acti_262000,262000,FABRICACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO,1
eco_new_acti_263000,263000,FABRICACIÓN DE EQUIPO DE COMUNICACIONES,1
eco_new_acti_264000,264000,FABRICACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO,1
eco_new_acti_265100,265100,"FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL",1
eco_new_acti_265200,265200,FABRICACIÓN DE RELOJES,1
eco_new_acti_266000,266000,FABRICACIÓN DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO,1
eco_new_acti_267000,267000,FABRICACIÓN DE INSTRUMENTOS ÓPTICOS Y EQUIPO FOTOGRÁFICO,1
eco_new_acti_268000,268000,FABRICACIÓN DE SOPORTES MAGNÉTICOS Y ÓPTICOS,1
eco_new_acti_271000,271000,"FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, APARATOS DE DISTRIBUCIÓN Y CONTROL",1
eco_new_acti_272000,272000,"FABRICACIÓN DE PILAS, BATERÍAS Y ACUMULADORES",1
eco_new_acti_273100,273100,FABRICACIÓN DE CABLES DE FIBRA ÓPTICA,1
eco_new_acti_273200,273200,FABRICACIÓN DE OTROS HILOS Y CABLES ELÉCTRICOS,1
eco_new_acti_273300,273300,FABRICACIÓN DE DISPOSITIVOS DE CABLEADO,1
eco_new_acti_274000,274000,FABRICACIÓN DE EQUIPO ELÉCTRICO DE ILUMINACIÓN,1
eco_new_acti_275000,275000,FABRICACIÓN DE APARATOS DE USO DOMÉSTICO,1
eco_new_acti_279000,279000,FABRICACIÓN DE OTROS TIPOS DE EQUIPO ELÉCTRICO,1
eco_new_acti_281100,281100,"FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",1
eco_new_acti_281200,281200,FABRICACIÓN DE EQUIPO DE PROPULSIÓN DE FLUIDOS,1
eco_new_acti_281300,281300,"FABRICACIÓN DE OTRAS BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS",1
eco_new_acti_281400,281400,"FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJES Y PIEZAS DE TRANSMISIÓN",1
eco_new_acti_281500,281500,"FABRICACIÓN DE HORNOS, CALDERAS Y QUEMADORES",1
eco_new_acti_281600,281600,FABRICACIÓN DE EQUIPO DE ELEVACIÓN Y MANIPULACIÓN,1
eco_new_acti_281700,281700,FABRICACIÓN DE MAQUINARIA Y EQUIPO DE OFICINA (EXCEPTO COMPUTADORES Y EQUIPO PERIFÉRICO),1
eco_new_acti_281800,281800,FABRICACIÓN DE HERRAMIENTAS DE MANO MOTORIZADAS,1
eco_new_acti_281900,281900,FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL,1
eco_new_acti_282100,282100,FABRICACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL,1
eco_new_acti_282200,282200,FABRICACIÓN DE MAQUINARIA PARA LA CONFORMACIÓN DE METALES Y DE MÁQUINAS HERRAMIENTA,1
eco_new_acti_282300,282300,FABRICACIÓN DE MAQUINARIA METALÚRGICA,1
eco_new_acti_282400,282400,FABRICACIÓN DE MAQUINARIA PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCIÓN,1
eco_new_acti_282500,282500,"FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",1
eco_new_acti_282600,282600,"FABRICACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CUEROS",1
eco_new_acti_282900,282900,FABRICACIÓN DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL,1
eco_new_acti_291000,291000,FABRICACIÓN DE VEHÍCULOS AUTOMOTORES,1
eco_new_acti_292000,292000,FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES; FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES,1
eco_new_acti_293000,293000,"FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES",1
eco_new_acti_301100,301100,"CONSTRUCCIÓN DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES",1
eco_new_acti_301200,301200,CONSTRUCCIÓN DE EMBARCACIONES DE RECREO Y DE DEPORTE,1
eco_new_acti_302000,302000,FABRICACIÓN DE LOCOMOTORAS Y MATERIAL RODANTE,1
eco_new_acti_303000,303000,"FABRICACIÓN DE AERONAVES, NAVES ESPACIALES Y MAQUINARIA CONEXA",1
eco_new_acti_304000,304000,FABRICACIÓN DE VEHÍCULOS MILITARES DE COMBATE,1
eco_new_acti_309100,309100,FABRICACIÓN DE MOTOCICLETAS,1
eco_new_acti_309200,309200,FABRICACIÓN DE BICICLETAS Y DE SILLAS DE RUEDAS,1
eco_new_acti_309900,309900,FABRICACIÓN DE OTROS TIPOS DE EQUIPO DE TRANSPORTE N.C.P.,1
eco_new_acti_310001,310001,FABRICACIÓN DE MUEBLES PRINCIPALMENTE DE MADERA,1
eco_new_acti_310009,310009,FABRICACIÓN DE COLCHONES; FABRICACIÓN DE OTROS MUEBLES N.C.P.,1
eco_new_acti_321100,321100,FABRICACIÓN DE JOYAS Y ARTÍCULOS CONEXOS,1
eco_new_acti_321200,321200,FABRICACIÓN DE BISUTERÍA Y ARTÍCULOS CONEXOS,1
eco_new_acti_322000,322000,FABRICACIÓN DE INSTRUMENTOS MUSICALES,1
eco_new_acti_323000,323000,FABRICACIÓN DE ARTÍCULOS DE DEPORTE,1
eco_new_acti_324000,324000,FABRICACIÓN DE JUEGOS Y JUGUETES,1
eco_new_acti_325001,325001,ACTIVIDADES DE LABORATORIOS DENTALES,1
