"id","account_asset_id","account_depreciation_id","account_depreciation_expense_id","name","method_number","method_period"
"asset_technology","001000","001100","751000","Technology","3","12"
"asset_patents","002000","002100","800000","Patents & Trademarks","10","12"
"asset_installations","003000","003100","800100","Installations","10","12"
"asset_buildings","004001","004101","800100","Buildings","30","12"
"asset_vehicles","005000","005100","800100","Vehicles","5","12"
"asset_furniture","006000","006100","750600","Furniture & material","5","12"
"asset_plant_machinery","007000","007100","800100","Plant and machinery","5","12"
"asset_other_property","008000","008100","800100","Other property","5","12"
"asset_vehicle_accessories","009000","009100","800100","Vehicle accessories","5","12"
