"id","name","applicability","country_id/id"
"account_tag_ite","Income Tax Expense","accounts","base.sg"
"account_tag_oci","Other Comprehensive Income","accounts","base.sg"
"account_tag_fc","Finance Costs","accounts","base.sg"
"account_tag_jv","Associates and Joint Ventures","accounts","base.sg"
