id,code,name
nbs_114021100,1.1402.11.00,Serviços de consultoria em arquitetura
nbs_101011000,1.0101.10.00,Serviços de construção de edificações residenciais de um e dois pavimentos
nbs_101012000,1.0101.20.00,Serviços de construção de edificações residenciais com mais de dois pavimentos
nbs_101021000,1.0102.10.00,Serviços de construção de edificações industriais
nbs_101022000,1.0102.20.00,Serviços de construção de edificações comerciais
nbs_101029000,1.0102.90.00,Outros serviços de construção de edificações não residenciais
nbs_101031000,1.0103.10.00,"Serviços de construção de autoestradas (exceto autoestradas elevadas), ruas e estradas."
nbs_101032000,1.0103.20.00,Serviços de construção de estradas férreas
nbs_101261000,1.0126.10.00,Serviços de instalação de fiação elétrica e componentes
nbs_101262000,1.0126.20.00,Serviços de instalação de alarmes contra incêndio
nbs_101263000,1.0126.30.00,Serviços de instalação de sistemas de alarmes antifurto
nbs_101264000,1.0126.40.00,Serviços de instalação de antenas residenciais
nbs_101269000,1.0126.90.00,Outros serviços de instalação elétrica
nbs_101271000,1.0127.10.00,Serviços de tubulação para fornecimento de água
nbs_101272000,1.0127.20.00,Serviços de tubulação de escoamento de água
nbs_101281000,1.0128.10.00,Serviços de instalação de aquecimento
nbs_103011000,1.0301.10.00,Fornecimento de refeições acompanhado de serviços de restaurante
nbs_103012100,1.0301.21.00,Fornecimento de refeições pelo sistema de autosserviço (self-service)
nbs_103012200,1.0301.22.00,Fornecimento de comidas do tipo “comidas rápidas” (fast-food)
nbs_103012900,1.0301.29.00,Outros fornecimentos de refeições com serviços limitados de restaurante
nbs_103013100,1.0301.31.00,"Fornecimento de alimentação para eventos, sob contrato"
nbs_103013200,1.0301.32.00,"Fornecimento de alimentação, incluindo refeições, para operadores de transportes (comissaria ou catering)"
nbs_103013900,1.0301.39.00,"Outros fornecimentos de alimentação, incluindo refeições, sob contrato"
nbs_103019000,1.0301.90.00,Outros fornecimentos de alimentação
nbs_103020000,1.0302.00.00,"Fornecimento de bebidas em bares, cervejarias e outros"
nbs_103031100,1.0303.11.00,"Serviços de quarto ou de unidades de hospedagem para visitantes, com serviços diários de faxina"
"nbs_115069000","1.1506.90.00","Outros serviços de infraestrutura para hospedagem em tecnologia da informação (TI)"
nbs_119031100,1.1903.11.00,Serviços de apoio à transmissão de eletricidade
nbs_119031200,1.1903.12.00,Serviços de apoio à distribuição de eletricidade
nbs_120013912,1.2001.39.12,Serviços de manutenção e reparação  de foguetes e equipamentos aeroespaciais
"nbs_124043300","1.2404.33.00","Serviços de triagem, preparação, consolidação, estocagem e outros tratamentos e disposição de resíduos sólidos recicláveis"
