"id","property_account_receivable_id/id","property_account_payable_id/id","property_account_expense_categ_id/id","property_account_income_categ_id/id","income_currency_exchange_account_id/id","expense_currency_exchange_account_id/id"
"l10n_it_chart_template_generic","1501","2501","4101","3101","3220","4920"
