# generated from National Bureau of Statistics of the People's
# Republic of China, downloaded from https://github.com/cn/GB2260
# 2023-08-20 10:20:58.056166
110101 county="东城区" prefecture="市辖区" province="北京市"
110102 county="西城区" prefecture="市辖区" province="北京市"
110103 county="崇文区" prefecture="市辖区" province="北京市"
110104 county="宣武区" prefecture="市辖区" province="北京市"
110105 county="朝阳区" prefecture="市辖区" province="北京市"
110106 county="丰台区" prefecture="市辖区" province="北京市"
110107 county="石景山区" prefecture="市辖区" province="北京市"
110108 county="海淀区" prefecture="市辖区" province="北京市"
110109 county="门头沟区" prefecture="市辖区" province="北京市"
110111 county="房山区" prefecture="市辖区" province="北京市"
110112 county="通州区" prefecture="市辖区" province="北京市"
110113 county="顺义区" prefecture="市辖区" province="北京市"
110114 county="昌平区" prefecture="市辖区" province="北京市"
110115 county="大兴区" prefecture="市辖区" province="北京市"
110116 county="怀柔区" prefecture="市辖区" province="北京市"
110117 county="平谷区" prefecture="市辖区" province="北京市"
110228 county="密云县" prefecture="县" province="北京市"
110229 county="延庆县" prefecture="县" province="北京市"
120101 county="和平区" prefecture="市辖区" province="天津市"
120102 county="河东区" prefecture="市辖区" province="天津市"
120103 county="河西区" prefecture="市辖区" province="天津市"
120104 county="南开区" prefecture="市辖区" province="天津市"
120105 county="河北区" prefecture="市辖区" province="天津市"
120106 county="红桥区" prefecture="市辖区" province="天津市"
120107 county="塘沽区" prefecture="市辖区" province="天津市"
120108 county="汉沽区" prefecture="市辖区" province="天津市"
120109 county="大港区" prefecture="市辖区" province="天津市"
120110 county="东丽区" prefecture="市辖区" province="天津市"
120111 county="西青区" prefecture="市辖区" province="天津市"
120112 county="津南区" prefecture="市辖区" province="天津市"
120113 county="北辰区" prefecture="市辖区" province="天津市"
120114 county="武清区" prefecture="市辖区" province="天津市"
120115 county="宝坻区" prefecture="市辖区" province="天津市"
120116 county="滨海新区" prefecture="市辖区" province="天津市"
120221 county="宁河县" prefecture="县" province="天津市"
120223 county="静海县" prefecture="县" province="天津市"
120225 county="蓟县" prefecture="县" province="天津市"
130101 county="市辖区" prefecture="石家庄市" province="河北省"
130102 county="长安区" prefecture="石家庄市" province="河北省"
130103 county="桥东区" prefecture="石家庄市" province="河北省"
130104 county="桥西区" prefecture="石家庄市" province="河北省"
130105 county="新华区" prefecture="石家庄市" province="河北省"
130107 county="井陉矿区" prefecture="石家庄市" province="河北省"
130108 county="裕华区" prefecture="石家庄市" province="河北省"
130109 county="藁城区" prefecture="石家庄市" province="河北省"
130110 county="鹿泉区" prefecture="石家庄市" province="河北省"
130111 county="栾城区" prefecture="石家庄市" province="河北省"
130121 county="井陉县" prefecture="石家庄市" province="河北省"
130123 county="正定县" prefecture="石家庄市" province="河北省"
130124 county="栾城县" prefecture="石家庄市" province="河北省"
130125 county="行唐县" prefecture="石家庄市" province="河北省"
130126 county="灵寿县" prefecture="石家庄市" province="河北省"
130127 county="高邑县" prefecture="石家庄市" province="河北省"
130128 county="深泽县" prefecture="石家庄市" province="河北省"
130129 county="赞皇县" prefecture="石家庄市" province="河北省"
130130 county="无极县" prefecture="石家庄市" province="河北省"
130131 county="平山县" prefecture="石家庄市" province="河北省"
130132 county="元氏县" prefecture="石家庄市" province="河北省"
130133 county="赵县" prefecture="石家庄市" province="河北省"
130181 county="辛集市" prefecture="石家庄市" province="河北省"
130182 county="藁城市" prefecture="石家庄市" province="河北省"
130183 county="晋州市" prefecture="石家庄市" province="河北省"
130184 county="新乐市" prefecture="石家庄市" province="河北省"
130185 county="鹿泉市" prefecture="石家庄市" province="河北省"
130201 county="市辖区" prefecture="唐山市" province="河北省"
130202 county="路南区" prefecture="唐山市" province="河北省"
130203 county="路北区" prefecture="唐山市" province="河北省"
130204 county="古冶区" prefecture="唐山市" province="河北省"
130205 county="开平区" prefecture="唐山市" province="河北省"
130207 county="丰南区" prefecture="唐山市" province="河北省"
130208 county="丰润区" prefecture="唐山市" province="河北省"
130209 county="曹妃甸区" prefecture="唐山市" province="河北省"
130223 county="滦县" prefecture="唐山市" province="河北省"
130224 county="滦南县" prefecture="唐山市" province="河北省"
130225 county="乐亭县" prefecture="唐山市" province="河北省"
130227 county="迁西县" prefecture="唐山市" province="河北省"
130229 county="玉田县" prefecture="唐山市" province="河北省"
130230 county="唐海县" prefecture="唐山市" province="河北省"
130281 county="遵化市" prefecture="唐山市" province="河北省"
130283 county="迁安市" prefecture="唐山市" province="河北省"
130301 county="市辖区" prefecture="秦皇岛市" province="河北省"
130302 county="海港区" prefecture="秦皇岛市" province="河北省"
130303 county="山海关区" prefecture="秦皇岛市" province="河北省"
130304 county="北戴河区" prefecture="秦皇岛市" province="河北省"
130321 county="青龙满族自治县" prefecture="秦皇岛市" province="河北省"
130322 county="昌黎县" prefecture="秦皇岛市" province="河北省"
130323 county="抚宁县" prefecture="秦皇岛市" province="河北省"
130324 county="卢龙县" prefecture="秦皇岛市" province="河北省"
130401 county="市辖区" prefecture="邯郸市" province="河北省"
130402 county="邯山区" prefecture="邯郸市" province="河北省"
130403 county="丛台区" prefecture="邯郸市" province="河北省"
130404 county="复兴区" prefecture="邯郸市" province="河北省"
130406 county="峰峰矿区" prefecture="邯郸市" province="河北省"
