id,country_id:id,name,code
state_mx_ags,base.mx,Aguascalientes,AGU
state_mx_bc,base.mx,Baja California,BCN
state_mx_bcs,base.mx,Baja California Sur,BCS
state_mx_chih,base.mx,Chihuahua,CHH
state_mx_col,base.mx,Colima,COL
state_mx_camp,base.mx,Campeche,CAM
state_mx_coah,base.mx,Coahuila,COA
state_mx_chis,base.mx,Chiapas,CHP
state_mx_df,base.mx,Ciudad de México,DIF
state_mx_dgo,base.mx,Durango,DUR
state_mx_gro,base.mx,Guerrero,GRO
state_mx_gto,base.mx,Guanajuato,GUA
state_mx_hgo,base.mx,Hidalgo,HID
state_mx_jal,base.mx,Jalisco,JAL
state_mx_mich,base.mx,Michoacán,MIC
state_mx_mor,base.mx,Morelos,MOR
state_mx_mex,base.mx,México,MEX
state_mx_nay,base.mx,Nayarit,NAY
state_mx_nl,base.mx,Nuevo León,NLE
state_mx_oax,base.mx,Oaxaca,OAX
state_mx_pue,base.mx,Puebla,PUE
state_mx_q roo,base.mx,Quintana Roo,ROO
state_mx_qro,base.mx,Querétaro,QUE
state_mx_sin,base.mx,Sinaloa,SIN
state_mx_slp,base.mx,San Luis Potosí,SLP
state_mx_son,base.mx,Sonora,SON
state_mx_tab,base.mx,Tabasco,TAB
state_mx_tlax,base.mx,Tlaxcala,TLA
state_mx_tamps,base.mx,Tamaulipas,TAM
state_mx_ver,base.mx,Veracruz,VER
state_mx_yuc,base.mx,Yucatán,YUC
state_mx_zac,base.mx,Zacatecas,ZAC
