"id","name","country_id","tax_payable_account_id","tax_receivable_account_id"
"tax_group_0","GST 0%","base.nz","nz_21320","nz_21320"
"tax_group_gst_15","GST 15%","base.nz","nz_21320","nz_21320"
"tax_group_100","GST 100%","base.nz","nz_21320","nz_21320"
