"id","name","country_id/id"
"uae_account_tag_c_tax_exempt","Corporate tax-exempt","base.ae"
"uae_account_tag_c_tax_cog","Corporate tax of cogs account","base.ae"
"uae_account_tag_c_tax_exp","Corporate tax of expense accounts","base.ae"
