"id","name","country_id"
"tax_group_fix","Taxes","base.ca"
"tax_group_gst_5","GST 5%","base.ca"
"tax_group_pst_5","PST 5%","base.ca"
"tax_group_gst_7","GST 7%","base.ca"
"tax_group_gst_8","GST 8%","base.ca"
"tax_group_pst_8","PST 8%","base.ca"
"tax_group_qst_9975","QST 9.975%","base.ca"
"tax_group_hst_13","HST 13%","base.ca"
"tax_group_hst_14","HST 14%","base.ca"
"tax_group_hst_15","HST 15%","base.ca"
