"id","sequence","name","auto_apply","vat_required","country_id","country_group_id","tax_ids/tax_src_id","tax_ids/tax_dest_id","note","name@it"
"fiscal_position_split_payment","10","Split Payment","","1","base.it","","22v","22vsp_group","Operazione soggetta a split payment – il cedente non incassa l’Iva ai sensi dell’ex art.17-ter del D.P.R. 633/1972, l’acquirente è obbligato al versamento all’Agenzia delle Entrate.","Scissione dei Pagamenti"
"","","","","","","","22am","22aspm_group","",""
"","","","","","","","22as","22asps_group","",""
