id,country_id:id,state_id:id,name
city_ir_20004,base.ir,state_ir_20,اردستان
city_ir_20005,base.ir,state_ir_20,اژیه
city_ir_20006,base.ir,state_ir_20,افوس
city_ir_20007,base.ir,state_ir_20,انارک
city_ir_20008,base.ir,state_ir_20,ایمان شهر
city_ir_20009,base.ir,state_ir_20,آران و بیدگل
city_ir_20010,base.ir,state_ir_20,بادرود
city_ir_20011,base.ir,state_ir_20,باغ بهادران
city_ir_20012,base.ir,state_ir_20,برزک
city_ir_20013,base.ir,state_ir_20,برف انبار
city_ir_20014,base.ir,state_ir_20,بوئین و میاندشت
city_ir_20015,base.ir,state_ir_20,بهاران شهر
city_ir_20016,base.ir,state_ir_20,بهارستان
city_ir_20017,base.ir,state_ir_20,پیربکران
city_ir_20018,base.ir,state_ir_20,تودشک
city_ir_20019,base.ir,state_ir_20,تیران
city_ir_20020,base.ir,state_ir_20,جرقویه
city_ir_20021,base.ir,state_ir_20,جندق
city_ir_20022,base.ir,state_ir_20,جوشقان و کامو
city_ir_20023,base.ir,state_ir_20,چادگان
city_ir_20024,base.ir,state_ir_20,چرمهین
city_ir_20025,base.ir,state_ir_20,چمگردان
city_ir_20026,base.ir,state_ir_20,حبیب آباد
city_ir_20027,base.ir,state_ir_20,حنا
city_ir_20028,base.ir,state_ir_20,خالد آباد
city_ir_20029,base.ir,state_ir_20,خمینی شهر
city_ir_20030,base.ir,state_ir_20,خوانسار
city_ir_20031,base.ir,state_ir_20,خور
city_ir_20032,base.ir,state_ir_20,خوراسگان
city_ir_20033,base.ir,state_ir_20,خورزوق
city_ir_20034,base.ir,state_ir_20,داران
city_ir_20035,base.ir,state_ir_20,دامنه
city_ir_20036,base.ir,state_ir_20,درچه
city_ir_20037,base.ir,state_ir_20,دستگرد
city_ir_20038,base.ir,state_ir_20,دولت آباد
city_ir_20039,base.ir,state_ir_20,دهاقان
city_ir_20040,base.ir,state_ir_20,دهق
city_ir_20041,base.ir,state_ir_20,رزوه
city_ir_20042,base.ir,state_ir_20,دیزیچه
city_ir_20043,base.ir,state_ir_20,  رضوان شهر
city_ir_20044,base.ir,state_ir_20,رهنان
city_ir_20045,base.ir,state_ir_20,زاینده رود
city_ir_20046,base.ir,state_ir_20,زرین شهر
city_ir_20047,base.ir,state_ir_20,زواره
city_ir_20048,base.ir,state_ir_20,زیباشهر
city_ir_20049,base.ir,state_ir_20,سپاهان شهر
city_ir_20050,base.ir,state_ir_20,سده لنجان
city_ir_20051,base.ir,state_ir_20,سفیدشهر
city_ir_20052,base.ir,state_ir_20,سگزی
city_ir_20053,base.ir,state_ir_20,سمیرم
city_ir_20054,base.ir,state_ir_20,شاهین شهر
city_ir_20055,base.ir,state_ir_20,شهرضا
city_ir_20056,base.ir,state_ir_20,طالخونچه
city_ir_20057,base.ir,state_ir_20,عسگران
city_ir_20058,base.ir,state_ir_20,علویجه
city_ir_20059,base.ir,state_ir_20,فریدن
city_ir_20060,base.ir,state_ir_20,فریدونشهر
city_ir_20061,base.ir,state_ir_20,فلاورجان
city_ir_20062,base.ir,state_ir_20,فولادشهر
city_ir_20063,base.ir,state_ir_20,قمصر
city_ir_20064,base.ir,state_ir_20,قهدریجان
city_ir_20065,base.ir,state_ir_20,کاشان
city_ir_20066,base.ir,state_ir_20,کامه
city_ir_20067,base.ir,state_ir_20,کرکوند
city_ir_20068,base.ir,state_ir_20,کلیشاد
city_ir_20069,base.ir,state_ir_20,کمشچه
city_ir_20070,base.ir,state_ir_20,کوشک
city_ir_20071,base.ir,state_ir_20,کوهپایه
city_ir_20072,base.ir,state_ir_20,کهریزسنگ
city_ir_20073,base.ir,state_ir_20,گز
city_ir_20074,base.ir,state_ir_20,گلپایگان
city_ir_20075,base.ir,state_ir_20,گلدشت
city_ir_20076,base.ir,state_ir_20,گلشهر
city_ir_20077,base.ir,state_ir_20,گوگد
city_ir_20078,base.ir,state_ir_20,مبارکه
city_ir_20079,base.ir,state_ir_20,مجلسی
city_ir_20080,base.ir,state_ir_20, محمد آباد
city_ir_20081,base.ir,state_ir_20,مشکات
city_ir_20082,base.ir,state_ir_20,منظریه
city_ir_20083,base.ir,state_ir_20,مورچه خورت
city_ir_20084,base.ir,state_ir_20,میمه
city_ir_20085,base.ir,state_ir_20,نائین
city_ir_20086,base.ir,state_ir_20,نجف آباد
city_ir_20087,base.ir,state_ir_20,نصرآباد
city_ir_20088,base.ir,state_ir_20,نطنز
city_ir_20089,base.ir,state_ir_20,نوش آباد
city_ir_20090,base.ir,state_ir_20,نیاسر
city_ir_20091,base.ir,state_ir_20,نیک آباد
city_ir_20092,base.ir,state_ir_20,ورزﻧﻪ
city_ir_20093,base.ir,state_ir_20,ورنامخواست
city_ir_20094,base.ir,state_ir_20,وزوان
city_ir_20095,base.ir,state_ir_20,ونک
city_ir_20096,base.ir,state_ir_20,ویلاشهر
city_ir_20097,base.ir,state_ir_20,هرند
city_ir_49001,base.ir,state_ir_49,کرج
city_ir_49002,base.ir,state_ir_49,هشتگرد
city_ir_49003,base.ir,state_ir_49,حصارک
city_ir_49004,base.ir,state_ir_49,کمال شهر
city_ir_49005,base.ir,state_ir_49,مهرشهر
city_ir_49006,base.ir,state_ir_49,مشکین دشت
city_ir_49007,base.ir,state_ir_49,نظرآباد
city_ir_49008,base.ir,state_ir_49,صباشهر
city_ir_49009,base.ir,state_ir_49,صفادشت
city_ir_49010,base.ir,state_ir_49,اندیشه
city_ir_49011,base.ir,state_ir_49,باغستان
city_ir_49012,base.ir,state_ir_49,چهارباغ
city_ir_49013,base.ir,state_ir_49,اشتهارد
city_ir_49014,base.ir,state_ir_49,فردیس
city_ir_49015,base.ir,state_ir_49,گرم دره
city_ir_49016,base.ir,state_ir_49,قدس
city_ir_49017,base.ir,state_ir_49,ماهدشت
city_ir_49018,base.ir,state_ir_49,ملارد
city_ir_49019,base.ir,state_ir_49,مارلیک
city_ir_49020,base.ir,state_ir_49,مهرویلا
city_ir_49021,base.ir,state_ir_49,محمد شهر
city_ir_49022,base.ir,state_ir_49,رجائی شهر
city_ir_49023,base.ir,state_ir_49,ساوجبلاغ
city_ir_49024,base.ir,state_ir_49,شاهدشهر
city_ir_49025,base.ir,state_ir_49,شهریار
city_ir_49026,base.ir,state_ir_49,طالقان
city_ir_49027,base.ir,state_ir_49,وحیدیه
city_ir_49028,base.ir,state_ir_49,وردآورد
city_ir_27001,base.ir,state_ir_27,ايوان
city_ir_27002,base.ir,state_ir_27,دره شهر
city_ir_27003,base.ir,state_ir_27,مهران
city_ir_27004,base.ir,state_ir_27,سرابله
city_ir_27005,base.ir,state_ir_27,ايلام
city_ir_27006,base.ir,state_ir_27,ابدانان
city_ir_27007,base.ir,state_ir_27,بدره
city_ir_27008,base.ir,state_ir_27,لومار
city_ir_27009,base.ir,state_ir_27,کهره(توحيد)
city_ir_27010,base.ir,state_ir_27,دهلران
city_ir_27011,base.ir,state_ir_27,اسمان اباد
city_ir_27012,base.ir,state_ir_27,موسيان
city_ir_27013,base.ir,state_ir_27,چوار
city_ir_27014,base.ir,state_ir_27,پهله
city_ir_27015,base.ir,state_ir_27,اركواز
city_ir_27016,base.ir,state_ir_27,مورموري
city_ir_27017,base.ir,state_ir_27,زرنه
city_ir_27018,base.ir,state_ir_27,توحيد
city_ir_88001,base.ir,state_ir_88,برازجان
city_ir_88002,base.ir,state_ir_88,بوشهر
city_ir_88003,base.ir,state_ir_88,عسلويه
city_ir_88004,base.ir,state_ir_88,بندر كنگان
city_ir_88005,base.ir,state_ir_88,دير
city_ir_88006,base.ir,state_ir_88,وحدتيه
city_ir_88007,base.ir,state_ir_88,بندر ريگ
city_ir_88008,base.ir,state_ir_88,خورموج
city_ir_88009,base.ir,state_ir_88,بردخون
city_ir_88010,base.ir,state_ir_88,سعدآباد
city_ir_88011,base.ir,state_ir_88,چغادك
city_ir_88012,base.ir,state_ir_88,بندر گناوه
city_ir_88013,base.ir,state_ir_88,بندر دير
city_ir_88014,base.ir,state_ir_88,دلوار
city_ir_88015,base.ir,state_ir_88,جم
city_ir_88016,base.ir,state_ir_88,بندر ديلم
city_ir_88017,base.ir,state_ir_88,دالكي
city_ir_88018,base.ir,state_ir_88,اهرم
city_ir_88019,base.ir,state_ir_88,كاكي
city_ir_88020,base.ir,state_ir_88,تنگ ارم
city_ir_88021,base.ir,state_ir_88,آب پخش
city_ir_88022,base.ir,state_ir_88,نخل تقي
city_ir_88023,base.ir,state_ir_88,ريز
city_ir_88024,base.ir,state_ir_88,طاهري
city_ir_88025,base.ir,state_ir_88,شبانكاره
city_ir_88026,base.ir,state_ir_88,دشتستان
city_ir_88027,base.ir,state_ir_88,عاليشهر
city_ir_88028,base.ir,state_ir_88,خارك
city_ir_88029,base.ir,state_ir_88,کلمه
city_ir_88030,base.ir,state_ir_88,آبدان
city_ir_88031,base.ir,state_ir_88,امام حسن
city_ir_88032,base.ir,state_ir_88,اهرام(تنگستان)
city_ir_88033,base.ir,state_ir_88,بنک
city_ir_88034,base.ir,state_ir_88,دشتي(خورموج)
city_ir_88035,base.ir,state_ir_88,ديلم
city_ir_10001,base.ir,state_ir_10,تهران
city_ir_10002,base.ir,state_ir_10,پاكدشت
city_ir_10003,base.ir,state_ir_10,رودهن
city_ir_10004,base.ir,state_ir_10,چهاردانگه
city_ir_10005,base.ir,state_ir_10,ري
city_ir_10006,base.ir,state_ir_10,اسلام شهر
city_ir_10007,base.ir,state_ir_10,رباط كريم
city_ir_10008,base.ir,state_ir_10,آبسرد
city_ir_10009,base.ir,state_ir_10,كهريزك
city_ir_10010,base.ir,state_ir_10,بومهن
city_ir_10011,base.ir,state_ir_10,لواسان
city_ir_10012,base.ir,state_ir_10,دماوند
city_ir_10013,base.ir,state_ir_10,باقرشهر
city_ir_10014,base.ir,state_ir_10,گلستان
city_ir_10015,base.ir,state_ir_10,فردوسيه
city_ir_10016,base.ir,state_ir_10,كوهسار
city_ir_10017,base.ir,state_ir_10,حسن آباد
city_ir_10018,base.ir,state_ir_10,صالح اباد
city_ir_10019,base.ir,state_ir_10,ورامين
city_ir_10020,base.ir,state_ir_10,نسيم شهر
city_ir_10021,base.ir,state_ir_10,فيروزكوه
city_ir_10022,base.ir,state_ir_10,پيشوا
city_ir_10023,base.ir,state_ir_10,جوادآباد
city_ir_10024,base.ir,state_ir_10,شريف آباد
city_ir_10025,base.ir,state_ir_10,پرديس
city_ir_10026,base.ir,state_ir_10,فشم
city_ir_10027,base.ir,state_ir_10,كيلان
city_ir_10028,base.ir,state_ir_10,مرداباد
city_ir_10029,base.ir,state_ir_10,ارجمند
city_ir_10030,base.ir,state_ir_10,ابعلي
city_ir_10031,base.ir,state_ir_10,قرچک
city_ir_10032,base.ir,state_ir_10,نصير اباد
city_ir_25001,base.ir,state_ir_25,چلگرد
city_ir_25002,base.ir,state_ir_25,بروجن
city_ir_25003,base.ir,state_ir_25,شهركرد
city_ir_25004,base.ir,state_ir_25,كوهرنگ
city_ir_25005,base.ir,state_ir_25,سامان
city_ir_25006,base.ir,state_ir_25,شلمزار
city_ir_25007,base.ir,state_ir_25,بلداجي
city_ir_25008,base.ir,state_ir_25,بابا حيدر
city_ir_25009,base.ir,state_ir_25,كيان
city_ir_25010,base.ir,state_ir_25,اردل
city_ir_25011,base.ir,state_ir_25,الوني
city_ir_25012,base.ir,state_ir_25,بن
city_ir_25013,base.ir,state_ir_25,لردگان
city_ir_25014,base.ir,state_ir_25,هفشجان
city_ir_25015,base.ir,state_ir_25,سودجان
city_ir_25016,base.ir,state_ir_25,فرخ شهر
city_ir_25017,base.ir,state_ir_25,فارسان
city_ir_25018,base.ir,state_ir_25,جونقان
city_ir_25019,base.ir,state_ir_25,سفيددشت
city_ir_25020,base.ir,state_ir_25,فرادبنه
city_ir_25021,base.ir,state_ir_25,نافچ
city_ir_25022,base.ir,state_ir_25,گهرو
city_ir_25023,base.ir,state_ir_25,گندمان
city_ir_25024,base.ir,state_ir_25,سورشجان
city_ir_25025,base.ir,state_ir_25,مال خليفه
city_ir_25026,base.ir,state_ir_25,ناغان
city_ir_25027,base.ir,state_ir_25,طاقانك
city_ir_25028,base.ir,state_ir_25,چالشتر
city_ir_25029,base.ir,state_ir_25,فرخشهر
city_ir_25030,base.ir,state_ir_25,طالقانک
city_ir_31001,base.ir,state_ir_31,بيرجند
city_ir_31002,base.ir,state_ir_31,فردوس
city_ir_31003,base.ir,state_ir_31,اسلاميه
city_ir_31004,base.ir,state_ir_31,ارين شهر
city_ir_31005,base.ir,state_ir_31,بشرويه
city_ir_31006,base.ir,state_ir_31,عشق آباد
city_ir_31007,base.ir,state_ir_31,نهبندان
city_ir_31008,base.ir,state_ir_31,اسديه
city_ir_31009,base.ir,state_ir_31,سه قلعه
city_ir_31010,base.ir,state_ir_31,سربيشه
city_ir_31011,base.ir,state_ir_31,خضري دشت بياض
city_ir_31012,base.ir,state_ir_31,خوسف
city_ir_31013,base.ir,state_ir_31,ايسك
city_ir_31014,base.ir,state_ir_31,سرايان
city_ir_31015,base.ir,state_ir_31,قائن
city_ir_31016,base.ir,state_ir_31,اسفدن
city_ir_31017,base.ir,state_ir_31,شوسف
city_ir_31018,base.ir,state_ir_31,حاجي اباد
city_ir_31019,base.ir,state_ir_31,زهان
city_ir_31020,base.ir,state_ir_31,نيمبلوک
city_ir_31021,base.ir,state_ir_31,مود
city_ir_19001,base.ir,state_ir_19,مشهد
city_ir_19002,base.ir,state_ir_19,سبزوار
city_ir_19003,base.ir,state_ir_19,قوچان
city_ir_19004,base.ir,state_ir_19,تربت حيدريه
city_ir_19005,base.ir,state_ir_19,تربت جام
city_ir_19006,base.ir,state_ir_19,سنگان
city_ir_19007,base.ir,state_ir_19,بجستان
city_ir_19008,base.ir,state_ir_19,تايباد
city_ir_19009,base.ir,state_ir_19,باخرز
city_ir_19010,base.ir,state_ir_19,کاريز
city_ir_19011,base.ir,state_ir_19,ششتمد
city_ir_19012,base.ir,state_ir_19,بايک
city_ir_19013,base.ir,state_ir_19,جغتاي
city_ir_19014,base.ir,state_ir_19,کاهو
city_ir_19015,base.ir,state_ir_19,نيشابور
city_ir_19016,base.ir,state_ir_19,انابد
city_ir_19017,base.ir,state_ir_19,کاشمر
city_ir_19018,base.ir,state_ir_19,نصراباد
city_ir_19019,base.ir,state_ir_19,بردسکن
city_ir_19020,base.ir,state_ir_19,طرقبه
city_ir_19021,base.ir,state_ir_19,خليل اباد
city_ir_19022,base.ir,state_ir_19,سرخس
city_ir_19023,base.ir,state_ir_19,خرو
city_ir_19024,base.ir,state_ir_19,فيروزه
city_ir_19025,base.ir,state_ir_19,چناران
city_ir_19026,base.ir,state_ir_19,خواف
city_ir_19027,base.ir,state_ir_19,دولت اباد
city_ir_19028,base.ir,state_ir_19,شانديز
city_ir_19029,base.ir,state_ir_19,قلندراباد
city_ir_19030,base.ir,state_ir_19,فريمان
city_ir_19031,base.ir,state_ir_19,قدمگاه
city_ir_19032,base.ir,state_ir_19,بيدخت
city_ir_19033,base.ir,state_ir_19,باجگيران
city_ir_19034,base.ir,state_ir_19,درود
city_ir_19035,base.ir,state_ir_19,رضويه
city_ir_19036,base.ir,state_ir_19,فرهادگرد
city_ir_19037,base.ir,state_ir_19,فيض اباد
city_ir_19038,base.ir,state_ir_19,رشتخوار
city_ir_19039,base.ir,state_ir_19,رباط سنگ
city_ir_19040,base.ir,state_ir_19,داورزان
city_ir_19041,base.ir,state_ir_19,سفيد سنگ
city_ir_19042,base.ir,state_ir_19,سلطان اباد
city_ir_19043,base.ir,state_ir_19,درگز
city_ir_19044,base.ir,state_ir_19,گناباد
city_ir_19045,base.ir,state_ir_19,نيل شهر
city_ir_19046,base.ir,state_ir_19,کلات نادري
city_ir_19047,base.ir,state_ir_19,کاخک
city_ir_19048,base.ir,state_ir_19,ريوش
city_ir_19049,base.ir,state_ir_19,نقاب
city_ir_19050,base.ir,state_ir_19,نشتيفان
city_ir_19051,base.ir,state_ir_19,محولات (فيض آباد)
city_ir_19052,base.ir,state_ir_19,سلامي
city_ir_19053,base.ir,state_ir_19,روداب
city_ir_19054,base.ir,state_ir_19,مشهد،ريزه
city_ir_19055,base.ir,state_ir_19,کدکن
city_ir_19056,base.ir,state_ir_19,کندر
city_ir_19057,base.ir,state_ir_19,جنگل
city_ir_19058,base.ir,state_ir_19,چکنه
city_ir_19059,base.ir,state_ir_19,يونسي
city_ir_19060,base.ir,state_ir_19,نوخندان
city_ir_19061,base.ir,state_ir_19,عشق آباد نيشابور
city_ir_19062,base.ir,state_ir_19,خير آباد سبزوار
city_ir_19063,base.ir,state_ir_19,اسجيل
city_ir_19064,base.ir,state_ir_19,فريزي
city_ir_19065,base.ir,state_ir_19,گلمکان
city_ir_19066,base.ir,state_ir_19,سلوگرد (محسن آباد)
city_ir_19067,base.ir,state_ir_19,احمد آباد
city_ir_19068,base.ir,state_ir_19,کلاته پايه
city_ir_19069,base.ir,state_ir_19,سرآسياب
city_ir_19070,base.ir,state_ir_19,چاپشلو
city_ir_19071,base.ir,state_ir_19,گاوطرنا
city_ir_19072,base.ir,state_ir_19,نوبهار
city_ir_19073,base.ir,state_ir_19,چشمه گيلاس
city_ir_19074,base.ir,state_ir_19,گلبهار
city_ir_19075,base.ir,state_ir_19,ملک اباد
city_ir_19076,base.ir,state_ir_19,لطف اباد
city_ir_19077,base.ir,state_ir_19,عشق آباد مشهد
city_ir_19078,base.ir,state_ir_19,کلات
city_ir_19079,base.ir,state_ir_19,قره جنگل
city_ir_19080,base.ir,state_ir_19,کاريزک ناگهاني
city_ir_19081,base.ir,state_ir_19,قاسم اباد
city_ir_19082,base.ir,state_ir_19,شهرزو
city_ir_19083,base.ir,state_ir_19,مزداوند
city_ir_19084,base.ir,state_ir_19,خير آباد تربت جام
city_ir_21001,base.ir,state_ir_21,بجنورد
city_ir_21002,base.ir,state_ir_21,آشخانه
city_ir_21003,base.ir,state_ir_21,درق
city_ir_21004,base.ir,state_ir_21,اسفراین
city_ir_21005,base.ir,state_ir_21,فاروج
city_ir_21006,base.ir,state_ir_21,گرمه
city_ir_21007,base.ir,state_ir_21,قاضی
city_ir_21008,base.ir,state_ir_21,حصارگر
city_ir_21009,base.ir,state_ir_21,لوجلی
city_ir_21010,base.ir,state_ir_21,پیش قلعه
city_ir_21011,base.ir,state_ir_21,راز
city_ir_21012,base.ir,state_ir_21,صفی آباد
city_ir_21013,base.ir,state_ir_21,سنخواست
city_ir_21014,base.ir,state_ir_21,شیروان
city_ir_21015,base.ir,state_ir_21,شوقان
city_ir_16001,base.ir,state_ir_16,اهواز
city_ir_16002,base.ir,state_ir_16,بندر امام خمینی
city_ir_16003,base.ir,state_ir_16,آبادان
city_ir_16004,base.ir,state_ir_16,آغاجري
city_ir_16005,base.ir,state_ir_16,الوان
city_ir_16006,base.ir,state_ir_16,اندیمشک
city_ir_16007,base.ir,state_ir_16,اروندکنار
city_ir_16008,base.ir,state_ir_16,باغ ملک
city_ir_16009,base.ir,state_ir_16,بندر ماهشهر
city_ir_16010,base.ir,state_ir_16,بهبهان
city_ir_16011,base.ir,state_ir_16,بستان
city_ir_16012,base.ir,state_ir_16,چمران
city_ir_16013,base.ir,state_ir_16,دهدز
city_ir_16014,base.ir,state_ir_16,دزآب
city_ir_16015,base.ir,state_ir_16,دزفول و حومه
city_ir_16016,base.ir,state_ir_16,گتوند
city_ir_16017,base.ir,state_ir_16,قلعه خواجه
city_ir_16018,base.ir,state_ir_16,قلعه تل
city_ir_16019,base.ir,state_ir_16,هفتگل
city_ir_16020,base.ir,state_ir_16,حمیدیه
city_ir_16021,base.ir,state_ir_16,هندیجان
city_ir_16022,base.ir,state_ir_16,حور
city_ir_16023,base.ir,state_ir_16,حسینیه
city_ir_16024,base.ir,state_ir_16,هویزه
city_ir_16025,base.ir,state_ir_16,ایزه
city_ir_16026,base.ir,state_ir_16,جايزان
city_ir_16027,base.ir,state_ir_16,خرمشهر
city_ir_16028,base.ir,state_ir_16,لالی
city_ir_16029,base.ir,state_ir_16,ماهشهر
city_ir_16030,base.ir,state_ir_16,مسجدسلیمان
city_ir_16031,base.ir,state_ir_16,میانرود
city_ir_16032,base.ir,state_ir_16,ملاسنی
city_ir_16033,base.ir,state_ir_16,امیدیه
city_ir_16034,base.ir,state_ir_16,رافی
city_ir_16035,base.ir,state_ir_16,رامهرمز
city_ir_16036,base.ir,state_ir_16,رامشیر
city_ir_16037,base.ir,state_ir_16,سالند
city_ir_16038,base.ir,state_ir_16,صیدون
city_ir_16039,base.ir,state_ir_16,شریعتی
city_ir_16040,base.ir,state_ir_16,شیبان
city_ir_16041,base.ir,state_ir_16,شوش
city_ir_16042,base.ir,state_ir_16,شوشتر
city_ir_16043,base.ir,state_ir_16,سوسنگرد
city_ir_16044,base.ir,state_ir_16,ویس
city_ir_16045,base.ir,state_ir_16,زهره
city_ir_29001,base.ir,state_ir_29,آب بر
city_ir_29002,base.ir,state_ir_29,چورزق
city_ir_29003,base.ir,state_ir_29,ابهر
city_ir_29004,base.ir,state_ir_29,خرمدره
city_ir_29005,base.ir,state_ir_29,حلب
city_ir_29006,base.ir,state_ir_29,زنجان
