id,country_id:id,name,code
state_ir_10,base.ir,استان تهران,10
state_ir_12,base.ir,استان مازندران,12
state_ir_13,base.ir,استان اذربايجان شرقي,13
state_ir_14,base.ir,استان اذربايجان غربي,14
state_ir_15,base.ir,استان کرمانشاه,15
state_ir_16,base.ir,استان خوزستان,16
state_ir_17,base.ir,استان فارس,17
state_ir_18,base.ir,استان کرمان,18
state_ir_19,base.ir,استان خراسان رضوي,19
state_ir_20,base.ir,استان اصفهان,20
state_ir_21,base.ir,استان خراسان شمالي,21
state_ir_22,base.ir,استان کردستان,22
state_ir_23,base.ir,استان هرمزگان,23
state_ir_24,base.ir,استان همدان,24
state_ir_25,base.ir,استان چهارمحال  بختياري,25
state_ir_26,base.ir,استان لرستان,26
state_ir_27,base.ir,استان ايلام,27
state_ir_28,base.ir,استان کهکيلويه  وبويراحمد,28
state_ir_29,base.ir,استان زنجان,29
state_ir_31,base.ir,استان خراسان جنوبي,31
state_ir_44,base.ir,استان مرکزي,44
state_ir_49,base.ir,استان البرز,49
state_ir_55,base.ir,استان گيلان,55
state_ir_61,base.ir,استان اردبيل,61
state_ir_62,base.ir,استان قم,62
state_ir_63,base.ir,استان قزوين,63
state_ir_64,base.ir,استان گلستان,64
state_ir_66,base.ir,استان سيستان وبلوچستان,66
state_ir_77,base.ir,استان يزد,77
state_ir_88,base.ir,استان بوشهر,88
state_ir_99,base.ir,استان سمنان,99
