"id","sequence","name","auto_apply","vat_required","country_id","country_group_id","tax_ids/tax_src_id","tax_ids/tax_dest_id"
"fiscal_position_template_1","1","National","1","","base.bj","","",""
"fiscal_position_template_2","3","International","1","","","","",""
"","","","","","","","tva_sale_18","tva_export_0"
"","","","","","","","tva_sale_service_18","tva_export_0"
"","","","","","","","tva_exempt_0","tva_export_exempt_0"
"","","","","","","","tva_purchase_18","tva_import_0"
"","","","","","","","tva_purchase_asset_18","tva_import_0"
