"id","name","country_id","pos_receipt_label","name@fr","name@nl","name@de"
"tax_group_tva_21","VAT 21%","base.be","A","TVA 21%","BTW 21%","MwSt. 21%"
"tax_group_tva_12","VAT 12%","base.be","B","TVA 12%","BTW 12%","MwSt. 12%"
"tax_group_tva_6","VAT 6%","base.be","C","TVA 6%","BTW 6%","MwSt. 6%"
"tax_group_tva_0","VAT 0%","base.be","D","TVA 0%","BTW 0%","MwSt. 0%"
