"id","name","name@fr"
"syscebnl_tax_group_0","VAT 0%","T.V.A. 0%"
"syscebnl_tax_group_9","VAT 9%","T.V.A. 9%"
"syscebnl_tax_group_18","VAT 18%","T.V.A. 18%"
