id,country_id:id,name,code
state_ar_c,base.ar,Buenos Aires City,C
state_ar_b,base.ar,Buenos Aires,B
state_ar_k,base.ar,Catamarca,K
state_ar_h,base.ar,Chaco,H
state_ar_u,base.ar,Chobut,U
state_ar_x,base.ar,Córdoba,X
state_ar_w,base.ar,Corrientes,W
state_ar_e,base.ar,Ente Ríos,E
state_ar_p,base.ar,Formosa,P
state_ar_y,base.ar,Jujuy,Y
state_ar_l,base.ar,La Pampa,L
state_ar_f,base.ar,La Rioja,F
state_ar_m,base.ar,Mendoza,M
state_ar_n,base.ar,Misiones,N
state_ar_q,base.ar,Neuquén,Q
state_ar_r,base.ar,Río Negro,R
state_ar_a,base.ar,Salta,A
state_ar_j,base.ar,San Juan,J
state_ar_d,base.ar,San Luis,D
state_ar_z,base.ar,Santa Cruz,Z
state_ar_s,base.ar,Santa Fe,S
state_ar_g,base.ar,Santiago Del Estero,G
state_ar_v,base.ar,Tierra del Fuego,V
state_ar_t,base.ar,Tucumán,T
