id,name,sequence,country_id,"tax_payable_account_id","tax_receivable_account_id",name@mn
account_tax_group1,Goods subject to VAT,10,base.mn,"account_template_3401_9902","account_template_1204_9902",НӨАТ ногдох бараа
account_tax_group2,Services subject to VAT,10,base.mn,"account_template_3401_9902","account_template_1204_9902",НӨАТ ногдох үйлчилгээ
account_tax_group3,Export sales,11,base.mn,"account_template_3401_9902","account_template_1204_9902",Экспортын борлуулалт
account_tax_group4,Purchased goods and services,12,base.mn,"account_template_3401_9902","account_template_1204_9902","Худалдан авсан бараа, үйлчилгээ"
account_tax_group5,Finance lease item,13,base.mn,"account_template_3401_9902","account_template_1204_9902",Санхүүгийн түрээсийн зүйл
account_tax_group6,Exemption from VAT,14,base.mn,"account_template_3401_9902","account_template_1204_9902",НӨАТ-с чөлөөлөгдөх
