"id","name","country_id","name@et"
"tax_group_vat_20","VAT 20%","base.ee","KM 20%"
"tax_group_vat_22","VAT 22%","base.ee","KM 22%"
"tax_group_vat_24","VAT 24%","base.ee","KM 24%"
"tax_group_vat_13","VAT 13%","base.ee","KM 13%"
"tax_group_vat_9","VAT 9%","base.ee","KM 9%"
"tax_group_vat_5","VAT 5%","base.ee","KM 5%"
"tax_group_vat_0","VAT 0%","base.ee","KM 0%"
