"id","name","country_id"
"tax_group_16","VAT 16%","base.ke"
"tax_group_8","VAT 8%","base.ke"
"tax_group_0","VAT 0%","base.ke"
"tax_group_withholding","Withholding Tax","base.ke"
"tax_group_catering_levy","2% CTL","base.ke"
