id,country_id:id,name,code
state_pt_pt-01,base.pt,Aveiro,01
state_pt_pt-02,base.pt,Beja,02
state_pt_pt-03,base.pt,Braga,03
state_pt_pt-04,base.pt,Bragança,04
state_pt_pt-05,base.pt,Castelo Branco,05
state_pt_pt-06,base.pt,Coimbra,06
state_pt_pt-07,base.pt,Évora,07
state_pt_pt-08,base.pt,Faro,08
state_pt_pt-09,base.pt,Guarda,09
state_pt_pt-10,base.pt,Leiria,10
state_pt_pt-11,base.pt,Lisboa,11
state_pt_pt-12,base.pt,Portalegre,12
state_pt_pt-13,base.pt,Porto,13
state_pt_pt-14,base.pt,Santarém,14
state_pt_pt-15,base.pt,Setúbal,15
state_pt_pt-16,base.pt,Viana do Castelo,16
state_pt_pt-17,base.pt,Vila Real,17
state_pt_pt-18,base.pt,Viseu,18
state_pt_pt-20,base.pt,Açores,20
state_pt_pt-30,base.pt,Madeira,30
