"id","country_id:id","state_id:id","code","name"
"res_locality_mx_chp_04","base.mx","base.state_mx_chis","04","Tuxtla Gutiérrez"
"res_locality_mx_chp_05","base.mx","base.state_mx_chis","05","Venustiano Carranza"
"res_locality_mx_chp_06","base.mx","base.state_mx_chis","06","Jiquipilas"
"res_locality_mx_chp_07","base.mx","base.state_mx_chis","07","Villaflores"
"res_locality_mx_chp_08","base.mx","base.state_mx_chis","08","Las Margaritas"
"res_locality_mx_chp_09","base.mx","base.state_mx_chis","09","Arriaga"
"res_locality_mx_chp_10","base.mx","base.state_mx_chis","10","Palenque"
"res_locality_mx_chp_11","base.mx","base.state_mx_chis","11","Ocosingo"
"res_locality_mx_chp_12","base.mx","base.state_mx_chis","12","Tonalá"
"res_locality_mx_chp_13","base.mx","base.state_mx_chis","13","Mapastepec"
"res_locality_mx_chp_14","base.mx","base.state_mx_chis","14","Las Rosas"
"res_locality_mx_chp_15","base.mx","base.state_mx_chis","15","Chiapa de Corzo"
"res_locality_mx_chp_16","base.mx","base.state_mx_chis","16","Cacahoatán"
"res_locality_mx_chp_17","base.mx","base.state_mx_chis","17","Ocozocoautla de Espinosa"
"res_locality_mx_chp_18","base.mx","base.state_mx_chis","18","Cintalapa de Figueroa"
"res_locality_mx_chp_19","base.mx","base.state_mx_chis","19","Pichucalco"
"res_locality_mx_chp_20","base.mx","base.state_mx_chis","20","Puerto Madero (San Benito)"
"res_locality_mx_chp_21","base.mx","base.state_mx_chis","21","Pijijiapan"
"res_locality_mx_chp_22","base.mx","base.state_mx_chis","22","Reforma"
"res_locality_mx_chp_23","base.mx","base.state_mx_chis","23","Huixtla"
"res_locality_mx_chp_24","base.mx","base.state_mx_chis","24","Motozintla de Mendoza"
"res_locality_mx_coa_01","base.mx","base.state_mx_coah","01","Ciudad Acuña"
"res_locality_mx_coa_02","base.mx","base.state_mx_coah","02","Frontera"
"res_locality_mx_col_01","base.mx","base.state_mx_col","01","Colima"
"res_locality_mx_col_02","base.mx","base.state_mx_col","02","Manzanillo"
"res_locality_mx_col_03","base.mx","base.state_mx_col","03","Tecoman"
"res_locality_mx_col_04","base.mx","base.state_mx_col","04","Ciudad de Villa de Álvarez"
"res_locality_mx_col_05","base.mx","base.state_mx_col","05","Ciudad de Armería"
"res_locality_mx_cmx_01","base.mx","base.state_mx_df","01","Ciudad de México (Álvaro Obregón)"
"res_locality_mx_cmx_02","base.mx","base.state_mx_df","02","Ciudad de México (Azcapotzalco)"
"res_locality_mx_cmx_03","base.mx","base.state_mx_df","03","Ciudad de México (Benito Juárez)"
"res_locality_mx_cmx_04","base.mx","base.state_mx_df","04","Ciudad de México (Coyoacán)"
"res_locality_mx_cmx_05","base.mx","base.state_mx_df","05","Ciudad de México (Cuajimalpa de Morelos)"
"res_locality_mx_cmx_06","base.mx","base.state_mx_df","06","Ciudad de México (Cuauhtémoc)"
"res_locality_mx_cmx_07","base.mx","base.state_mx_df","07","Ciudad de México (Gustavo A. Madero)"
"res_locality_mx_cmx_08","base.mx","base.state_mx_df","08","Ciudad de México (Iztacalco)"
"res_locality_mx_cmx_09","base.mx","base.state_mx_df","09","Ciudad de México (Iztapalapa)"
"res_locality_mx_cmx_10","base.mx","base.state_mx_df","10","Ciudad de México (Magdalena Contreras)"
"res_locality_mx_cmx_11","base.mx","base.state_mx_df","11","Ciudad de México (Miguel Hidalgo)"
"res_locality_mx_cmx_12","base.mx","base.state_mx_df","12","Ciudad de México (Milpa Alta)"
"res_locality_mx_cmx_13","base.mx","base.state_mx_df","13","Ciudad de México (Tláhuac)"
"res_locality_mx_cmx_14","base.mx","base.state_mx_df","14","Ciudad de México (Tlalpan)"
"res_locality_mx_cmx_15","base.mx","base.state_mx_df","15","Ciudad de México (Venustiano Carranza)"
"res_locality_mx_cmx_16","base.mx","base.state_mx_df","16","Ciudad de México (Xochimilco)"
"res_locality_mx_dur_01","base.mx","base.state_mx_dgo","01","Victoria de Durango"
"res_locality_mx_dur_02","base.mx","base.state_mx_dgo","02","Gómez Palacio"
"res_locality_mx_dur_03","base.mx","base.state_mx_dgo","03","Ciudad Lerdo"
"res_locality_mx_dur_04","base.mx","base.state_mx_dgo","04","Santiago Papasquiaro"
"res_locality_mx_dur_05","base.mx","base.state_mx_dgo","05","Canatlán"
"res_locality_mx_dur_06","base.mx","base.state_mx_dgo","06","San Juan del Río del Centauro del Norte"
"res_locality_mx_dur_07","base.mx","base.state_mx_dgo","07","Peñón Blanco"
"res_locality_mx_dur_08","base.mx","base.state_mx_dgo","08","Francisco I. Madero"
"res_locality_mx_dur_09","base.mx","base.state_mx_dgo","09","Nombre de Dios"
"res_locality_mx_dur_10","base.mx","base.state_mx_dgo","10","Vicente Guerrero"
"res_locality_mx_dur_11","base.mx","base.state_mx_dgo","11","El Salto"
"res_locality_mx_dur_12","base.mx","base.state_mx_dgo","12","Santa María del Oro"
"res_locality_mx_gro_01","base.mx","base.state_mx_gro","01","Acapulco de Juárez"
"res_locality_mx_gro_02","base.mx","base.state_mx_gro","02","Chilpancingo de los Bravo"
"res_locality_mx_gua_01","base.mx","base.state_mx_gto","01","Acámbaro"
"res_locality_mx_gua_02","base.mx","base.state_mx_gto","02","San miguel de Allende"
"res_locality_mx_gua_03","base.mx","base.state_mx_gto","03","Celaya"
"res_locality_mx_gua_04","base.mx","base.state_mx_gto","04","Cortazar"
"res_locality_mx_gua_05","base.mx","base.state_mx_gto","05","Guanajuato"
"res_locality_mx_gua_06","base.mx","base.state_mx_gto","06","Irapuato"
"res_locality_mx_gua_07","base.mx","base.state_mx_gto","07","León de los Aldama"
"res_locality_mx_gua_08","base.mx","base.state_mx_gto","08","Moroleón"
"res_locality_mx_gua_09","base.mx","base.state_mx_gto","09","Salamanca"
"res_locality_mx_gua_10","base.mx","base.state_mx_gto","10","San Francisco del Rincón"
"res_locality_mx_gua_11","base.mx","base.state_mx_gto","11","Silao"
"res_locality_mx_gua_12","base.mx","base.state_mx_gto","12","Jerécuaro"
"res_locality_mx_gua_13","base.mx","base.state_mx_gto","13","Santiago Maravatío"
"res_locality_mx_gua_14","base.mx","base.state_mx_gto","14","Romita"
"res_locality_mx_gua_15","base.mx","base.state_mx_gto","15","Tarandacuao"
"res_locality_mx_gua_16","base.mx","base.state_mx_gto","16","Huanímaro"
"res_locality_mx_gua_17","base.mx","base.state_mx_gto","17","Comonfort"
"res_locality_mx_gua_18","base.mx","base.state_mx_gto","18","Uriangato"
"res_locality_mx_gua_19","base.mx","base.state_mx_gto","19","Pénjamo"
"res_locality_mx_gua_20","base.mx","base.state_mx_gto","20","Cuerámaro"
"res_locality_mx_gua_21","base.mx","base.state_mx_gto","21","Empalme Escobedo (Escobedo)"
"res_locality_mx_gua_22","base.mx","base.state_mx_gto","22","San Luis de la Paz"
"res_locality_mx_gua_23","base.mx","base.state_mx_gto","23","Valle de Santiago"
"res_locality_mx_gua_24","base.mx","base.state_mx_gto","24","Abasolo"
"res_locality_mx_gua_25","base.mx","base.state_mx_gto","25","Rincón de Tamayo"
"res_locality_mx_gua_26","base.mx","base.state_mx_gto","26","Villagrán"
"res_locality_mx_gua_27","base.mx","base.state_mx_gto","27","Yuriria"
"res_locality_mx_gua_28","base.mx","base.state_mx_gto","28","Apaseo el Grande"
"res_locality_mx_gua_29","base.mx","base.state_mx_gto","29","Purísima de Bustos"
"res_locality_mx_gua_30","base.mx","base.state_mx_gto","30","Salvatierra"
"res_locality_mx_gua_31","base.mx","base.state_mx_gto","31","Marfil"
"res_locality_mx_gua_32","base.mx","base.state_mx_gto","32","San José Iturbide"
"res_locality_mx_gua_33","base.mx","base.state_mx_gto","33","Apaseo el Alto"
"res_locality_mx_gua_34","base.mx","base.state_mx_gto","34","Ciudad Manuel Doblado"
"res_locality_mx_gua_35","base.mx","base.state_mx_gto","35","Jaral del Progreso"
"res_locality_mx_gua_36","base.mx","base.state_mx_gto","36","San Diego de la Unión"
"res_locality_mx_gua_37","base.mx","base.state_mx_gto","37","Santa Cruz Juventino Rosas"
"res_locality_mx_gua_38","base.mx","base.state_mx_gto","38","Doctor Mora"
"res_locality_mx_gua_39","base.mx","base.state_mx_gto","39","Dolores Hgo. Cuna de la Indep. Nal."
"res_locality_mx_hid_01","base.mx","base.state_mx_hgo","01","Actopan"
"res_locality_mx_hid_02","base.mx","base.state_mx_hgo","02","Apan"
"res_locality_mx_jal_01","base.mx","base.state_mx_jal","01","Ameca"
"res_locality_mx_jal_02","base.mx","base.state_mx_jal","02","Ciudad Guzmán"
"res_locality_mx_mex_01","base.mx","base.state_mx_mex","01","Ciudad Adolfo López Mateos"
"res_locality_mx_mex_02","base.mx","base.state_mx_mex","02","Chimalhuacán"
"res_locality_mx_mex_03","base.mx","base.state_mx_mex","03","Coacalco de Berriozabal"
"res_locality_mx_mex_04","base.mx","base.state_mx_mex","04","Cuautitlán Izcalli"
"res_locality_mx_mex_05","base.mx","base.state_mx_mex","05","Ecatepec de Morelos"
"res_locality_mx_mex_06","base.mx","base.state_mx_mex","06","Huixquilucan de Degollado"
"res_locality_mx_mex_07","base.mx","base.state_mx_mex","07","Los Reyes Acaquilpan (La Paz)"
"res_locality_mx_mex_08","base.mx","base.state_mx_mex","08","Metepec"
"res_locality_mx_mex_09","base.mx","base.state_mx_mex","09","Naucalpan de Juárez"
"res_locality_mx_mex_10","base.mx","base.state_mx_mex","10","Ciudad Nezahualcoyotl"
"res_locality_mx_mex_11","base.mx","base.state_mx_mex","11","Villa Nicolás Romero"
"res_locality_mx_mex_12","base.mx","base.state_mx_mex","12","Tecamac de Felipe Villanueva"
"res_locality_mx_mex_13","base.mx","base.state_mx_mex","13","Tepotzotlán"
"res_locality_mx_mex_14","base.mx","base.state_mx_mex","14","Tlalnepantla de Baz"
"res_locality_mx_mex_15","base.mx","base.state_mx_mex","15","Santa Maria Tultepec"
"res_locality_mx_mex_16","base.mx","base.state_mx_mex","16","Tultitlán de Mariano Escobedo"
"res_locality_mx_mex_17","base.mx","base.state_mx_mex","17","Cuautitlán"
"res_locality_mx_mex_18","base.mx","base.state_mx_mex","18","Ixtapaluca"
"res_locality_mx_mex_19","base.mx","base.state_mx_mex","19","Texcoco de Mora"
"res_locality_mx_mex_20","base.mx","base.state_mx_mex","20","Toluca de Lerdo"
"res_locality_mx_mex_21","base.mx","base.state_mx_mex","21","Valle de Chalco Solidaridad"
"res_locality_mx_mex_22","base.mx","base.state_mx_mex","22","Tejupilco de Hidalgo"
"res_locality_mx_mex_23","base.mx","base.state_mx_mex","23","Chalco de Díaz Covarrubias"
"res_locality_mx_mex_24","base.mx","base.state_mx_mex","24","Amatepec"
"res_locality_mx_mex_26","base.mx","base.state_mx_mex","26","Melchor Ocampo"
"res_locality_mx_mex_27","base.mx","base.state_mx_mex","27","San Vicente Chicoloapan de Juárez"
"res_locality_mx_mex_28","base.mx","base.state_mx_mex","28","Capulhuac"
"res_locality_mx_mex_29","base.mx","base.state_mx_mex","29","Juchitepec de Mariano Riva Palacio"
"res_locality_mx_mex_30","base.mx","base.state_mx_mex","30","Tequixquiac"
"res_locality_mx_mex_31","base.mx","base.state_mx_mex","31","Xonacatlán"
"res_locality_mx_mex_32","base.mx","base.state_mx_mex","32","San Mateo Atenco"
"res_locality_mx_mex_36","base.mx","base.state_mx_mex","36","Chiconcuac"
"res_locality_mx_mex_39","base.mx","base.state_mx_mex","39","Almoloya de Juárez"
"res_locality_mx_mex_40","base.mx","base.state_mx_mex","40","Ocoyoacac"
"res_locality_mx_mex_41","base.mx","base.state_mx_mex","41","Zumpango"
"res_locality_mx_mic_01","base.mx","base.state_mx_mich","01","Apatzingán de la Constitución"
"res_locality_mx_mic_02","base.mx","base.state_mx_mich","02","Los Reyes de Salgado"
"res_locality_mx_mic_03","base.mx","base.state_mx_mich","03","Ciudad Hidalgo"
"res_locality_mx_mic_04","base.mx","base.state_mx_mich","04","Jacona de Plancarte"
"res_locality_mx_mic_05","base.mx","base.state_mx_mich","05","La piedad de Cabadas"
"res_locality_mx_mic_06","base.mx","base.state_mx_mich","06","Morelia"
"res_locality_mx_mic_07","base.mx","base.state_mx_mich","07","Pátzcuaro"
"res_locality_mx_mic_08","base.mx","base.state_mx_mich","08","Sahuayo de Morelos"
"res_locality_mx_mic_09","base.mx","base.state_mx_mich","09","Uruapan"
"res_locality_mx_mic_10","base.mx","base.state_mx_mich","10","Zacapu"
"res_locality_mx_mic_11","base.mx","base.state_mx_mich","11","Zamora de Hidalgo"
"res_locality_mx_mic_12","base.mx","base.state_mx_mich","12","Heroica Zitácuaro"
"res_locality_mx_mic_13","base.mx","base.state_mx_mich","13","Paracho de Verduzco"
"res_locality_mx_mic_14","base.mx","base.state_mx_mich","14","Tangancícuaro de Arista"
"res_locality_mx_mic_15","base.mx","base.state_mx_mich","15","Maravatío de Ocampo"
"res_locality_mx_mic_16","base.mx","base.state_mx_mich","16","Zinapécuaro de Figueroa"
"res_locality_mx_mic_17","base.mx","base.state_mx_mich","17","Puruándiro"
"res_locality_mx_mic_18","base.mx","base.state_mx_mich","18","Yurécuaro"
"res_locality_mx_mic_19","base.mx","base.state_mx_mich","19","Huetamo de Núñez"
"res_locality_mx_mic_20","base.mx","base.state_mx_mich","20","Tacámbaro de Codallos"
"res_locality_mx_mic_21","base.mx","base.state_mx_mich","21","Ciudad Lázaro Cárdenas"
"res_locality_mx_mic_22","base.mx","base.state_mx_mich","22","Las Guacamayas"
"res_locality_mx_mic_23","base.mx","base.state_mx_mich","23","Jiquilpan de Juárez"
"res_locality_mx_mic_24","base.mx","base.state_mx_mich","24","Tuxpan"
"res_locality_mx_mic_25","base.mx","base.state_mx_mich","25","Cotija de la Paz"
"res_locality_mx_mic_26","base.mx","base.state_mx_mich","26","Nueva Italia de Ruiz"
"res_locality_mx_mic_27","base.mx","base.state_mx_mich","27","Cuitzeo del Porvenir"
"res_locality_mx_mor_01","base.mx","base.state_mx_mor","01","Cuautla (Cuautla de Morelos)"
"res_locality_mx_nay_01","base.mx","base.state_mx_nay","01","Santiago Ixcuintla"
"res_locality_mx_nay_02","base.mx","base.state_mx_nay","02","Tepic"
"res_locality_mx_nay_03","base.mx","base.state_mx_nay","03","Tuxpan"
"res_locality_mx_nay_04","base.mx","base.state_mx_nay","04","Acaponeta"
"res_locality_mx_nay_05","base.mx","base.state_mx_nay","05","Tecuala"
"res_locality_mx_nay_06","base.mx","base.state_mx_nay","06","Compostela"
"res_locality_mx_nay_07","base.mx","base.state_mx_nay","07","Francisco I. Madero (Puga)"
"res_locality_mx_nay_08","base.mx","base.state_mx_nay","08","Villa Hidalgo (El Nuevo)"
"res_locality_mx_nay_09","base.mx","base.state_mx_nay","09","Ruiz"
"res_locality_mx_nay_10","base.mx","base.state_mx_nay","10","San Blas"
"res_locality_mx_nay_11","base.mx","base.state_mx_nay","11","Ixtlán del Río"
"res_locality_mx_nay_12","base.mx","base.state_mx_nay","12","Bucerías"
"res_locality_mx_nay_13","base.mx","base.state_mx_nay","13","Las Varas"
"res_locality_mx_nay_14","base.mx","base.state_mx_nay","14","Xalisco"
"res_locality_mx_nay_15","base.mx","base.state_mx_nay","15","San pedro Lagunillas"
"res_locality_mx_nay_16","base.mx","base.state_mx_nay","16","La peñita de Jaltemba"
"res_locality_mx_nay_17","base.mx","base.state_mx_nay","17","Jala"
"res_locality_mx_nay_18","base.mx","base.state_mx_nay","18","Ahuacatlán"
"res_locality_mx_nle_01","base.mx","base.state_mx_nl","01","Ciudad Apodaca"
"res_locality_mx_nle_02","base.mx","base.state_mx_nl","02","San Pedro Garza García"
"res_locality_mx_oax_01","base.mx","base.state_mx_oax","01","Juchitán (Juchitán de Zaragoza)"
"res_locality_mx_oax_02","base.mx","base.state_mx_oax","02","Oaxaca de Juárez"
"res_locality_mx_pue_01","base.mx","base.state_mx_pue","01","Atlixco"
"res_locality_mx_pue_02","base.mx","base.state_mx_pue","02","Izúcar de Matamoros"
"res_locality_mx_que_01","base.mx","base.state_mx_qro","01","Querétaro"
"res_locality_mx_roo_01","base.mx","base.state_mx_q_roo","01","Cancún"
"res_locality_mx_que_02","base.mx","base.state_mx_qro","02","San Juan del Rio"
"res_locality_mx_roo_02","base.mx","base.state_mx_q_roo","02","Cozumel"
"res_locality_mx_roo_03","base.mx","base.state_mx_q_roo","03","Felipe Carrillo Puerto"
"res_locality_mx_roo_04","base.mx","base.state_mx_q_roo","04","Chetumal"
"res_locality_mx_roo_05","base.mx","base.state_mx_q_roo","05","Playa del Carmen"
"res_locality_mx_roo_06","base.mx","base.state_mx_q_roo","06","Kantunilkín"
"res_locality_mx_roo_07","base.mx","base.state_mx_q_roo","07","Isla Mujeres"
"res_locality_mx_roo_08","base.mx","base.state_mx_q_roo","08","Bacalar"
"res_locality_mx_sin_01","base.mx","base.state_mx_sin","01","Los Mochis"
"res_locality_mx_sin_02","base.mx","base.state_mx_sin","02","Culiacán Rosales"
"res_locality_mx_sin_03","base.mx","base.state_mx_sin","03","Escuinapa de Hidalgo"
"res_locality_mx_sin_04","base.mx","base.state_mx_sin","04","Guasave"
"res_locality_mx_sin_05","base.mx","base.state_mx_sin","05","Mazatlán"
"res_locality_mx_sin_06","base.mx","base.state_mx_sin","06","Guamúchil"
"res_locality_mx_sin_07","base.mx","base.state_mx_sin","07","Navolato"
"res_locality_mx_sin_08","base.mx","base.state_mx_sin","08","Quila"
"res_locality_mx_sin_09","base.mx","base.state_mx_sin","09","Ahome"
"res_locality_mx_sin_10","base.mx","base.state_mx_sin","10","Higuera de Zaragoza"
"res_locality_mx_sin_11","base.mx","base.state_mx_sin","11","Choix"
"res_locality_mx_sin_12","base.mx","base.state_mx_sin","12","Villa Unión"
"res_locality_mx_sin_13","base.mx","base.state_mx_sin","13","Sinaloa de Leyva"
"res_locality_mx_sin_14","base.mx","base.state_mx_sin","14","Mocorito"
"res_locality_mx_sin_15","base.mx","base.state_mx_sin","15","Angostura"
"res_locality_mx_sin_16","base.mx","base.state_mx_sin","16","San Blas"
"res_locality_mx_sin_17","base.mx","base.state_mx_sin","17","La Cruz"
"res_locality_mx_sin_18","base.mx","base.state_mx_sin","18","El rosario"
"res_locality_mx_sin_19","base.mx","base.state_mx_sin","19","Estación Naranjo"
"res_locality_mx_sin_20","base.mx","base.state_mx_sin","20","Aguaruto"
"res_locality_mx_sin_21","base.mx","base.state_mx_sin","21","Cosalá"
"res_locality_mx_sin_22","base.mx","base.state_mx_sin","22","San Ignacio"
"res_locality_mx_sin_23","base.mx","base.state_mx_sin","23","Topolobampo"
"res_locality_mx_sin_24","base.mx","base.state_mx_sin","24","Lic. Benito Juárez (Campo Gobierno)"
"res_locality_mx_slp_01","base.mx","base.state_mx_slp","01","Ciudad Valles"
"res_locality_mx_son_01","base.mx","base.state_mx_son","01","San Luis Río Colorado"
"res_locality_mx_tab_01","base.mx","base.state_mx_tab","01","Cárdenas"
"res_locality_mx_tab_02","base.mx","base.state_mx_tab","02","Villahermosa"
"res_locality_mx_tab_03","base.mx","base.state_mx_tab","03","Comalcalco"
"res_locality_mx_tab_04","base.mx","base.state_mx_tab","04","Emiliano Zapata"
"res_locality_mx_tab_05","base.mx","base.state_mx_tab","05","Jalpa de Méndez"
"res_locality_mx_tab_07","base.mx","base.state_mx_tab","07","Macuspana"
"res_locality_mx_tab_08","base.mx","base.state_mx_tab","08","Tenosique de Pino Suárez"
"res_locality_mx_tab_09","base.mx","base.state_mx_tab","09","Teapa"
"res_locality_mx_tab_10","base.mx","base.state_mx_tab","10","Paraíso"
"res_locality_mx_tab_11","base.mx","base.state_mx_tab","11","Frontera"
"res_locality_mx_tab_12","base.mx","base.state_mx_tab","12","Cunduacán"
"res_locality_mx_tab_13","base.mx","base.state_mx_tab","13","Huimanguillo"
"res_locality_mx_tam_01","base.mx","base.state_mx_tamps","01","Altamira"
"res_locality_mx_tla_01","base.mx","base.state_mx_tlax","01","Apizaco"
"res_locality_mx_tla_02","base.mx","base.state_mx_tlax","02","Villa Vicente Guerrero"
"res_locality_mx_tla_03","base.mx","base.state_mx_tlax","03","Tlaxcala (Tlaxcala de Xicotencatl)"
"res_locality_mx_tla_04","base.mx","base.state_mx_tlax","04","Huamantla"
"res_locality_mx_tla_05","base.mx","base.state_mx_tlax","05","Calpulalpan"
"res_locality_mx_tla_06","base.mx","base.state_mx_tlax","06","Chiautempan"
"res_locality_mx_ver_01","base.mx","base.state_mx_ver","01","Acayucan"
"res_locality_mx_ver_02","base.mx","base.state_mx_ver","02","Naranjos"
"res_locality_mx_ver_03","base.mx","base.state_mx_ver","03","Boca del RÍo"
"res_locality_mx_ver_04","base.mx","base.state_mx_ver","04","Coatepec"
"res_locality_mx_ver_05","base.mx","base.state_mx_ver","05","Agua dulce"
"res_locality_mx_ver_06","base.mx","base.state_mx_ver","06","Coatzacoalcos"
"res_locality_mx_ver_07","base.mx","base.state_mx_ver","07","Córdoba"
"res_locality_mx_ver_08","base.mx","base.state_mx_ver","08","Tres Valles"
"res_locality_mx_ver_09","base.mx","base.state_mx_ver","09","Jáltipan de Morelos"
"res_locality_mx_ver_10","base.mx","base.state_mx_ver","10","Xalapa-Enríquez"
"res_locality_mx_ver_11","base.mx","base.state_mx_ver","11","Minatitlán"
"res_locality_mx_ver_12","base.mx","base.state_mx_ver","12","Orizaba"
"res_locality_mx_ver_13","base.mx","base.state_mx_ver","13","Papantla de Olarte"
"res_locality_mx_ver_14","base.mx","base.state_mx_ver","14","Poza Rica de Hidalgo"
"res_locality_mx_ver_15","base.mx","base.state_mx_ver","15","San Andrés Tuxtla"
"res_locality_mx_ver_16","base.mx","base.state_mx_ver","16","Túxpam de Rodríguez Cano"
"res_locality_mx_ver_17","base.mx","base.state_mx_ver","17","Veracruz"
"res_locality_mx_ver_18","base.mx","base.state_mx_ver","18","Tierra Blanca"
"res_locality_mx_ver_19","base.mx","base.state_mx_ver","19","Cosamaloapan"
"res_locality_mx_ver_20","base.mx","base.state_mx_ver","20","Carlos A. Carrillo"
"res_locality_mx_ver_21","base.mx","base.state_mx_ver","21","Pánuco"
"res_locality_mx_ver_22","base.mx","base.state_mx_ver","22","Tampico Alto"
"res_locality_mx_ver_23","base.mx","base.state_mx_ver","23","Tempoal de Sánchez"
"res_locality_mx_ver_24","base.mx","base.state_mx_ver","24","Tantoyuca"
"res_locality_mx_ver_25","base.mx","base.state_mx_ver","25","Gutiérrez Zamora"
"res_locality_mx_ver_26","base.mx","base.state_mx_ver","26","Platón Sánchez"
"res_locality_mx_ver_27","base.mx","base.state_mx_ver","27","Juan Rodríguez Clara"
"res_locality_mx_ver_28","base.mx","base.state_mx_ver","28","Huatusco de Chicuellar"
"res_locality_mx_ver_29","base.mx","base.state_mx_ver","29","Ixtaczoquitlán"
"res_locality_mx_ver_30","base.mx","base.state_mx_ver","30","Río Blanco"
"res_locality_mx_ver_31","base.mx","base.state_mx_ver","31","Isla"
"res_locality_mx_ver_32","base.mx","base.state_mx_ver","32","Cuitláhuac"
"res_locality_mx_ver_33","base.mx","base.state_mx_ver","33","Fortín de las Flores"
"res_locality_mx_ver_34","base.mx","base.state_mx_ver","34","Alvarado"
"res_locality_mx_ver_35","base.mx","base.state_mx_ver","35","José Cardel"
"res_locality_mx_ver_36","base.mx","base.state_mx_ver","36","Banderilla"
"res_locality_mx_ver_37","base.mx","base.state_mx_ver","37","Paraje Nuevo"
"res_locality_mx_ver_38","base.mx","base.state_mx_ver","38","Playa Vicente"
"res_locality_mx_ver_39","base.mx","base.state_mx_ver","39","Altotonga"
"res_locality_mx_ver_40","base.mx","base.state_mx_ver","40","Juan Díaz Covarrubias"
"res_locality_mx_ver_41","base.mx","base.state_mx_ver","41","Cuichapa"
"res_locality_mx_ver_42","base.mx","base.state_mx_ver","42","Santiago Tuxtla"
"res_locality_mx_ver_43","base.mx","base.state_mx_ver","43","Huayacocotla"
"res_locality_mx_ver_44","base.mx","base.state_mx_ver","44","Paso de Ovejas"
"res_locality_mx_ver_45","base.mx","base.state_mx_ver","45","Catemaco"
"res_locality_mx_ver_46","base.mx","base.state_mx_ver","46","Nogales"
"res_locality_mx_ver_47","base.mx","base.state_mx_ver","47","Las Choapas"
"res_locality_mx_ver_48","base.mx","base.state_mx_ver","48","General Miguel Alemán (Potrero Nuevo)"
"res_locality_mx_ver_49","base.mx","base.state_mx_ver","49","Coatzintla"
"res_locality_mx_ver_50","base.mx","base.state_mx_ver","50","Ángel R. Cabada"
"res_locality_mx_ver_51","base.mx","base.state_mx_ver","51","San Rafael"
"res_locality_mx_ver_52","base.mx","base.state_mx_ver","52","Tlacojalpan"
"res_locality_mx_ver_53","base.mx","base.state_mx_ver","53","Cosoleacaque"
"res_locality_mx_ver_54","base.mx","base.state_mx_ver","54","Lerdo de Tejada"
"res_locality_mx_ver_55","base.mx","base.state_mx_ver","55","Tihuatlán"
"res_locality_mx_ver_56","base.mx","base.state_mx_ver","56","Atoyac"
"res_locality_mx_ver_57","base.mx","base.state_mx_ver","57","Huiloapan de Cuauhtémoc"
"res_locality_mx_ver_58","base.mx","base.state_mx_ver","58","Cazones de Herrera"
"res_locality_mx_ver_59","base.mx","base.state_mx_ver","59","Yecuatla"
"res_locality_mx_ver_60","base.mx","base.state_mx_ver","60","Soledad de Doblado"
"res_locality_mx_ver_61","base.mx","base.state_mx_ver","61","Cerro Azul"
"res_locality_mx_ver_62","base.mx","base.state_mx_ver","62","Tezonapa"
"res_locality_mx_ver_66","base.mx","base.state_mx_ver","66","Sihuapan"
"res_locality_mx_ver_67","base.mx","base.state_mx_ver","67","El Higo"
"res_locality_mx_ver_68","base.mx","base.state_mx_ver","68","Paso del Macho"
"res_locality_mx_ver_69","base.mx","base.state_mx_ver","69","Tlapacoyan"
"res_locality_mx_yuc_01","base.mx","base.state_mx_yuc","01","Mérida"
"res_locality_mx_zac_01","base.mx","base.state_mx_zac","01","Fresnillo"
"res_locality_mx_zac_02","base.mx","base.state_mx_zac","02","Jerez de García Salinas"
"res_locality_mx_zac_03","base.mx","base.state_mx_zac","03","Zacatecas"
"res_locality_mx_zac_04","base.mx","base.state_mx_zac","04","Guadalupe"
"res_locality_mx_zac_05","base.mx","base.state_mx_zac","05","Río Grande"
"res_locality_mx_zac_06","base.mx","base.state_mx_zac","06","Ciudad Cuauhtémoc"
"res_locality_mx_zac_07","base.mx","base.state_mx_zac","07","Ojocaliente"
"res_locality_mx_zac_08","base.mx","base.state_mx_zac","08","Villa Hidalgo"
"res_locality_mx_zac_09","base.mx","base.state_mx_zac","09","Villanueva"
"res_locality_mx_zac_10","base.mx","base.state_mx_zac","10","Villa de Cos"
"res_locality_mx_zac_11","base.mx","base.state_mx_zac","11","Nochistlán de Mejía"
"res_locality_mx_zac_12","base.mx","base.state_mx_zac","12","Víctor Rosales"
"res_locality_mx_zac_13","base.mx","base.state_mx_zac","13","Valparaíso"
"res_locality_mx_zac_14","base.mx","base.state_mx_zac","14","Luis Moya"
"res_locality_mx_zac_15","base.mx","base.state_mx_zac","15","Moyahua de Estrada"
"res_locality_mx_zac_16","base.mx","base.state_mx_zac","16","Sombrerete"
"res_locality_mx_zac_17","base.mx","base.state_mx_zac","17","Jalpa"
"res_locality_mx_zac_18","base.mx","base.state_mx_zac","18","Loreto"
"res_locality_mx_zac_19","base.mx","base.state_mx_zac","19","Juan Aldama"
