id,country_id:id,name,code
state_in_an,base.in,Andaman and Nicobar,AN
state_in_ap,base.in,Andhra Pradesh,AP
state_in_ar,base.in,Arunachal Pradesh,AR
state_in_as,base.in,Assam,AS
state_in_br,base.in,Bihar,BR
state_in_ch,base.in,Chandigarh,CH
state_in_cg,base.in,Chattisgarh,CG
state_in_dn,base.in,Dadra and Nagar Haveli,DN
state_in_dd,base.in,Daman and Diu,DD
state_in_dl,base.in,Delhi,DL
state_in_ga,base.in,Goa,GA
state_in_gj,base.in,Gujarat,GJ
state_in_hr,base.in,Haryana,HR
state_in_hp,base.in,Himachal Pradesh,HP
state_in_jk,base.in,Jammu and Kashmir,JK
state_in_jh,base.in,Jharkhand,JH
state_in_ka,base.in,Karnataka,KA
state_in_kl,base.in,Kerala,KL
state_in_ld,base.in,Lakshadweep,LD
state_in_mp,base.in,Madhya Pradesh,MP
state_in_mh,base.in,Maharashtra,MH
state_in_mn,base.in,Manipur,MN
state_in_ml,base.in,Meghalaya,ML
state_in_mz,base.in,Mizoram,MZ
state_in_nl,base.in,Nagaland,NL
state_in_or,base.in,Orissa,OR
state_in_py,base.in,Puducherry,PY
state_in_pb,base.in,Punjab,PB
state_in_rj,base.in,Rajasthan,RJ
state_in_sk,base.in,Sikkim,SK
state_in_tn,base.in,Tamil Nadu,TN
state_in_ts,base.in,Telangana,TS
state_in_tr,base.in,Tripura,TR
state_in_up,base.in,Uttar Pradesh,UP
state_in_uk,base.in,Uttarakhand,UK
state_in_wb,base.in,West Bengal,WB
