"id","name","country_id","name@cs"
"tax_group_vat_21","VAT 21%","base.cz","DPH 21%"
"tax_group_vat_15","VAT 15%","base.cz","DPH 15%"
"tax_group_vat_12","VAT 12%","base.cz","DPH 12%"
"tax_group_vat_0","VAT 0%","base.cz","DPH 0%"
