"id","country_id:id","state_id:id","name","name@pt"
"city_br_1609","base.br","base.state_br_pr","Contenda","Contenda"
"city_br_1610","base.br","base.state_br_ba","Contendas do Sincorá","Contendas do Sincorá"
"city_br_1611","base.br","base.state_br_mg","Coqueiral","Coqueiral"
"city_br_1612","base.br","base.state_br_rs","Coqueiro Baixo","Coqueiro Baixo"
"city_br_1613","base.br","base.state_br_al","Coqueiro Seco","Coqueiro Seco"
"city_br_1614","base.br","base.state_br_rs","Coqueiros do Sul","Coqueiros do Sul"
"city_br_1615","base.br","base.state_br_mg","Coração de Jesus","Coração de Jesus"
"city_br_1616","base.br","base.state_br_ba","Coração de Maria","Coração de Maria"
"city_br_1617","base.br","base.state_br_pr","Corbélia","Corbélia"
"city_br_1618","base.br","base.state_br_rj","Cordeiro","Cordeiro"
"city_br_1619","base.br","base.state_br_sp","Cordeirópolis","Cordeirópolis"
"city_br_1620","base.br","base.state_br_ba","Cordeiros","Cordeiros"
"city_br_1621","base.br","base.state_br_sc","Cordilheira Alta","Cordilheira Alta"
"city_br_1622","base.br","base.state_br_mg","Cordisburgo","Cordisburgo"
"city_br_1623","base.br","base.state_br_mg","Cordislândia","Cordislândia"
"city_br_1624","base.br","base.state_br_ce","Coreaú","Coreaú"
"city_br_1625","base.br","base.state_br_pb","Coremas","Coremas"
"city_br_1626","base.br","base.state_br_ms","Corguinho","Corguinho"
"city_br_1627","base.br","base.state_br_ba","Coribe","Coribe"
"city_br_1628","base.br","base.state_br_mg","Corinto","Corinto"
"city_br_1629","base.br","base.state_br_pr","Cornélio Procópio","Cornélio Procópio"
"city_br_1630","base.br","base.state_br_mg","Coroaci","Coroaci"
"city_br_1631","base.br","base.state_br_sp","Coroados","Coroados"
"city_br_1632","base.br","base.state_br_ma","Coroatá","Coroatá"
"city_br_1633","base.br","base.state_br_mg","Coromandel","Coromandel"
"city_br_1634","base.br","base.state_br_rs","Coronel Barros","Coronel Barros"
"city_br_1635","base.br","base.state_br_rs","Coronel Bicaco","Coronel Bicaco"
"city_br_1636","base.br","base.state_br_pr","Coronel Domingos Soares","Coronel Domingos Soares"
"city_br_1637","base.br","base.state_br_rn","Coronel Ezequiel","Coronel Ezequiel"
"city_br_1638","base.br","base.state_br_sc","Coronel Freitas","Coronel Freitas"
"city_br_1639","base.br","base.state_br_rn","Coronel João Pessoa","Coronel João Pessoa"
"city_br_1640","base.br","base.state_br_ba","Coronel João Sá","Coronel João Sá"
"city_br_1641","base.br","base.state_br_pi","Coronel José Dias","Coronel José Dias"
"city_br_1642","base.br","base.state_br_sp","Coronel Macedo","Coronel Macedo"
"city_br_1643","base.br","base.state_br_sc","Coronel Martins","Coronel Martins"
"city_br_1644","base.br","base.state_br_mg","Coronel Murta","Coronel Murta"
"city_br_1645","base.br","base.state_br_mg","Coronel Pacheco","Coronel Pacheco"
"city_br_1646","base.br","base.state_br_rs","Coronel Pilar","Coronel Pilar"
"city_br_1647","base.br","base.state_br_ms","Coronel Sapucaia","Coronel Sapucaia"
"city_br_1648","base.br","base.state_br_pr","Coronel Vivida","Coronel Vivida"
"city_br_1649","base.br","base.state_br_mg","Coronel Xavier Chaves","Coronel Xavier Chaves"
"city_br_1650","base.br","base.state_br_mg","Córrego Danta","Córrego Danta"
"city_br_1651","base.br","base.state_br_mg","Córrego do Bom Jesus","Córrego do Bom Jesus"
"city_br_1652","base.br","base.state_br_go","Córrego do Ouro","Córrego do Ouro"
"city_br_1653","base.br","base.state_br_mg","Córrego Fundo","Córrego Fundo"
"city_br_1654","base.br","base.state_br_mg","Córrego Novo","Córrego Novo"
"city_br_1655","base.br","base.state_br_sc","Correia Pinto","Correia Pinto"
"city_br_1656","base.br","base.state_br_pi","Corrente","Corrente"
"city_br_1657","base.br","base.state_br_pe","Correntes","Correntes"
"city_br_1658","base.br","base.state_br_ba","Correntina","Correntina"
"city_br_1659","base.br","base.state_br_pe","Cortês","Cortês"
"city_br_1660","base.br","base.state_br_ms","Corumbá","Corumbá"
"city_br_1661","base.br","base.state_br_go","Corumbá de Goiás","Corumbá de Goiás"
"city_br_1662","base.br","base.state_br_go","Corumbaíba","Corumbaíba"
"city_br_1663","base.br","base.state_br_sp","Corumbataí","Corumbataí"
"city_br_1664","base.br","base.state_br_pr","Corumbataí do Sul","Corumbataí do Sul"
"city_br_1665","base.br","base.state_br_ro","Corumbiara","Corumbiara"
"city_br_1666","base.br","base.state_br_sc","Corupá","Corupá"
"city_br_1667","base.br","base.state_br_al","Coruripe","Coruripe"
"city_br_1668","base.br","base.state_br_sp","Cosmópolis","Cosmópolis"
"city_br_1669","base.br","base.state_br_sp","Cosmorama","Cosmorama"
"city_br_1670","base.br","base.state_br_ro","Costa Marques","Costa Marques"
"city_br_1671","base.br","base.state_br_ms","Costa Rica","Costa Rica"
"city_br_1672","base.br","base.state_br_ba","Cotegipe","Cotegipe"
"city_br_1673","base.br","base.state_br_rs","Cotiporã","Cotiporã"
"city_br_1674","base.br","base.state_br_mt","Cotriguaçu","Cotriguaçu"
"city_br_1675","base.br","base.state_br_mg","Couto de Magalhães de Minas","Couto de Magalhães de Minas"
"city_br_1676","base.br","base.state_br_to","Couto Magalhães","Couto Magalhães"
"city_br_1677","base.br","base.state_br_rs","Coxilha","Coxilha"
"city_br_1678","base.br","base.state_br_ms","Coxim","Coxim"
"city_br_1679","base.br","base.state_br_pb","Coxixola","Coxixola"
"city_br_1680","base.br","base.state_br_al","Craíbas","Craíbas"
"city_br_1681","base.br","base.state_br_ce","Crateús","Crateús"
"city_br_1682","base.br","base.state_br_sp","Cravinhos","Cravinhos"
"city_br_1683","base.br","base.state_br_ba","Cravolândia","Cravolândia"
"city_br_1684","base.br","base.state_br_mg","Crisólita","Crisólita"
"city_br_1685","base.br","base.state_br_ba","Crisópolis","Crisópolis"
"city_br_1686","base.br","base.state_br_rs","Crissiumal","Crissiumal"
"city_br_1687","base.br","base.state_br_mg","Cristais","Cristais"
"city_br_1688","base.br","base.state_br_sp","Cristais Paulista","Cristais Paulista"
"city_br_1689","base.br","base.state_br_rs","Cristal","Cristal"
"city_br_1690","base.br","base.state_br_rs","Cristal do Sul","Cristal do Sul"
"city_br_1691","base.br","base.state_br_to","Cristalândia","Cristalândia"
"city_br_1692","base.br","base.state_br_pi","Cristalândia do Piauí","Cristalândia do Piauí"
"city_br_1693","base.br","base.state_br_mg","Cristália","Cristália"
"city_br_1694","base.br","base.state_br_go","Cristalina","Cristalina"
"city_br_1695","base.br","base.state_br_mg","Cristiano Otoni","Cristiano Otoni"
"city_br_1696","base.br","base.state_br_go","Cristianópolis","Cristianópolis"
"city_br_1697","base.br","base.state_br_mg","Cristina","Cristina"
"city_br_1698","base.br","base.state_br_se","Cristinápolis","Cristinápolis"
"city_br_1699","base.br","base.state_br_pi","Cristino Castro","Cristino Castro"
"city_br_1700","base.br","base.state_br_ba","Cristópolis","Cristópolis"
"city_br_1701","base.br","base.state_br_go","Crixás","Crixás"
"city_br_1702","base.br","base.state_br_to","Crixás do Tocantins","Crixás do Tocantins"
"city_br_1703","base.br","base.state_br_ce","Croatá","Croatá"
"city_br_1704","base.br","base.state_br_go","Cromínia","Cromínia"
"city_br_1705","base.br","base.state_br_mg","Crucilândia","Crucilândia"
"city_br_1706","base.br","base.state_br_ce","Cruz","Cruz"
"city_br_1707","base.br","base.state_br_rs","Cruz Alta","Cruz Alta"
"city_br_1708","base.br","base.state_br_ba","Cruz das Almas","Cruz das Almas"
"city_br_1709","base.br","base.state_br_pb","Cruz do Espírito Santo","Cruz do Espírito Santo"
"city_br_1710","base.br","base.state_br_pr","Cruz Machado","Cruz Machado"
"city_br_1711","base.br","base.state_br_sp","Cruzália","Cruzália"
"city_br_1712","base.br","base.state_br_rs","Cruzaltense","Cruzaltense"
"city_br_1713","base.br","base.state_br_sp","Cruzeiro","Cruzeiro"
"city_br_1714","base.br","base.state_br_mg","Cruzeiro da Fortaleza","Cruzeiro da Fortaleza"
"city_br_1715","base.br","base.state_br_pr","Cruzeiro do Iguaçu","Cruzeiro do Iguaçu"
"city_br_1716","base.br","base.state_br_pr","Cruzeiro do Oeste","Cruzeiro do Oeste"
"city_br_1717","base.br","base.state_br_ac","Cruzeiro do Sul","Cruzeiro do Sul"
"city_br_1718","base.br","base.state_br_pr","Cruzeiro do Sul","Cruzeiro do Sul"
"city_br_1719","base.br","base.state_br_rs","Cruzeiro do Sul","Cruzeiro do Sul"
"city_br_1720","base.br","base.state_br_rn","Cruzeta","Cruzeta"
"city_br_1721","base.br","base.state_br_mg","Cruzília","Cruzília"
"city_br_1722","base.br","base.state_br_pr","Cruzmaltina","Cruzmaltina"
"city_br_1723","base.br","base.state_br_pb","Cubati","Cubati"
"city_br_1724","base.br","base.state_br_pb","Cuité","Cuité"
"city_br_1725","base.br","base.state_br_pb","Cuité de Mamanguape","Cuité de Mamanguape"
"city_br_1726","base.br","base.state_br_pb","Cuitegi","Cuitegi"
"city_br_1727","base.br","base.state_br_ro","Cujubim","Cujubim"
"city_br_1728","base.br","base.state_br_go","Cumari","Cumari"
"city_br_1729","base.br","base.state_br_pe","Cumaru","Cumaru"
"city_br_1730","base.br","base.state_br_pa","Cumaru do Norte","Cumaru do Norte"
"city_br_1731","base.br","base.state_br_se","Cumbe","Cumbe"
"city_br_1732","base.br","base.state_br_sp","Cunha","Cunha"
"city_br_1733","base.br","base.state_br_sc","Cunha Porã","Cunha Porã"
"city_br_1734","base.br","base.state_br_sc","Cunhataí","Cunhataí"
"city_br_1735","base.br","base.state_br_mg","Cuparaque","Cuparaque"
"city_br_1736","base.br","base.state_br_pe","Cupira","Cupira"
"city_br_1737","base.br","base.state_br_ba","Curaçá","Curaçá"
"city_br_1738","base.br","base.state_br_pi","Curimatá","Curimatá"
"city_br_1739","base.br","base.state_br_pa","Curionópolis","Curionópolis"
"city_br_1740","base.br","base.state_br_sc","Curitibanos","Curitibanos"
"city_br_1741","base.br","base.state_br_pr","Curiúva","Curiúva"
"city_br_1742","base.br","base.state_br_pi","Currais","Currais"
"city_br_1743","base.br","base.state_br_rn","Currais Novos","Currais Novos"
"city_br_1744","base.br","base.state_br_pb","Curral de Cima","Curral de Cima"
"city_br_1745","base.br","base.state_br_mg","Curral de Dentro","Curral de Dentro"
"city_br_1746","base.br","base.state_br_pi","Curral Novo do Piauí","Curral Novo do Piauí"
"city_br_1747","base.br","base.state_br_pb","Curral Velho","Curral Velho"
"city_br_1748","base.br","base.state_br_pa","Curralinho","Curralinho"
"city_br_1749","base.br","base.state_br_pi","Curralinhos","Curralinhos"
"city_br_1750","base.br","base.state_br_pa","Curuá","Curuá"
"city_br_1751","base.br","base.state_br_pa","Curuçá","Curuçá"
"city_br_1752","base.br","base.state_br_ma","Cururupu","Cururupu"
"city_br_1753","base.br","base.state_br_mt","Curvelândia","Curvelândia"
"city_br_1754","base.br","base.state_br_mg","Curvelo","Curvelo"
"city_br_1755","base.br","base.state_br_pe","Custódia","Custódia"
"city_br_1756","base.br","base.state_br_ap","Cutias","Cutias"
"city_br_1757","base.br","base.state_br_go","Damianópolis","Damianópolis"
"city_br_1758","base.br","base.state_br_pb","Damião","Damião"
"city_br_1759","base.br","base.state_br_go","Damolândia","Damolândia"
"city_br_1760","base.br","base.state_br_to","Darcinópolis","Darcinópolis"
"city_br_1761","base.br","base.state_br_ba","Dário Meira","Dário Meira"
"city_br_1762","base.br","base.state_br_mg","Datas","Datas"
"city_br_1763","base.br","base.state_br_rs","David Canabarro","David Canabarro"
"city_br_1764","base.br","base.state_br_go","Davinópolis","Davinópolis"
"city_br_1765","base.br","base.state_br_ma","Davinópolis","Davinópolis"
"city_br_1766","base.br","base.state_br_mg","Delfim Moreira","Delfim Moreira"
"city_br_1767","base.br","base.state_br_mg","Delfinópolis","Delfinópolis"
"city_br_1768","base.br","base.state_br_al","Delmiro Gouveia","Delmiro Gouveia"
"city_br_1769","base.br","base.state_br_mg","Delta","Delta"
"city_br_1770","base.br","base.state_br_pi","Demerval Lobão","Demerval Lobão"
"city_br_1771","base.br","base.state_br_mt","Denise","Denise"
"city_br_1772","base.br","base.state_br_ms","Deodápolis","Deodápolis"
"city_br_1773","base.br","base.state_br_ce","Deputado Irapuan Pinheiro","Deputado Irapuan Pinheiro"
"city_br_1774","base.br","base.state_br_rs","Derrubadas","Derrubadas"
"city_br_1775","base.br","base.state_br_sp","Descalvado","Descalvado"
"city_br_1776","base.br","base.state_br_sc","Descanso","Descanso"
"city_br_1777","base.br","base.state_br_mg","Descoberto","Descoberto"
"city_br_1778","base.br","base.state_br_pb","Desterro","Desterro"
"city_br_1779","base.br","base.state_br_mg","Desterro de Entre Rios","Desterro de Entre Rios"
"city_br_1780","base.br","base.state_br_mg","Desterro do Melo","Desterro do Melo"
"city_br_1781","base.br","base.state_br_rs","Dezesseis de Novembro","Dezesseis de Novembro"
"city_br_1782","base.br","base.state_br_pb","Diamante","Diamante"
"city_br_1783","base.br","base.state_br_pr","Diamante D'Oeste","Diamante D'Oeste"
"city_br_1784","base.br","base.state_br_pr","Diamante do Norte","Diamante do Norte"
"city_br_1785","base.br","base.state_br_pr","Diamante do Sul","Diamante do Sul"
"city_br_1786","base.br","base.state_br_mg","Diamantina","Diamantina"
"city_br_1787","base.br","base.state_br_mt","Diamantino","Diamantino"
"city_br_1788","base.br","base.state_br_to","Dianópolis","Dianópolis"
"city_br_1789","base.br","base.state_br_ba","Dias d'Ávila","Dias d'Ávila"
"city_br_1790","base.br","base.state_br_rs","Dilermando de Aguiar","Dilermando de Aguiar"
"city_br_1791","base.br","base.state_br_mg","Diogo de Vasconcelos","Diogo de Vasconcelos"
"city_br_1792","base.br","base.state_br_mg","Dionísio","Dionísio"
"city_br_1793","base.br","base.state_br_sc","Dionísio Cerqueira","Dionísio Cerqueira"
"city_br_1794","base.br","base.state_br_go","Diorama","Diorama"
"city_br_1795","base.br","base.state_br_sp","Dirce Reis","Dirce Reis"
"city_br_1796","base.br","base.state_br_pi","Dirceu Arcoverde","Dirceu Arcoverde"
"city_br_1797","base.br","base.state_br_se","Divina Pastora","Divina Pastora"
"city_br_1798","base.br","base.state_br_mg","Divinésia","Divinésia"
"city_br_1799","base.br","base.state_br_mg","Divino","Divino"
"city_br_1800","base.br","base.state_br_mg","Divino das Laranjeiras","Divino das Laranjeiras"
"city_br_1801","base.br","base.state_br_es","Divino de São Lourenço","Divino de São Lourenço"
"city_br_1802","base.br","base.state_br_sp","Divinolândia","Divinolândia"
"city_br_1803","base.br","base.state_br_mg","Divinolândia de Minas","Divinolândia de Minas"
"city_br_1804","base.br","base.state_br_go","Divinópolis de Goiás","Divinópolis de Goiás"
"city_br_1805","base.br","base.state_br_to","Divinópolis do Tocantins","Divinópolis do Tocantins"
"city_br_1806","base.br","base.state_br_mg","Divisa Alegre","Divisa Alegre"
"city_br_1807","base.br","base.state_br_mg","Divisa Nova","Divisa Nova"
"city_br_1808","base.br","base.state_br_mg","Divisópolis","Divisópolis"
"city_br_1809","base.br","base.state_br_sp","Dobrada","Dobrada"
"city_br_1810","base.br","base.state_br_sp","Dois Córregos","Dois Córregos"
"city_br_1811","base.br","base.state_br_rs","Dois Irmãos","Dois Irmãos"
"city_br_1812","base.br","base.state_br_rs","Dois Irmãos das Missões","Dois Irmãos das Missões"
"city_br_1813","base.br","base.state_br_ms","Dois Irmãos do Buriti","Dois Irmãos do Buriti"
"city_br_1814","base.br","base.state_br_to","Dois Irmãos do Tocantins","Dois Irmãos do Tocantins"
"city_br_1815","base.br","base.state_br_rs","Dois Lajeados","Dois Lajeados"
"city_br_1816","base.br","base.state_br_al","Dois Riachos","Dois Riachos"
"city_br_1817","base.br","base.state_br_pr","Dois Vizinhos","Dois Vizinhos"
"city_br_1818","base.br","base.state_br_sp","Dolcinópolis","Dolcinópolis"
"city_br_1819","base.br","base.state_br_mt","Dom Aquino","Dom Aquino"
"city_br_1820","base.br","base.state_br_ba","Dom Basílio","Dom Basílio"
"city_br_1821","base.br","base.state_br_mg","Dom Bosco","Dom Bosco"
"city_br_1822","base.br","base.state_br_mg","Dom Cavati","Dom Cavati"
"city_br_1823","base.br","base.state_br_pa","Dom Eliseu","Dom Eliseu"
"city_br_1824","base.br","base.state_br_pi","Dom Expedito Lopes","Dom Expedito Lopes"
"city_br_1825","base.br","base.state_br_rs","Dom Feliciano","Dom Feliciano"
"city_br_1826","base.br","base.state_br_pi","Dom Inocêncio","Dom Inocêncio"
"city_br_1827","base.br","base.state_br_mg","Dom Joaquim","Dom Joaquim"
"city_br_1828","base.br","base.state_br_ba","Dom Macedo Costa","Dom Macedo Costa"
"city_br_1829","base.br","base.state_br_rs","Dom Pedrito","Dom Pedrito"
"city_br_1830","base.br","base.state_br_ma","Dom Pedro","Dom Pedro"
"city_br_1831","base.br","base.state_br_rs","Dom Pedro de Alcântara","Dom Pedro de Alcântara"
"city_br_1832","base.br","base.state_br_mg","Dom Silvério","Dom Silvério"
"city_br_1833","base.br","base.state_br_mg","Dom Viçoso","Dom Viçoso"
"city_br_1834","base.br","base.state_br_es","Domingos Martins","Domingos Martins"
"city_br_1835","base.br","base.state_br_pi","Domingos Mourão","Domingos Mourão"
"city_br_1836","base.br","base.state_br_sc","Dona Emma","Dona Emma"
"city_br_1837","base.br","base.state_br_mg","Dona Eusébia","Dona Eusébia"
"city_br_1838","base.br","base.state_br_rs","Dona Francisca","Dona Francisca"
"city_br_1839","base.br","base.state_br_pb","Dona Inês","Dona Inês"
"city_br_1840","base.br","base.state_br_mg","Dores de Campos","Dores de Campos"
"city_br_1841","base.br","base.state_br_mg","Dores de Guanhães","Dores de Guanhães"
"city_br_1842","base.br","base.state_br_mg","Dores do Indaiá","Dores do Indaiá"
"city_br_1843","base.br","base.state_br_es","Dores do Rio Preto","Dores do Rio Preto"
"city_br_1844","base.br","base.state_br_mg","Dores do Turvo","Dores do Turvo"
"city_br_1845","base.br","base.state_br_mg","Doresópolis","Doresópolis"
"city_br_1846","base.br","base.state_br_pe","Dormentes","Dormentes"
"city_br_1847","base.br","base.state_br_ms","Douradina","Douradina"
"city_br_1848","base.br","base.state_br_pr","Douradina","Douradina"
"city_br_1849","base.br","base.state_br_sp","Dourado","Dourado"
"city_br_1850","base.br","base.state_br_mg","Douradoquara","Douradoquara"
"city_br_1851","base.br","base.state_br_pr","Doutor Camargo","Doutor Camargo"
"city_br_1852","base.br","base.state_br_rs","Doutor Maurício Cardoso","Doutor Maurício Cardoso"
"city_br_1853","base.br","base.state_br_sc","Doutor Pedrinho","Doutor Pedrinho"
"city_br_1854","base.br","base.state_br_rs","Doutor Ricardo","Doutor Ricardo"
"city_br_1855","base.br","base.state_br_rn","Doutor Severiano","Doutor Severiano"
"city_br_1856","base.br","base.state_br_pr","Doutor Ulysses","Doutor Ulysses"
"city_br_1857","base.br","base.state_br_go","Doverlândia","Doverlândia"
"city_br_1858","base.br","base.state_br_sp","Dracena","Dracena"
"city_br_1859","base.br","base.state_br_sp","Duartina","Duartina"
"city_br_1860","base.br","base.state_br_rj","Duas Barras","Duas Barras"
"city_br_1861","base.br","base.state_br_pb","Duas Estradas","Duas Estradas"
"city_br_1862","base.br","base.state_br_to","Dueré","Dueré"
"city_br_1863","base.br","base.state_br_sp","Dumont","Dumont"
"city_br_1864","base.br","base.state_br_ma","Duque Bacelar","Duque Bacelar"
"city_br_1865","base.br","base.state_br_mg","Durandé","Durandé"
"city_br_1866","base.br","base.state_br_sp","Echaporã","Echaporã"
"city_br_1867","base.br","base.state_br_es","Ecoporanga","Ecoporanga"
"city_br_1868","base.br","base.state_br_go","Edealina","Edealina"
"city_br_1869","base.br","base.state_br_go","Edéia","Edéia"
"city_br_1870","base.br","base.state_br_am","Eirunepé","Eirunepé"
"city_br_1871","base.br","base.state_br_ms","Eldorado","Eldorado"
"city_br_1872","base.br","base.state_br_sp","Eldorado","Eldorado"
"city_br_1873","base.br","base.state_br_pa","Eldorado do Carajás","Eldorado do Carajás"
"city_br_1874","base.br","base.state_br_rs","Eldorado do Sul","Eldorado do Sul"
"city_br_1875","base.br","base.state_br_pi","Elesbão Veloso","Elesbão Veloso"
"city_br_1876","base.br","base.state_br_sp","Elias Fausto","Elias Fausto"
"city_br_1877","base.br","base.state_br_pi","Eliseu Martins","Eliseu Martins"
"city_br_1878","base.br","base.state_br_sp","Elisiário","Elisiário"
"city_br_1879","base.br","base.state_br_ba","Elísio Medrado","Elísio Medrado"
"city_br_1880","base.br","base.state_br_mg","Elói Mendes","Elói Mendes"
"city_br_1881","base.br","base.state_br_pb","Emas","Emas"
"city_br_1882","base.br","base.state_br_sp","Embaúba","Embaúba"
"city_br_1883","base.br","base.state_br_sp","Embu-Guaçu","Embu-Guaçu"
"city_br_1884","base.br","base.state_br_sp","Emilianópolis","Emilianópolis"
"city_br_1885","base.br","base.state_br_rs","Encantado","Encantado"
"city_br_1886","base.br","base.state_br_rn","Encanto","Encanto"
"city_br_1887","base.br","base.state_br_ba","Encruzilhada","Encruzilhada"
"city_br_1888","base.br","base.state_br_rs","Encruzilhada do Sul","Encruzilhada do Sul"
"city_br_1889","base.br","base.state_br_pr","Enéas Marques","Enéas Marques"
"city_br_1890","base.br","base.state_br_pr","Engenheiro Beltrão","Engenheiro Beltrão"
"city_br_1891","base.br","base.state_br_mg","Engenheiro Caldas","Engenheiro Caldas"
"city_br_1892","base.br","base.state_br_sp","Engenheiro Coelho","Engenheiro Coelho"
"city_br_1893","base.br","base.state_br_mg","Engenheiro Navarro","Engenheiro Navarro"
"city_br_1894","base.br","base.state_br_rj","Engenheiro Paulo de Frontin","Engenheiro Paulo de Frontin"
"city_br_1895","base.br","base.state_br_rs","Engenho Velho","Engenho Velho"
"city_br_1896","base.br","base.state_br_mg","Entre Folhas","Entre Folhas"
"city_br_1897","base.br","base.state_br_rs","Entre-Ijuís","Entre-Ijuís"
"city_br_1898","base.br","base.state_br_ba","Entre Rios","Entre Rios"
"city_br_1899","base.br","base.state_br_sc","Entre Rios","Entre Rios"
"city_br_1900","base.br","base.state_br_mg","Entre Rios de Minas","Entre Rios de Minas"
"city_br_1901","base.br","base.state_br_pr","Entre Rios do Oeste","Entre Rios do Oeste"
"city_br_1902","base.br","base.state_br_rs","Entre Rios do Sul","Entre Rios do Sul"
"city_br_1903","base.br","base.state_br_am","Envira","Envira"
"city_br_1904","base.br","base.state_br_ac","Epitaciolândia","Epitaciolândia"
"city_br_1905","base.br","base.state_br_rn","Equador","Equador"
"city_br_1906","base.br","base.state_br_rs","Erebango","Erebango"
"city_br_1907","base.br","base.state_br_ce","Ererê","Ererê"
"city_br_1908","base.br","base.state_br_ba","Érico Cardoso","Érico Cardoso"
"city_br_1909","base.br","base.state_br_sc","Ermo","Ermo"
"city_br_1910","base.br","base.state_br_rs","Ernestina","Ernestina"
"city_br_1911","base.br","base.state_br_rs","Erval Grande","Erval Grande"
"city_br_1912","base.br","base.state_br_rs","Erval Seco","Erval Seco"
"city_br_1913","base.br","base.state_br_sc","Erval Velho","Erval Velho"
"city_br_1914","base.br","base.state_br_mg","Ervália","Ervália"
"city_br_1915","base.br","base.state_br_pe","Escada","Escada"
"city_br_1916","base.br","base.state_br_rs","Esmeralda","Esmeralda"
"city_br_1917","base.br","base.state_br_mg","Esmeraldas","Esmeraldas"
"city_br_1918","base.br","base.state_br_mg","Espera Feliz","Espera Feliz"
"city_br_1919","base.br","base.state_br_pb","Esperança","Esperança"
"city_br_1920","base.br","base.state_br_rs","Esperança do Sul","Esperança do Sul"
"city_br_1921","base.br","base.state_br_pr","Esperança Nova","Esperança Nova"
"city_br_1922","base.br","base.state_br_pi","Esperantina","Esperantina"
"city_br_1923","base.br","base.state_br_to","Esperantina","Esperantina"
"city_br_1924","base.br","base.state_br_ma","Esperantinópolis","Esperantinópolis"
"city_br_1925","base.br","base.state_br_pr","Espigão Alto do Iguaçu","Espigão Alto do Iguaçu"
"city_br_1926","base.br","base.state_br_ro","Espigão D'Oeste","Espigão D'Oeste"
"city_br_1927","base.br","base.state_br_mg","Espinosa","Espinosa"
"city_br_1928","base.br","base.state_br_rn","Espírito Santo","Espírito Santo"
"city_br_1929","base.br","base.state_br_mg","Espírito Santo do Dourado","Espírito Santo do Dourado"
"city_br_1930","base.br","base.state_br_sp","Espírito Santo do Pinhal","Espírito Santo do Pinhal"
"city_br_1931","base.br","base.state_br_sp","Espírito Santo do Turvo","Espírito Santo do Turvo"
"city_br_1932","base.br","base.state_br_ba","Esplanada","Esplanada"
"city_br_1933","base.br","base.state_br_rs","Espumoso","Espumoso"
"city_br_1934","base.br","base.state_br_rs","Estação","Estação"
"city_br_1935","base.br","base.state_br_se","Estância","Estância"
"city_br_1936","base.br","base.state_br_rs","Estância Velha","Estância Velha"
"city_br_1937","base.br","base.state_br_rs","Esteio","Esteio"
"city_br_1938","base.br","base.state_br_mg","Estiva","Estiva"
"city_br_1939","base.br","base.state_br_sp","Estiva Gerbi","Estiva Gerbi"
"city_br_1940","base.br","base.state_br_ma","Estreito","Estreito"
"city_br_1941","base.br","base.state_br_rs","Estrela","Estrela"
"city_br_1942","base.br","base.state_br_sp","Estrela d'Oeste","Estrela d'Oeste"
"city_br_1943","base.br","base.state_br_mg","Estrela Dalva","Estrela Dalva"
"city_br_1944","base.br","base.state_br_al","Estrela de Alagoas","Estrela de Alagoas"
"city_br_1945","base.br","base.state_br_mg","Estrela do Indaiá","Estrela do Indaiá"
"city_br_1946","base.br","base.state_br_go","Estrela do Norte","Estrela do Norte"
"city_br_1947","base.br","base.state_br_sp","Estrela do Norte","Estrela do Norte"
"city_br_1948","base.br","base.state_br_mg","Estrela do Sul","Estrela do Sul"
"city_br_1949","base.br","base.state_br_rs","Estrela Velha","Estrela Velha"
"city_br_1950","base.br","base.state_br_ba","Euclides da Cunha","Euclides da Cunha"
"city_br_1951","base.br","base.state_br_sp","Euclides da Cunha Paulista","Euclides da Cunha Paulista"
"city_br_1952","base.br","base.state_br_rs","Eugênio de Castro","Eugênio de Castro"
"city_br_1953","base.br","base.state_br_mg","Eugenópolis","Eugenópolis"
"city_br_1954","base.br","base.state_br_ce","Eusébio","Eusébio"
"city_br_1955","base.br","base.state_br_mg","Ewbank da Câmara","Ewbank da Câmara"
"city_br_1956","base.br","base.state_br_mg","Extrema","Extrema"
"city_br_1957","base.br","base.state_br_rn","Extremoz","Extremoz"
"city_br_1958","base.br","base.state_br_pe","Exu","Exu"
"city_br_1959","base.br","base.state_br_pb","Fagundes","Fagundes"
"city_br_1960","base.br","base.state_br_rs","Fagundes Varela","Fagundes Varela"
"city_br_1961","base.br","base.state_br_go","Faina","Faina"
"city_br_1962","base.br","base.state_br_mg","Fama","Fama"
"city_br_1963","base.br","base.state_br_mg","Faria Lemos","Faria Lemos"
"city_br_1964","base.br","base.state_br_ce","Farias Brito","Farias Brito"
"city_br_1965","base.br","base.state_br_pa","Faro","Faro"
"city_br_1966","base.br","base.state_br_pr","Farol","Farol"
"city_br_1967","base.br","base.state_br_rs","Farroupilha","Farroupilha"
"city_br_1968","base.br","base.state_br_sp","Fartura","Fartura"
"city_br_1969","base.br","base.state_br_pi","Fartura do Piauí","Fartura do Piauí"
"city_br_1970","base.br","base.state_br_ba","Fátima","Fátima"
"city_br_1971","base.br","base.state_br_to","Fátima","Fátima"
"city_br_1972","base.br","base.state_br_ms","Fátima do Sul","Fátima do Sul"
"city_br_1973","base.br","base.state_br_pr","Faxinal","Faxinal"
"city_br_1974","base.br","base.state_br_rs","Faxinal do Soturno","Faxinal do Soturno"
"city_br_1975","base.br","base.state_br_sc","Faxinal dos Guedes","Faxinal dos Guedes"
"city_br_1976","base.br","base.state_br_rs","Faxinalzinho","Faxinalzinho"
"city_br_1977","base.br","base.state_br_go","Fazenda Nova","Fazenda Nova"
