id,name,type,description
intrastat_category_2014_84304100,84304100,good,"Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores (excl. those mounted on railway or tramway wagons, motor vehicle chassis or lorries and tunnelling machinery)"
intrastat_category_2014_84304900,84304900,good,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled and not hydraulic (excl. tunnelling machinery and hand-operated tools)"
intrastat_category_2014_84305000,84305000,good,"Self-propelled earth-moving machinery, n.e.s."
intrastat_category_2014_84306100,84306100,good,"Tamping or compacting machinery, not self-propelled (excl. hand-operated tools)"
intrastat_category_2014_84306900,84306900,good,"Earth moving machinery, not self-propelled, n.e.s."
intrastat_category_2014_84311000,84311000,good,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s."
intrastat_category_2014_84312000,84312000,good,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, n.e.s."
intrastat_category_2014_84313100,84313100,good,"Parts of lifts, skip hoists or escalators, n.e.s."
intrastat_category_2014_84313900,84313900,good,"Parts of machinery of heading 8428, n.e.s."
intrastat_category_2014_84314100,84314100,good,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430"
intrastat_category_2014_84314200,84314200,good,"Bulldozer or angledozer blades, n.e.s."
intrastat_category_2014_84314300,84314300,good,"Parts for boring or sinking machinery of subheading 8430.41 or 8430.49, n.e.s."
intrastat_category_2014_84314920,84314920,good,"Parts of machinery of heading 8426, 8429 and 8430 of cast iron or cast steel, n.e.s."
intrastat_category_2014_84314980,84314980,good,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s."
intrastat_category_2014_84321000,84321000,good,"Ploughs for use in agriculture, horticulture or forestry"
intrastat_category_2014_84322100,84322100,good,"Disc harrows for use in agriculture, horticulture or forestry"
intrastat_category_2014_84322910,84322910,good,"Scarifiers and cultivators for use in agriculture, horticulture and forestry"
intrastat_category_2014_84322930,84322930,good,"Harrows for use in agriculture, horticulture and forestry (excl. disc harrows)"
intrastat_category_2014_84322950,84322950,good,"Rotovators for use in agriculture, horticulture and forestry"
intrastat_category_2014_84322990,84322990,good,"Weeders and hoes for use in agriculture, horticulture and forestry (excl. rotovators)"
intrastat_category_2014_84323011,84323011,good,"Central driven precision spacing seeders for use in agriculture, horticulture and forestry"
intrastat_category_2014_84323019,84323019,good,"Seeders for use in agriculture, horticulture and forestry (excl. central driven precision spacing seeders)"
intrastat_category_2014_84323090,84323090,good,"Planters and transplanters for use in agriculture, horticulture and forestry"
intrastat_category_2014_84324010,84324010,good,"Mineral or chemical fertiliser distributors for use in agriculture, horticulture and forestry (excl. sprayers)"
intrastat_category_2014_84324090,84324090,good,"Farmyard manure or compost spreaders for use in agriculture, horticulture and forestry (excl. sprayers)"
intrastat_category_2014_84328000,84328000,good,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers (excl. sprayers and dusters, ploughs, harrows, scarifiers, cultivators, weeders, hoes, seeders, planters, manure spreaders and fertiliser distributors)"
intrastat_category_2014_84329000,84329000,good,"Parts of agricultural, horticultural or forestry machinery for soil preparation or cultivation or of lawn or sports-ground rollers, n.e.s."
intrastat_category_2014_84331110,84331110,good,"Electric motor mowers for lawns, parks or sports grounds, with the cutting device rotating in a horizontal plane"
intrastat_category_2014_84331151,84331151,good,"Self-propelled mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a horizontal plane, with a seat"
intrastat_category_2014_84331159,84331159,good,"Self-propelled mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a horizontal plane, without a seat"
intrastat_category_2014_84331190,84331190,good,"Mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a horizontal plane not self-propelled"
intrastat_category_2014_84331910,84331910,good,"Electric motor mowers for lawns, parks or sports grounds, with the cutting device rotating in a vertical plane or with cutter bars"
intrastat_category_2014_84331951,84331951,good,"Self-propelled motor mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a vertical plane or with cutter bars, with a seat"
intrastat_category_2014_84331959,84331959,good,"Self-propelled motor mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a vertical plane or with cutter bars, without a seat"
intrastat_category_2014_84331970,84331970,good,"Motor mowers for lawns, parks or sports grounds, powered non-electrically, with the cutting device rotating in a vertical plane or with cutter bars, not self-propelled"
intrastat_category_2014_84331990,84331990,good,"Mowers for lawns, parks or sports grounds, without motor"
intrastat_category_2014_84332010,84332010,good,"Motor mowers (excl. mowers for lawns, parks or sports grounds)"
intrastat_category_2014_84332050,84332050,good,"Mowers without motor, incl. cutter bars, designed to be carried on or hauled by a tractor"
intrastat_category_2014_84332090,84332090,good,"Mowers (excl. mowers designed to be carried on or hauled by a tractor, mowers for lawns, parks or sports grounds, motor mowers and combine harvester-threshers)"
intrastat_category_2014_84333000,84333000,good,Haymaking machinery (excl. mowers)
intrastat_category_2014_84334000,84334000,good,"Straw or fodder balers, incl. pick-up balers"
intrastat_category_2014_84335100,84335100,good,Combine harvester-threshers
intrastat_category_2014_84335200,84335200,good,Threshing machinery (excl. combine harvester-threshers)
intrastat_category_2014_84335310,84335310,good,Potato-diggers and potato harvesters
intrastat_category_2014_84335330,84335330,good,Beet-topping machines and beet harvesters
intrastat_category_2014_84335390,84335390,good,Root or tuber harvesting machines (excl. potato-diggers and potato harvesters and beet-topping machines and beet harvesters)
intrastat_category_2014_84335911,84335911,good,"Forage harvesters, self-propelled"
intrastat_category_2014_84335919,84335919,good,"Forage harvesters, not self-propelled"
intrastat_category_2014_84335985,84335985,good,"Harvesting machinery for agricultural produce (excl. mowers, haymaking machinery, straw and fodder balers, incl. pick-up balers, combine harvester-threshers and other threshing machinery, root or tuber harvesting machines, forage harvesters)"
intrastat_category_2014_84336000,84336000,good,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excl. machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables of heading 8437)"
intrastat_category_2014_84339000,84339000,good,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting or grading agricultural produce, n.e.s."
intrastat_category_2014_84341000,84341000,good,Milking machines
intrastat_category_2014_84342000,84342000,good,"Dairy machinery (excl. refrigerating or heat treatment equipment, cream separators, clarifying centrifuges, filter presses and other filtering equipment)"
intrastat_category_2014_84349000,84349000,good,"Parts of milking machines and dairy machinery, n.e.s."
intrastat_category_2014_84351000,84351000,good,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages (excl. machinery for the treatment of these beverages, incl. centrifuges, filter presses, other filtering equipment and domestic appliances)"
intrastat_category_2014_84359000,84359000,good,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages, n.e.s."
intrastat_category_2014_84361000,84361000,good,"Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings (excl. machinery for the feedingstuff industry, forage harvesters and autoclaves for cooking fodder)"
intrastat_category_2014_84362100,84362100,good,Poultry incubators and brooders
intrastat_category_2014_84362900,84362900,good,"Poultry-keeping machinery (excl. machines for sorting or grading eggs, poultry pickers of heading 8438 and incubators and brooders)"
intrastat_category_2014_84368010,84368010,good,"Forestry machinery, n.e.s."
intrastat_category_2014_84368090,84368090,good,"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, n.e.s."
intrastat_category_2014_84369100,84369100,good,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s."
intrastat_category_2014_84369900,84369900,good,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s."
intrastat_category_2014_84371000,84371000,good,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables"
intrastat_category_2014_84378000,84378000,good,"Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables (excl. farm-type machinery, heat treatment equipment, centrifugal dryers, air filters and machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables)"
intrastat_category_2014_84379000,84379000,good,"Parts of machinery used in the milling industry or for the working of cereals or dried leguminous vegetables or machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables, n.e.s."
intrastat_category_2014_84381010,84381010,good,Bakery machinery (excl. ovens and dough rollers)
intrastat_category_2014_84381090,84381090,good,"Machinery for the industrial preparation or manufacture of macaroni, spaghetti or similar products (excl. macaroni drying machines and dough rollers)"
intrastat_category_2014_84382000,84382000,good,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate (excl. centrifuges and filtering, heating or refrigerating equipment)"
intrastat_category_2014_84383000,84383000,good,"Machinery for sugar manufacture (excl. centrifuges and filtering, heating or refrigerating equipment)"
intrastat_category_2014_84384000,84384000,good,"Brewery machinery (excl. centrifuges and filtering, heating or refrigerating equipment)"
intrastat_category_2014_84385000,84385000,good,Machinery for the industrial preparation of meat or poultry (excl. cooking and other heating appliances and refrigerating or freezing equipment)
intrastat_category_2014_84386000,84386000,good,"Machinery for the industrial preparation of fruits, nuts or vegetables (excl. cooking and other heating appliances, refrigerating or freezing equipment and machinery for the sorting or grading of fruit and vegetables)"
intrastat_category_2014_84388010,84388010,good,"Machinery for the industrial preparation of tea or coffee (excl. centrifuges, filtering equipment, roasters, freeze-dryers and other heating appliances)"
intrastat_category_2014_84388091,84388091,good,"Machinery for the industrial preparation or manufacture of drink (excl. centrifuges, filtering, heating or refrigerating equipment)"
intrastat_category_2014_84388099,84388099,good,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s."
intrastat_category_2014_84389000,84389000,good,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s."
intrastat_category_2014_84391000,84391000,good,"Machinery for making pulp of fibrous cellulosic material (excl. autoclaves, boilers and other heating appliances)"
intrastat_category_2014_84392000,84392000,good,"Machinery for making paper or paperboard (excl. dryers and other heating appliances, calenders and machinery for making pulp)"
intrastat_category_2014_84393000,84393000,good,Machinery for finishing paper or paperboard (excl. calenders)
intrastat_category_2014_84399100,84399100,good,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s."
intrastat_category_2014_84399900,84399900,good,"Parts of machinery for making or finishing paper or paperboard, n.e.s."
intrastat_category_2014_84401010,84401010,good,Folding machines for bookbinding
intrastat_category_2014_84401020,84401020,good,Collating machines and gathering machines for bookbinding
intrastat_category_2014_84401030,84401030,good,"Sewing, wire stitching and stapling machines, incl. book-sewing machines, for bookbinding"
intrastat_category_2014_84401040,84401040,good,"Unsewn ""perfect"" binding machines"
intrastat_category_2014_84401090,84401090,good,"Bookbinding machinery (excl. machinery of heading 8441, general-purpose presses, printing machinery of heading 8443 and machines of uses ancillary to printing, folding machines, collating machines, gathering machines, sewing, wire stitching and stapling machines and unsewn binding machines)"
intrastat_category_2014_84409000,84409000,good,"Parts of bookbinding machinery, n.e.s."
intrastat_category_2014_84411010,84411010,good,"Combined reel slitting and re-reeling machines, for making up paper pulp, paper or paperboard"
intrastat_category_2014_84411020,84411020,good,"Slitting and cross cutting machines, for making up paper pulp, paper or paperboard (excl. combined reel slitting and re-reeling machines)"
intrastat_category_2014_84411030,84411030,good,Guillotines for paper or paperboard
intrastat_category_2014_84411070,84411070,good,"Cutting machines for paper or paperboard (other than bookbinding machinery of heading 8440, combined reel slitting and re-reeling machines, other slitting and cross-cutting machines and guillotines)"
intrastat_category_2014_84412000,84412000,good,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excl. sewing machines and eyeletting machines)"
intrastat_category_2014_84413000,84413000,good,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding) out of paper pulp, paper or paperboard (excl. drying equipment and sewing machines)"
intrastat_category_2014_84414000,84414000,good,"Machines for moulding articles in paper pulp, paper or paperboard (excl. drying equipment)"
intrastat_category_2014_84418000,84418000,good,"Machinery for making up paper pulp, paper or paperboard, n.e.s."
intrastat_category_2014_84419010,84419010,good,"Parts of cutting machines for making up paper pulp, paper or paperboard, n.e.s."
intrastat_category_2014_84419090,84419090,good,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s."
intrastat_category_2014_84423010,84423010,good,Phototypesetting and composing machines (excl. general purpose automatic data-processing machines also used for phototypesetting)
intrastat_category_2014_84423091,84423091,good,"Machinery for type founding and typesetting ""combined"", e.g. linotypes, monotypes and intertypes"
intrastat_category_2014_84423099,84423099,good,"Machinery, apparatus and equipment for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components (excl. machine tools of heading 8456 to 8465 and machinery for type founding and typesetting)"
intrastat_category_2014_84424000,84424000,good,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders or other printing components, n.e.s."
intrastat_category_2014_84425020,84425020,good,"Plates, cylinders and other printing components, with printing image ""e.g. for gravure printing"""
intrastat_category_2014_84425080,84425080,good,"Lithographic stones, plates and cylinders, without printing image, but prepared for printing purposes, e.g. planed, grained or polished"
intrastat_category_2014_84431100,84431100,good,"Offset printing machinery, reel fed"
intrastat_category_2014_84431200,84431200,good,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in the unfolded state"
intrastat_category_2014_84431310,84431310,good,"Offset printing machinery, sheet fed, used, taking sheets of a size > 22 x 36 cm"
intrastat_category_2014_84431331,84431331,good,"Offset printing machinery, sheet fed, new, taking sheets of a size <= 52 x 74 cm but > 22 x 36 cm"
intrastat_category_2014_84431335,84431335,good,"Offset printing machinery, sheet fed, new, taking sheets of a size > 52 x 74 cm but <= 74 x 107 cm"
intrastat_category_2014_84431339,84431339,good,"Offset printing machinery, sheet fed, new, taking sheets of a size > 74 x 107 cm"
intrastat_category_2014_84431390,84431390,good,Offset printing machinery (excl. reel feed and sheet feed)
intrastat_category_2014_84431400,84431400,good,"Letterpress printing machinery, reel fed (excl. flexographic printing machinery)"
intrastat_category_2014_84431500,84431500,good,Letterpress printing machinery (excl. flexographic printing and reel fed machinery)
intrastat_category_2014_84431600,84431600,good,Flexographic printing machinery
intrastat_category_2014_84431700,84431700,good,Gravure printing machinery
intrastat_category_2014_84431920,84431920,good,"Printing machinery for printing textile materials (excl. offset, flexographic, letterpress and gravure printing machinery)"
intrastat_category_2014_84431940,84431940,good,Printing machinery for use in the production of semiconductors
intrastat_category_2014_84431970,84431970,good,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442 (excl. machinery for printing textile materials, those for use in the production of semiconductors, ink jet printing machines, hectograph or stencil duplicating machines, addressing machines and other office printing machines of heading 8469 to 8472 and offset, flexographic, letterpress and gravure printing machinery)"
intrastat_category_2014_84433120,84433120,good,"Machines having digital copying as principal function, where the copying is performed by scanning the original and printing the copies by means of an electrostatic print engine, capable of connecting to an automatic data processing machine or to a network"
intrastat_category_2014_84433180,84433180,good,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecting to an automatic data processing machine or to a network (excl. those having digital copying as principal function, where the copying is performed by scanning the original and printing the copies by means of an electrostatic print engine)"
intrastat_category_2014_84433210,84433210,good,Printers capable of connecting to an automatic data processing machine or to a network
intrastat_category_2014_84433230,84433230,good,Facsimile machines capable of connecting to an automatic data processing machine or to a network
intrastat_category_2014_84433291,84433291,good,Machines only performing a copying function by scanning the original and printing the copies by means of an electrostatic print engine capable of connecting to an automatic data processing machine or to a network
intrastat_category_2014_84433293,84433293,good,Machines only performing a copying function incorporating an optical system capable of connecting to an automatic data processing machine or to a network (excl. those performing a copying function by scanning the original and printing the copies by means of an electrostatic print)
intrastat_category_2014_84433299,84433299,good,Machines only performing a copying function incorporating a non-optical system capable of connecting to an automatic data processing machine or to a network
intrastat_category_2014_84433910,84433910,good,Machines performing a copying function by scanning the original and printing the copies by means of an electrostatic print engine (excl. those capable of connecting to an automatic data processing machine or to a network)
intrastat_category_2014_84433931,84433931,good,Machines performing a copying function incorporating an optical system (excl. capable of connecting to an automatic data processing machine or to a network and those performing a copying function by scanning the original and printing the copies by means of an electrostatic print)
intrastat_category_2014_84433939,84433939,good,Machines only performing a copying function incorporating a non-optical system (excl. capable of connecting to an automatic data processing machine or to a network)
intrastat_category_2014_84433990,84433990,good,Printers and facsimile machines (excl. those capable of connecting to an automatic data processing machine or to a network)
intrastat_category_2014_84439110,84439110,good,"Parts and accessories of printing machinery for use in the production of semiconductors, n.e.s."
intrastat_category_2014_84439191,84439191,good,"Parts and accessories of printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442, of cast iron or cast steel, n.e.s. (excl. of printing machinery for use in the production of semiconductors)"
intrastat_category_2014_84439199,84439199,good,"Parts and accessories of printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442, n.e.s. (excl. of printing machinery for use in the production of semiconductors and of cast iron or cast steel)"
intrastat_category_2014_84439910,84439910,good,"Electronic assemblies of printers, copying machines and facsimile machines (excl. of printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442)"
intrastat_category_2014_84439990,84439990,good,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excl. electronic assemblies and of printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442)"
intrastat_category_2014_84440010,84440010,good,Machines for extruding filaments of man-made textile materials
intrastat_category_2014_84440090,84440090,good,"Machines for drawing, texturing or cutting filaments of man-made textile materials"
intrastat_category_2014_84451100,84451100,good,Carding machines for preparing textile fibres
intrastat_category_2014_84451200,84451200,good,Combing machines for preparing textile fibres
intrastat_category_2014_84451300,84451300,good,Drawing or roving machines
intrastat_category_2014_84451900,84451900,good,"Machines for preparing textile fibres (excl. carding, combing, drawing or roving machines)"
intrastat_category_2014_84452000,84452000,good,Textile spinning machines (excl. extruding and drawing or roving machines)
intrastat_category_2014_84453000,84453000,good,Textile doubling or twisting machines
intrastat_category_2014_84454000,84454000,good,"Textile winding, incl. weft-winding, or reeling machines"
intrastat_category_2014_84459000,84459000,good,"Machines for producing textile yarns and machines for preparing textile yarns for use on machines of heading 8446 or 8447 (excl. machines of heading 8444 and spinning, doubling or twisting machines)"
intrastat_category_2014_84461000,84461000,good,Weaving machines for weaving fabrics of a width <= 30 cm
intrastat_category_2014_84462100,84462100,good,"Power looms for weaving fabrics of a width > 30 cm, shuttle type"
intrastat_category_2014_84462900,84462900,good,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type"
intrastat_category_2014_84463000,84463000,good,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type"
intrastat_category_2014_84471100,84471100,good,"Circular knitting machines, with cylinder diameter <= 165 mm"
intrastat_category_2014_84471200,84471200,good,"Circular knitting machines, with cylinder diameter > 165 mm"
intrastat_category_2014_84472020,84472020,good,"Warp knitting machines, incl. Raschel type, and stitch-bonding machines"
intrastat_category_2014_84472080,84472080,good,"Flat knitting machines (excl. warp knitting machines, incl. Raschel type)"
intrastat_category_2014_84479000,84479000,good,"Machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting (excl. chain or blanket stitch machines)"
intrastat_category_2014_84481100,84481100,good,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith"
intrastat_category_2014_84481900,84481900,good,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excl. doobies and jacquards, card reducing, copying, punching or assembling machines for use therewith)"
intrastat_category_2014_84482000,84482000,good,"Parts and accessories of machines for extruding, drawing, texturing or cutting man-made textile materials or of their auxiliary machinery, n.e.s."
intrastat_category_2014_84483100,84483100,good,Card clothing for machines for preparing textile fibres
intrastat_category_2014_84483200,84483200,good,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)"
intrastat_category_2014_84483300,84483300,good,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445"
intrastat_category_2014_84483900,84483900,good,"Parts and accessories of machines of heading 8445, n.e.s."
intrastat_category_2014_84484200,84484200,good,"Reeds for looms, healds and heald-frames"
intrastat_category_2014_84484900,84484900,good,"Parts and accessories of weaving machines ""looms"" and their auxiliary machinery, n.e.s."
intrastat_category_2014_84485110,84485110,good,"Sinkers used in forming stitches, for machines of heading 8447"
intrastat_category_2014_84485190,84485190,good,"Needles and other articles used in forming stitches, for machines of heading 8447 (excl. sinkers)"
intrastat_category_2014_84485900,84485900,good,"Parts and accessories of machines of heading 8447, n.e.s."
intrastat_category_2014_84490000,84490000,good,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, incl. machinery for making felt hats; blocks for making hats; parts thereof (excl. machinery for preparing fibres for felt and calenders)"
intrastat_category_2014_84501111,84501111,good,"Fully-automatic household or laundry-type front-loading washing machines, of a dry linen capacity <= 6 kg"
intrastat_category_2014_84501119,84501119,good,"Fully-automatic household or laundry-type top-loading washing machines, of a dry linen capacity <= 6 kg"
intrastat_category_2014_84501190,84501190,good,"Fully-automatic household or laundry-type washing machines, of a dry linen capacity > 6 kg but <= 10 kg"
intrastat_category_2014_84501200,84501200,good,"Household or laundry-type washing machines, with built-in centrifugal drier (excl. fully-automatic machines)"
intrastat_category_2014_84501900,84501900,good,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excl. fully-automatic machines and washing machines with built-in centrifugal drier)"
intrastat_category_2014_84502000,84502000,good,"Laundry-type washing machines, of a dry linen capacity > 10 kg"
intrastat_category_2014_84509000,84509000,good,"Parts of household or laundry-type washing machines, n.e.s."
intrastat_category_2014_84511000,84511000,good,Dry-cleaning machines for made-up textile articles
intrastat_category_2014_84512100,84512100,good,"Drying machines, of a dry linen capacity <= 10 kg (excl. centrifugal driers)"
intrastat_category_2014_84512900,84512900,good,"Drying machines for textile yarns, fabrics or made-up textile articles (excl. machines of a dry linen capacity <= 10 kg and centrifugal driers)"
intrastat_category_2014_84513000,84513000,good,"Ironing machines and presses, incl. fusing presses (excl. calenders)"
intrastat_category_2014_84514000,84514000,good,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles (excl. household or laundry-type washing machines)"
intrastat_category_2014_84515000,84515000,good,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics"
intrastat_category_2014_84518010,84518010,good,Machines used in the manufacture of linoleum or other floor coverings for applying the paste to the base fabric or other support (excl. calenders and general purpose presses)
intrastat_category_2014_84518030,84518030,good,"Machinery for dressing or finishing textile yarns, fabrics or other made-up textile articles (excl. machinery for dressing or finishing felt, and calenders and general purpose presses)"
intrastat_category_2014_84518080,84518080,good,"Machinery for coating or impregnating textile yarns, fabrics or other made-up textile articles (excl. calenders and general purpose presses)"
intrastat_category_2014_84519000,84519000,good,"Parts of machines for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made-up textile articles; parts of machines used in the manufacture of linoleum or other floor coverings for applying the paste to the base fabric or other support; parts of machines for reeling, unreeling, folding, cutting or pinking textile fabrics, n.e.s."
intrastat_category_2014_84521011,84521011,good,"Sewing machines ""lock-stitch only"" of the household type, with heads weighing <= 16 kg without motor or <= 17 kg with motor, having a value ""not incl. frames, tables or furniture"" of >  65 each"
intrastat_category_2014_84521019,84521019,good,"Sewing machines ""lock-stitch only"" of the household type, with heads weighing <= 16 kg without motor or <= 17 kg with motor, having a value ""not incl. frames, tables or furniture"" of <=  65; heads for these machines, weighing <= 16 kg without motor or <= 17 kg with motor"
intrastat_category_2014_84521090,84521090,good,"Sewing machines and heads, of the household type (excl. lock-stitch sewing machines with heads weighing <= 16 kg without motor or <= 17 kg with motor and heads weighing <= 16 kg without motor or <= 17 kg with motor)"
intrastat_category_2014_84522100,84522100,good,"Automatic sewing machines, industrial type"
intrastat_category_2014_84522900,84522900,good,"Sewing machines, industrial type (excl. automatic units)"
intrastat_category_2014_84523000,84523000,good,Sewing machine needles
intrastat_category_2014_84529000,84529000,good,"Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines"
intrastat_category_2014_84531000,84531000,good,"Machinery for preparing, tanning or working hides, skins or leather (excl. drying machines, spray guns, machines for the dehairing of pigs, sewing machines and general purpose presses)"
intrastat_category_2014_84532000,84532000,good,"Machinery for making or repairing footwear of hides, skins or leather (excl. sewing machines)"
intrastat_category_2014_84538000,84538000,good,"Machinery for making or repairing articles of hides, skins or leather (excl. footwear and sewing machines)"
intrastat_category_2014_84539000,84539000,good,"Parts of machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, n.e.s."
intrastat_category_2014_84541000,84541000,good,Converters of a kind used in metallurgy or in metal foundries
intrastat_category_2014_84542000,84542000,good,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries"
intrastat_category_2014_84543010,84543010,good,Machines for casting under pressure of a kind used in metallurgy or in metal foundries
intrastat_category_2014_84543090,84543090,good,Casting machines of a kind used in metallurgy or in metal foundries (excl. machines for casting under pressure)
intrastat_category_2014_84549000,84549000,good,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal foundries, n.e.s."
intrastat_category_2014_84551000,84551000,good,Mills for rolling metal tubes
intrastat_category_2014_84552100,84552100,good,Hot or combination hot and cold metal-rolling mills (excl. tubes mills)
intrastat_category_2014_84552200,84552200,good,Cold-rolling mills for metal (excl. tube mills)
intrastat_category_2014_84553010,84553010,good,"Rolls for metal-rolling mills, of cast iron"
intrastat_category_2014_84553031,84553031,good,"Hot-rolling work-rolls; hot-rolling and cold-rolling back-up rolls, of open-die forged steel, for metal"
intrastat_category_2014_84553039,84553039,good,"Cold-rolling work-rolls, for metal, of open-die forged steel"
intrastat_category_2014_84553090,84553090,good,"Rolls for metal-rolling mills, of cast or wrought steel"
intrastat_category_2014_84559000,84559000,good,"Parts of metal-rolling mills, n.e.s."
intrastat_category_2014_84561000,84561000,good,"Machine tools for working any material by removal of material, operated by laser or other light or photon beam processes (excl. soldering and welding machines, incl. those which can be used for cutting, material testing machines and machines for the manufacture of semiconductor devices or of electronic integrated circuits)"
intrastat_category_2014_84562000,84562000,good,"Machine tools for working any material by removal of material, operated by ultrasonic processes (excl. cleaning apparatus operated by ultrasonic processes and material testing machines)"
intrastat_category_2014_84563011,84563011,good,"Machine tools for working any material by removal of material, operated by electro-discharge processes, wire-cut, numerically controlled"
intrastat_category_2014_84563019,84563019,good,"Machine tools for working any material by removal of material, operated by electro-discharge processes, numerically controlled (excl. such machines, wire-cut)"
intrastat_category_2014_84563090,84563090,good,"Machine tools for working any material by removal of material, operated by electro-discharge processes, not numerically controlled"
intrastat_category_2014_84569020,84569020,good,Water-jet cutting machines
intrastat_category_2014_84569080,84569080,good,"Machine tools for working any material by removal of material, operated by electro-chemical processes or electron beam, ion beam or plasma arc processes (excl. for soldering and welding machines, materials testing machines and machines for the manufacture of semiconductor devices or of electronic integrated circuits)"
intrastat_category_2014_84571010,84571010,good,Horizontal machining centres for working metal
intrastat_category_2014_84571090,84571090,good,Machining centres for working metal (excl. horizontal machining centres)
intrastat_category_2014_84572000,84572000,good,"Unit construction machines ""single station"", for working metal"
intrastat_category_2014_84573010,84573010,good,"Multi-station transfer machines for working metal, numerically controlled"
intrastat_category_2014_84573090,84573090,good,"Multi-station transfer machines for working metal, not numerically controlled"
intrastat_category_2014_84581120,84581120,good,"Horizontal turning centres for removing metal, numerically controlled"
intrastat_category_2014_84581141,84581141,good,"Horizontal single spindle automatic lathes for removing metal, numerically controlled"
intrastat_category_2014_84581149,84581149,good,"Horizontal multi-spindle automatic lathes for removing metal, numerically controlled"
intrastat_category_2014_84581180,84581180,good,"Horizontal lathes for removing metal, numerically controlled (excl. turning centres and automatic lathes)"
intrastat_category_2014_84581900,84581900,good,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled"
intrastat_category_2014_84589120,84589120,good,"Turning centres for removing metal, numerically controlled (excl. horizontal turning centres)"
intrastat_category_2014_84589180,84589180,good,"Lathes for removing metal, numerically controlled (excl. horizontal lathes and turning centres)"
intrastat_category_2014_84589900,84589900,good,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excl. horizontal lathes)"
intrastat_category_2014_84591000,84591000,good,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal"
