"id","name","country_id","name@es"
"tax_group_iva_19","VAT 19%","base.cl","IVA 19%"
"tax_group_impuestos_especificos","Specific Taxes","base.cl","Impuestos Específicos"
"tax_group_ila","ILA","base.cl","ILA"
"tax_group_2da_categ","2nd Category Withholding Tax","base.cl","Retención de 2da Categoría"
"tax_group_retenciones","Withholdings","base.cl","Retenciones"
