"id","name","country_id"
"ge_tax_group_wh_0","Withholding 0%","base.ge"
"ge_tax_group_wh_3","Withholding 3%","base.ge"
"ge_tax_group_wh_4","Withholding 4%","base.ge"
"ge_tax_group_wh_5","Withholding 5%","base.ge"
"ge_tax_group_wh_10","Withholding 10%","base.ge"
"ge_tax_group_wh_15","Withholding 15%","base.ge"
"ge_tax_group_wh_20","Withholding 20%","base.ge"
