"id","sequence","name","auto_apply","vat_required","country_id","country_group_id","tax_ids/tax_src_id","tax_ids/tax_dest_id"
"fiscal_position_template_1","1","National","1","","base.km","","",""
"fiscal_position_template_2","3","International","1","","","","",""
"","","","","","","","tva_sale_25","tva_export_0"
"","","","","","","","tva_sale_10","tva_export_0"
"","","","","","","","tva_sale_7_5","tva_export_0"
"","","","","","","","tva_sale_5","tva_export_0"
"","","","","","","","tva_sale_3","tva_export_0"
