"id","name","country_id","tax_receivable_account_id","tax_payable_account_id"
"tax_group_tva_0","TVA 0%","base.fr","pcg_44567","pcg_44551"
"tax_group_tva_20","TVA 20%","base.fr","pcg_44567","pcg_44551"
"tax_group_tva_85","TVA 8,5%","base.fr","pcg_44567","pcg_44551"
"tax_group_tva_55","TVA 5,5%","base.fr","pcg_44567","pcg_44551"
"tax_group_tva_10","TVA 10%","base.fr","pcg_44567","pcg_44551"
"tax_group_tva_21","TVA 2,1%","base.fr","pcg_44567","pcg_44551"
