"id","name","name@fr","tax_payable_account_id","tax_receivable_account_id"
"syscebnl_tax_group_0","VAT 0%","T.V.A. 0%","syscebnl_444","syscebnl_444"
"syscebnl_tax_group_5","VAT 5%","T.V.A. 5%","syscebnl_444","syscebnl_444"
"syscebnl_tax_group_10","VAT 10%","T.V.A. 10%","syscebnl_444","syscebnl_444"
"syscebnl_tax_group_19","VAT 19%","T.V.A. 19%","syscebnl_444","syscebnl_444"
