"id","sequence","name","auto_apply","vat_required","country_id","country_group_id"
"l10n_gw_domestic_fiscal_position","1","GW Domestic","1","","base.td",""
"fiscal_position_template_1","1","National","1","","base.td",""
"fiscal_position_template_2","3","International","1","","",""
