id,name,country_id/id
tax_group_afa_0,Áfa 0%,base.hu
tax_group_afa_5,Áfa 5%,base.hu
tax_group_afa_18,Áfa 18%,base.hu
tax_group_afa_27,Áfa 27%,base.hu
tax_group_afa_komp,Komp. felár,base.hu
