"id","code","name"
"payment_option_1",1,"Instrumento no definido"
"payment_option_2",2,"Crédito ACH"
"payment_option_3",3,"Débito ACH"
"payment_option_4",4,"Reversión débito de demanda ACH"
"payment_option_5",5,"Reversión crédito de demanda ACH"
"payment_option_6",6,"Crédito de demanda ACH"
"payment_option_7",7,"Débito de demanda ACH"
"payment_option_8",9,"Clearing Nacional o Regional"
"payment_option_9",10,"Efectivo"
"payment_option_10",11,"Reversión Crédito Ahorro"
"payment_option_11",12,"Reversión Débito Ahorro"
"payment_option_12",13,"Crédito Ahorro"
"payment_option_13",14,"Débito Ahorro"
"payment_option_14",15,"Bookentry Crédito"
"payment_option_15",16,"Bookentry Débito"
"payment_option_16",18,"Desembolso (CCD) débito"
"payment_option_17",19,"Crédito Pago negocio corporativo (CTP)"
"payment_option_18",20,"Cheque"
"payment_option_19",21,"Poyecto bancario"
"payment_option_20",23,"Cheque bancario de gerencia"
"payment_option_21",24,"Nota cambiaria esperando aceptación"
"payment_option_22",25,"Cheque certificado"
"payment_option_23",26,"Cheque Local"
"payment_option_24",31,"Transferencia Débito"
"payment_option_25",32,"Desembolso Crédito plus (CCD+)"
"payment_option_26",33,"Desembolso Débito plus (CCD+)"
"payment_option_27",34,"Pago y depósito pre acordado (PPD)"
"payment_option_28",35,"Desembolso Crédito (CCD)"
"payment_option_29",36,"Desembolso Débito (CCD)"
"payment_option_30",37,"Pago Negocio Corporativo Ahorros Crédito (CTP)"
"payment_option_31",38,"Pago Negocio Corporativo Ahorros Débito (CTP)"
"payment_option_32",39,"Crédito Intercambio Corporativo (CTX)"
"payment_option_33",40,"Débito Intercambio Corporativo (CTX)"
"payment_option_34",41,"Desembolso Crédito plus (CCD+)"
"payment_option_35",42,"Consignación bancaria"
"payment_option_36",43,"Desembolso Débito plus (CCD+)"
"payment_option_37",44,"Nota cambiaria"
"payment_option_38",45,"Transferencia Crédito Bancario"
"payment_option_39",46,"Transferencia Débito Interbancario"
"payment_option_40",47,"Transferencia Débito Bancaria"
"payment_option_41",48,"Tarjeta Crédito"
"payment_option_42",49,"Tarjeta Débito"
"payment_option_43",50,"Postgiro"
"payment_option_44",51,"Telex estándar bancario"
"payment_option_45",52,"Pago comercial urgente"
"payment_option_46",53,"Pago Tesorería Urgente"
"payment_option_47",60,"Nota promisoria"
"payment_option_48",61,"Nota promisoria firmada por el acreedor"
"payment_option_49",62,"Nota promisoria firmada por el acreedor, avalada por el banco"
"payment_option_50",63,"Nota promisoria firmada por el acreedor, avalada por un tercero"
"payment_option_51",64,"Nota promisoria firmada pro el banco"
"payment_option_52",65,"Nota promisoria firmada por un banco avalada por otro banco"
"payment_option_53",66,"Nota promisoria firmada"
"payment_option_54",67,"Nota promisoria firmada por un tercero avalada por un banco"
"payment_option_55",71,"Bonos"
"payment_option_56",72,"Vales"
"payment_option_57",77,"Retiro de una nota por el acreedor sobre un tercero"
"payment_option_58",78,"Retiro de una nota por el acreedor sobre un tercero avalada por un banco"
"payment_option_59",91,"Nota bancaria transferible"
"payment_option_60",92,"Cheque local transferible"
"payment_option_61",93,"Giro referenciado"
"payment_option_62",94,"Giro urgente"
"payment_option_63",95,"Giro formato abierto"
"payment_option_64",96,"Método de pago solicitado no usuado"
"payment_option_65",97,"Clearing entre partners"
"payment_option_66","ZZZ","Otro"
"payment_option_67",17,"Desembolso Crédito (CCD)"
"payment_option_68",74,"Retiro de nota por el acreedor sobre un banco"
"payment_option_69",75,"Retiro de nota por el acreedor, avalada por otro banco"
