id,name,l10n_co_edi_code,state_id:id,country_id:id
city_co_452,"SAN ANDRÉS DE SOTAVENTO",23670,base.state_co_10,base.co
city_co_453,"SAN ANTERO",23672,base.state_co_10,base.co
city_co_454,"SAN BERNARDO DEL VIENTO",23675,base.state_co_10,base.co
city_co_455,"SAN CARLOS",23678,base.state_co_10,base.co
city_co_456,"SAN JOSÉ DE URÉ",23682,base.state_co_10,base.co
city_co_457,"SAN PELAYO",23686,base.state_co_10,base.co
city_co_458,"TIERRALTA",23807,base.state_co_10,base.co
city_co_459,"TUCHÍN",23815,base.state_co_10,base.co
city_co_460,"VALENCIA",23855,base.state_co_10,base.co
city_co_461,"AGUA DE DIOS",25001,base.state_co_11,base.co
city_co_462,"ALBÁN",25019,base.state_co_11,base.co
city_co_463,"ANAPOIMA",25035,base.state_co_11,base.co
city_co_464,"ANOLAIMA",25040,base.state_co_11,base.co
city_co_465,"ARBELÁEZ",25053,base.state_co_11,base.co
city_co_466,"BELTRÁN",25086,base.state_co_11,base.co
city_co_467,"BITUIMA",25095,base.state_co_11,base.co
city_co_468,"BOJACÁ",25099,base.state_co_11,base.co
city_co_469,"CABRERA",25120,base.state_co_11,base.co
city_co_470,"CACHIPAY",25123,base.state_co_11,base.co
city_co_471,"CAJICÁ",25126,base.state_co_11,base.co
city_co_472,"CAPARRAPÍ",25148,base.state_co_11,base.co
city_co_473,"CÁQUEZA",25151,base.state_co_11,base.co
city_co_474,"CARMEN DE CARUPA",25154,base.state_co_11,base.co
city_co_475,"CHAGUANÍ",25168,base.state_co_11,base.co
city_co_476,"CHÍA",25175,base.state_co_11,base.co
city_co_477,"CHIPAQUE",25178,base.state_co_11,base.co
city_co_478,"CHOACHÍ",25181,base.state_co_11,base.co
city_co_479,"CHOCONTÁ",25183,base.state_co_11,base.co
city_co_480,"COGUA",25200,base.state_co_11,base.co
city_co_481,"COTA",25214,base.state_co_11,base.co
city_co_482,"CUCUNUBÁ",25224,base.state_co_11,base.co
city_co_483,"EL COLEGIO",25245,base.state_co_11,base.co
city_co_484,"EL PEÑÓN",25258,base.state_co_11,base.co
city_co_485,"EL ROSAL",25260,base.state_co_11,base.co
city_co_486,"FACATATIVÁ",25269,base.state_co_11,base.co
city_co_487,"FÓMEQUE",25279,base.state_co_11,base.co
city_co_488,"FOSCA",25281,base.state_co_11,base.co
city_co_489,"FUNZA",25286,base.state_co_11,base.co
city_co_490,"FÚQUENE",25288,base.state_co_11,base.co
city_co_491,"FUSAGASUGÁ",25290,base.state_co_11,base.co
city_co_492,"GACHALÁ",25293,base.state_co_11,base.co
city_co_493,"GACHANCIPÁ",25295,base.state_co_11,base.co
city_co_494,"GACHETÁ",25297,base.state_co_11,base.co
city_co_495,"GAMA",25299,base.state_co_11,base.co
city_co_496,"GIRARDOT",25307,base.state_co_11,base.co
city_co_497,"GRANADA",25312,base.state_co_11,base.co
city_co_498,"GUACHETÁ",25317,base.state_co_11,base.co
city_co_499,"GUADUAS",25320,base.state_co_11,base.co
city_co_500,"GUASCA",25322,base.state_co_11,base.co
city_co_501,"GUATAQUÍ",25324,base.state_co_11,base.co
city_co_502,"GUATAVITA",25326,base.state_co_11,base.co
city_co_503,"GUAYABAL DE SÍQUIMA",25328,base.state_co_11,base.co
city_co_504,"GUAYABETAL",25335,base.state_co_11,base.co
city_co_505,"GUTIÉRREZ",25339,base.state_co_11,base.co
city_co_506,"JERUSALÉN",25368,base.state_co_11,base.co
city_co_507,"JUNÍN",25372,base.state_co_11,base.co
city_co_508,"LA CALERA",25377,base.state_co_11,base.co
city_co_509,"LA MESA",25386,base.state_co_11,base.co
city_co_510,"LA PALMA",25394,base.state_co_11,base.co
city_co_511,"LA PEÑA",25398,base.state_co_11,base.co
city_co_512,"LA VEGA",25402,base.state_co_11,base.co
city_co_513,"LENGUAZAQUE",25407,base.state_co_11,base.co
city_co_514,"MACHETÁ",25426,base.state_co_11,base.co
city_co_515,"MADRID",25430,base.state_co_11,base.co
city_co_516,"MANTA",25436,base.state_co_11,base.co
city_co_517,"MEDINA",25438,base.state_co_11,base.co
city_co_518,"MOSQUERA",25473,base.state_co_11,base.co
city_co_519,"NARIÑO",25483,base.state_co_11,base.co
city_co_520,"NEMOCÓN",25486,base.state_co_11,base.co
city_co_521,"NILO",25488,base.state_co_11,base.co
city_co_522,"NIMAIMA",25489,base.state_co_11,base.co
city_co_523,"NOCAIMA",25491,base.state_co_11,base.co
city_co_524,"VENECIA",25506,base.state_co_11,base.co
city_co_525,"PACHO",25513,base.state_co_11,base.co
city_co_526,"PAIME",25518,base.state_co_11,base.co
city_co_527,"PANDI",25524,base.state_co_11,base.co
city_co_528,"PARATEBUENO",25530,base.state_co_11,base.co
city_co_529,"PASCA",25535,base.state_co_11,base.co
city_co_530,"PUERTO SALGAR",25572,base.state_co_11,base.co
city_co_531,"PULÍ",25580,base.state_co_11,base.co
city_co_532,"QUEBRADANEGRA",25592,base.state_co_11,base.co
city_co_533,"QUETAME",25594,base.state_co_11,base.co
city_co_534,"QUIPILE",25596,base.state_co_11,base.co
city_co_535,"APULO",25599,base.state_co_11,base.co
city_co_536,"RICAURTE",25612,base.state_co_11,base.co
city_co_537,"SAN ANTONIO DEL TEQUENDAMA",25645,base.state_co_11,base.co
city_co_538,"SAN BERNARDO",25649,base.state_co_11,base.co
city_co_539,"SAN CAYETANO",25653,base.state_co_11,base.co
city_co_540,"SAN FRANCISCO",25658,base.state_co_11,base.co
city_co_541,"SAN JUAN DE RIOSECO",25662,base.state_co_11,base.co
city_co_542,"SASAIMA",25718,base.state_co_11,base.co
city_co_543,"SESQUILÉ",25736,base.state_co_11,base.co
city_co_544,"SIBATÉ",25740,base.state_co_11,base.co
city_co_545,"SILVANIA",25743,base.state_co_11,base.co
city_co_546,"SIMIJACA",25745,base.state_co_11,base.co
city_co_547,"SOACHA",25754,base.state_co_11,base.co
city_co_548,"SOPÓ",25758,base.state_co_11,base.co
city_co_549,"SUBACHOQUE",25769,base.state_co_11,base.co
city_co_550,"SUESCA",25772,base.state_co_11,base.co
city_co_551,"SUPATÁ",25777,base.state_co_11,base.co
city_co_552,"SUSA",25779,base.state_co_11,base.co
city_co_553,"SUTATAUSA",25781,base.state_co_11,base.co
city_co_554,"TABIO",25785,base.state_co_11,base.co
city_co_555,"TAUSA",25793,base.state_co_11,base.co
city_co_556,"TENA",25797,base.state_co_11,base.co
city_co_557,"TENJO",25799,base.state_co_11,base.co
city_co_558,"TIBACUY",25805,base.state_co_11,base.co
city_co_559,"TIBIRITA",25807,base.state_co_11,base.co
city_co_560,"TOCAIMA",25815,base.state_co_11,base.co
city_co_561,"TOCANCIPÁ",25817,base.state_co_11,base.co
city_co_562,"TOPAIPÍ",25823,base.state_co_11,base.co
city_co_563,"UBALÁ",25839,base.state_co_11,base.co
city_co_564,"UBAQUE",25841,base.state_co_11,base.co
city_co_565,"VILLA DE SAN DIEGO DE UBATÉ",25843,base.state_co_11,base.co
city_co_566,"UNE",25845,base.state_co_11,base.co
city_co_567,"ÚTICA",25851,base.state_co_11,base.co
city_co_568,"VERGARA",25862,base.state_co_11,base.co
city_co_569,"VIANÍ",25867,base.state_co_11,base.co
city_co_570,"VILLAGÓMEZ",25871,base.state_co_11,base.co
city_co_571,"VILLAPINZÓN",25873,base.state_co_11,base.co
city_co_572,"VILLETA",25875,base.state_co_11,base.co
city_co_573,"VIOTÁ",25878,base.state_co_11,base.co
city_co_574,"YACOPÍ",25885,base.state_co_11,base.co
city_co_575,"ZIPACÓN",25898,base.state_co_11,base.co
city_co_576,"ZIPAQUIRÁ",25899,base.state_co_11,base.co
city_co_577,"QUIBDÓ",27001,base.state_co_12,base.co
city_co_578,"ACANDÍ",27006,base.state_co_12,base.co
city_co_579,"ALTO BAUDÓ",27025,base.state_co_12,base.co
city_co_580,"ATRATO",27050,base.state_co_12,base.co
city_co_581,"BAGADÓ",27073,base.state_co_12,base.co
city_co_582,"BAHÍA SOLANO",27075,base.state_co_12,base.co
city_co_583,"BAJO BAUDÓ",27077,base.state_co_12,base.co
city_co_584,"BOJAYÁ",27099,base.state_co_12,base.co
city_co_585,"EL CANTÓN DEL SAN PABLO",27135,base.state_co_12,base.co
city_co_586,"CARMEN DEL DARIÉN",27150,base.state_co_12,base.co
city_co_587,"CÉRTEGUI",27160,base.state_co_12,base.co
city_co_588,"CONDOTO",27205,base.state_co_12,base.co
city_co_589,"EL CARMEN DE ATRATO",27245,base.state_co_12,base.co
city_co_590,"EL LITORAL DEL SAN JUAN",27250,base.state_co_12,base.co
city_co_591,"ISTMINA",27361,base.state_co_12,base.co
city_co_592,"JURADÓ",27372,base.state_co_12,base.co
city_co_593,"LLORÓ",27413,base.state_co_12,base.co
city_co_594,"MEDIO ATRATO",27425,base.state_co_12,base.co
city_co_595,"MEDIO BAUDÓ",27430,base.state_co_12,base.co
city_co_596,"MEDIO SAN JUAN",27450,base.state_co_12,base.co
city_co_597,"NÓVITA",27491,base.state_co_12,base.co
city_co_598,"NUQUÍ",27495,base.state_co_12,base.co
city_co_599,"RÍO IRÓ",27580,base.state_co_12,base.co
city_co_600,"RÍO QUITO",27600,base.state_co_12,base.co
city_co_601,"RIOSUCIO",27615,base.state_co_12,base.co
city_co_602,"SAN JOSÉ DEL PALMAR",27660,base.state_co_12,base.co
city_co_603,"SIPÍ",27745,base.state_co_12,base.co
city_co_604,"TADÓ",27787,base.state_co_12,base.co
city_co_605,"UNGUÍA",27800,base.state_co_12,base.co
city_co_606,"UNIÓN PANAMERICANA",27810,base.state_co_12,base.co
city_co_607,"NEIVA",41001,base.state_co_13,base.co
city_co_608,"ACEVEDO",41006,base.state_co_13,base.co
city_co_609,"AGRADO",41013,base.state_co_13,base.co
city_co_610,"AIPE",41016,base.state_co_13,base.co
city_co_611,"ALGECIRAS",41020,base.state_co_13,base.co
city_co_612,"ALTAMIRA",41026,base.state_co_13,base.co
city_co_613,"BARAYA",41078,base.state_co_13,base.co
city_co_614,"CAMPOALEGRE",41132,base.state_co_13,base.co
city_co_615,"COLOMBIA",41206,base.state_co_13,base.co
city_co_616,"ELÍAS",41244,base.state_co_13,base.co
city_co_617,"GARZÓN",41298,base.state_co_13,base.co
city_co_618,"GIGANTE",41306,base.state_co_13,base.co
city_co_619,"GUADALUPE",41319,base.state_co_13,base.co
city_co_620,"HOBO",41349,base.state_co_13,base.co
city_co_621,"ÍQUIRA",41357,base.state_co_13,base.co
city_co_622,"ISNOS",41359,base.state_co_13,base.co
city_co_623,"LA ARGENTINA",41378,base.state_co_13,base.co
city_co_624,"LA PLATA",41396,base.state_co_13,base.co
city_co_625,"NÁTAGA",41483,base.state_co_13,base.co
city_co_626,"OPORAPA",41503,base.state_co_13,base.co
city_co_627,"PAICOL",41518,base.state_co_13,base.co
city_co_628,"PALERMO",41524,base.state_co_13,base.co
city_co_629,"PALESTINA",41530,base.state_co_13,base.co
city_co_630,"PITAL",41548,base.state_co_13,base.co
city_co_631,"PITALITO",41551,base.state_co_13,base.co
city_co_632,"RIVERA",41615,base.state_co_13,base.co
city_co_633,"SALADOBLANCO",41660,base.state_co_13,base.co
city_co_634,"SAN AGUSTÍN",41668,base.state_co_13,base.co
city_co_635,"SANTA MARÍA",41676,base.state_co_13,base.co
city_co_636,"SUAZA",41770,base.state_co_13,base.co
city_co_637,"TARQUI",41791,base.state_co_13,base.co
city_co_638,"TESALIA",41797,base.state_co_13,base.co
city_co_639,"TELLO",41799,base.state_co_13,base.co
city_co_640,"TERUEL",41801,base.state_co_13,base.co
city_co_641,"TIMANÁ",41807,base.state_co_13,base.co
city_co_642,"VILLAVIEJA",41872,base.state_co_13,base.co
city_co_643,"YAGUARÁ",41885,base.state_co_13,base.co
city_co_644,"RIOHACHA",44001,base.state_co_14,base.co
city_co_645,"ALBANIA",44035,base.state_co_14,base.co
city_co_646,"BARRANCAS",44078,base.state_co_14,base.co
city_co_647,"DIBULLA",44090,base.state_co_14,base.co
city_co_648,"DISTRACCIÓN",44098,base.state_co_14,base.co
city_co_649,"EL MOLINO",44110,base.state_co_14,base.co
city_co_650,"FONSECA",44279,base.state_co_14,base.co
city_co_651,"HATONUEVO",44378,base.state_co_14,base.co
city_co_652,"LA JAGUA DEL PILAR",44420,base.state_co_14,base.co
city_co_653,"MAICAO",44430,base.state_co_14,base.co
city_co_654,"MANAURE",44560,base.state_co_14,base.co
city_co_655,"SAN JUAN DEL CESAR",44650,base.state_co_14,base.co
city_co_656,"URIBIA",44847,base.state_co_14,base.co
city_co_657,"URUMITA",44855,base.state_co_14,base.co
city_co_658,"VILLANUEVA",44874,base.state_co_14,base.co
city_co_659,"SANTA MARTA",47001,base.state_co_15,base.co
city_co_660,"ALGARROBO",47030,base.state_co_15,base.co
city_co_661,"ARACATACA",47053,base.state_co_15,base.co
city_co_662,"ARIGUANÍ",47058,base.state_co_15,base.co
city_co_663,"CERRO DE SAN ANTONIO",47161,base.state_co_15,base.co
city_co_664,"CHIVOLO",47170,base.state_co_15,base.co
city_co_665,"CIÉNAGA",47189,base.state_co_15,base.co
city_co_666,"CONCORDIA",47205,base.state_co_15,base.co
city_co_667,"EL BANCO",47245,base.state_co_15,base.co
city_co_668,"EL PIÑÓN",47258,base.state_co_15,base.co
city_co_669,"EL RETÉN",47268,base.state_co_15,base.co
city_co_670,"FUNDACIÓN",47288,base.state_co_15,base.co
city_co_671,"GUAMAL",47318,base.state_co_15,base.co
city_co_672,"NUEVA GRANADA",47460,base.state_co_15,base.co
city_co_673,"PEDRAZA",47541,base.state_co_15,base.co
city_co_674,"PIJIÑO DEL CARMEN",47545,base.state_co_15,base.co
city_co_675,"PIVIJAY",47551,base.state_co_15,base.co
city_co_676,"PLATO",47555,base.state_co_15,base.co
city_co_677,"PUEBLOVIEJO",47570,base.state_co_15,base.co
city_co_678,"REMOLINO",47605,base.state_co_15,base.co
city_co_679,"SABANAS DE SAN ÁNGEL",47660,base.state_co_15,base.co
city_co_680,"SALAMINA",47675,base.state_co_15,base.co
city_co_681,"SAN SEBASTIÁN DE BUENAVISTA",47692,base.state_co_15,base.co
city_co_682,"SAN ZENÓN",47703,base.state_co_15,base.co
city_co_683,"SANTA ANA",47707,base.state_co_15,base.co
city_co_684,"SANTA BÁRBARA DE PINTO",47720,base.state_co_15,base.co
city_co_685,"SITIONUEVO",47745,base.state_co_15,base.co
city_co_686,"TENERIFE",47798,base.state_co_15,base.co
city_co_687,"ZAPAYÁN",47960,base.state_co_15,base.co
city_co_688,"ZONA BANANERA",47980,base.state_co_15,base.co
city_co_689,"VILLAVICENCIO",50001,base.state_co_16,base.co
city_co_690,"ACACÍAS",50006,base.state_co_16,base.co
city_co_691,"BARRANCA DE UPÍA",50110,base.state_co_16,base.co
city_co_692,"CABUYARO",50124,base.state_co_16,base.co
city_co_693,"CASTILLA LA NUEVA",50150,base.state_co_16,base.co
city_co_694,"CUBARRAL",50223,base.state_co_16,base.co
city_co_695,"CUMARAL",50226,base.state_co_16,base.co
city_co_696,"EL CALVARIO",50245,base.state_co_16,base.co
city_co_697,"EL CASTILLO",50251,base.state_co_16,base.co
city_co_698,"EL DORADO",50270,base.state_co_16,base.co
city_co_699,"FUENTEDEORO",50287,base.state_co_16,base.co
city_co_700,"GRANADA",50313,base.state_co_16,base.co
city_co_701,"GUAMAL",50318,base.state_co_16,base.co
city_co_702,"MAPIRIPÁN",50325,base.state_co_16,base.co
city_co_703,"MESETAS",50330,base.state_co_16,base.co
city_co_704,"LA MACARENA",50350,base.state_co_16,base.co
city_co_705,"URIBE",50370,base.state_co_16,base.co
city_co_706,"LEJANÍAS",50400,base.state_co_16,base.co
city_co_707,"PUERTO CONCORDIA",50450,base.state_co_16,base.co
city_co_708,"PUERTO GAITÁN",50568,base.state_co_16,base.co
city_co_709,"PUERTO LÓPEZ",50573,base.state_co_16,base.co
city_co_710,"PUERTO LLERAS",50577,base.state_co_16,base.co
city_co_711,"PUERTO RICO",50590,base.state_co_16,base.co
city_co_712,"RESTREPO",50606,base.state_co_16,base.co
city_co_713,"SAN CARLOS DE GUAROA",50680,base.state_co_16,base.co
city_co_714,"SAN JUAN DE ARAMA",50683,base.state_co_16,base.co
city_co_715,"SAN JUANITO",50686,base.state_co_16,base.co
city_co_716,"SAN MARTÍN",50689,base.state_co_16,base.co
city_co_717,"VISTAHERMOSA",50711,base.state_co_16,base.co
city_co_718,"PASTO",52001,base.state_co_17,base.co
city_co_719,"ALBÁN",52019,base.state_co_17,base.co
city_co_720,"ALDANA",52022,base.state_co_17,base.co
city_co_721,"ANCUYÁ",52036,base.state_co_17,base.co
city_co_722,"ARBOLEDA",52051,base.state_co_17,base.co
city_co_723,"BARBACOAS",52079,base.state_co_17,base.co
city_co_724,"BELÉN",52083,base.state_co_17,base.co
city_co_725,"BUESACO",52110,base.state_co_17,base.co
city_co_726,"COLÓN",52203,base.state_co_17,base.co
city_co_727,"CONSACÁ",52207,base.state_co_17,base.co
city_co_728,"CONTADERO",52210,base.state_co_17,base.co
city_co_729,"CÓRDOBA",52215,base.state_co_17,base.co
city_co_730,"CUASPÚD",52224,base.state_co_17,base.co
city_co_731,"CUMBAL",52227,base.state_co_17,base.co
city_co_732,"CUMBITARA",52233,base.state_co_17,base.co
city_co_733,"CHACHAGÜÍ",52240,base.state_co_17,base.co
city_co_734,"EL CHARCO",52250,base.state_co_17,base.co
city_co_735,"EL PEÑOL",52254,base.state_co_17,base.co
city_co_736,"EL ROSARIO",52256,base.state_co_17,base.co
city_co_737,"EL TABLÓN DE GÓMEZ",52258,base.state_co_17,base.co
city_co_738,"EL TAMBO",52260,base.state_co_17,base.co
city_co_739,"FUNES",52287,base.state_co_17,base.co
city_co_740,"GUACHUCAL",52317,base.state_co_17,base.co
city_co_741,"GUAITARILLA",52320,base.state_co_17,base.co
city_co_742,"GUALMATÁN",52323,base.state_co_17,base.co
city_co_743,"ILES",52352,base.state_co_17,base.co
city_co_744,"IMUÉS",52354,base.state_co_17,base.co
city_co_745,"IPIALES",52356,base.state_co_17,base.co
city_co_746,"LA CRUZ",52378,base.state_co_17,base.co
city_co_747,"LA FLORIDA",52381,base.state_co_17,base.co
city_co_748,"LA LLANADA",52385,base.state_co_17,base.co
city_co_749,"LA TOLA",52390,base.state_co_17,base.co
city_co_750,"LA UNIÓN",52399,base.state_co_17,base.co
city_co_751,"LEIVA",52405,base.state_co_17,base.co
city_co_752,"LINARES",52411,base.state_co_17,base.co
city_co_753,"LOS ANDES",52418,base.state_co_17,base.co
city_co_754,"MAGÜÍ",52427,base.state_co_17,base.co
city_co_755,"MALLAMA",52435,base.state_co_17,base.co
city_co_756,"MOSQUERA",52473,base.state_co_17,base.co
city_co_757,"NARIÑO",52480,base.state_co_17,base.co
city_co_758,"OLAYA HERRERA",52490,base.state_co_17,base.co
city_co_759,"OSPINA",52506,base.state_co_17,base.co
city_co_760,"FRANCISCO PIZARRO",52520,base.state_co_17,base.co
city_co_761,"POLICARPA",52540,base.state_co_17,base.co
city_co_762,"POTOSÍ",52560,base.state_co_17,base.co
city_co_763,"PROVIDENCIA",52565,base.state_co_17,base.co
city_co_764,"PUERRES",52573,base.state_co_17,base.co
city_co_765,"PUPIALES",52585,base.state_co_17,base.co
city_co_766,"RICAURTE",52612,base.state_co_17,base.co
city_co_767,"ROBERTO PAYÁN",52621,base.state_co_17,base.co
city_co_768,"SAMANIEGO",52678,base.state_co_17,base.co
city_co_769,"SANDONÁ",52683,base.state_co_17,base.co
city_co_770,"SAN BERNARDO",52685,base.state_co_17,base.co
city_co_771,"SAN LORENZO",52687,base.state_co_17,base.co
city_co_772,"SAN PABLO",52693,base.state_co_17,base.co
city_co_773,"SAN PEDRO DE CARTAGO",52694,base.state_co_17,base.co
city_co_774,"SANTA BÁRBARA",52696,base.state_co_17,base.co
city_co_775,"SANTACRUZ",52699,base.state_co_17,base.co
city_co_776,"SAPUYES",52720,base.state_co_17,base.co
city_co_777,"TAMINANGO",52786,base.state_co_17,base.co
city_co_778,"TANGUA",52788,base.state_co_17,base.co
city_co_779,"SAN ANDRÉS DE TUMACO",52835,base.state_co_17,base.co
city_co_780,"TÚQUERRES",52838,base.state_co_17,base.co
city_co_781,"YACUANQUER",52885,base.state_co_17,base.co
city_co_782,"CÚCUTA",54001,base.state_co_18,base.co
city_co_783,"ÁBREGO",54003,base.state_co_18,base.co
city_co_784,"ARBOLEDAS",54051,base.state_co_18,base.co
city_co_785,"BOCHALEMA",54099,base.state_co_18,base.co
city_co_786,"BUCARASICA",54109,base.state_co_18,base.co
city_co_787,"CÁCOTA",54125,base.state_co_18,base.co
city_co_788,"CÁCHIRA",54128,base.state_co_18,base.co
city_co_789,"CHINÁCOTA",54172,base.state_co_18,base.co
city_co_790,"CHITAGÁ",54174,base.state_co_18,base.co
city_co_791,"CONVENCIÓN",54206,base.state_co_18,base.co
city_co_792,"CUCUTILLA",54223,base.state_co_18,base.co
city_co_793,"DURANIA",54239,base.state_co_18,base.co
city_co_794,"EL CARMEN",54245,base.state_co_18,base.co
city_co_795,"EL TARRA",54250,base.state_co_18,base.co
city_co_796,"EL ZULIA",54261,base.state_co_18,base.co
city_co_797,"GRAMALOTE",54313,base.state_co_18,base.co
city_co_798,"HACARÍ",54344,base.state_co_18,base.co
city_co_799,"HERRÁN",54347,base.state_co_18,base.co
city_co_800,"LABATECA",54377,base.state_co_18,base.co
city_co_801,"LA ESPERANZA",54385,base.state_co_18,base.co
city_co_802,"LA PLAYA",54398,base.state_co_18,base.co
city_co_803,"LOS PATIOS",54405,base.state_co_18,base.co
city_co_804,"LOURDES",54418,base.state_co_18,base.co
city_co_805,"MUTISCUA",54480,base.state_co_18,base.co
city_co_806,"OCAÑA",54498,base.state_co_18,base.co
city_co_807,"PAMPLONA",54518,base.state_co_18,base.co
city_co_808,"PAMPLONITA",54520,base.state_co_18,base.co
city_co_809,"PUERTO SANTANDER",54553,base.state_co_18,base.co
city_co_810,"RAGONVALIA",54599,base.state_co_18,base.co
city_co_811,"SALAZAR",54660,base.state_co_18,base.co
city_co_812,"SAN CALIXTO",54670,base.state_co_18,base.co
city_co_813,"SAN CAYETANO",54673,base.state_co_18,base.co
city_co_814,"SANTIAGO",54680,base.state_co_18,base.co
city_co_815,"SARDINATA",54720,base.state_co_18,base.co
city_co_816,"SILOS",54743,base.state_co_18,base.co
city_co_817,"TEORAMA",54800,base.state_co_18,base.co
city_co_818,"TIBÚ",54810,base.state_co_18,base.co
city_co_819,"TOLEDO",54820,base.state_co_18,base.co
city_co_820,"VILLA CARO",54871,base.state_co_18,base.co
city_co_821,"VILLA DEL ROSARIO",54874,base.state_co_18,base.co
city_co_822,"ARMENIA",63001,base.state_co_19,base.co
city_co_823,"BUENAVISTA",63111,base.state_co_19,base.co
city_co_824,"CALARCÁ",63130,base.state_co_19,base.co
city_co_825,"CIRCASIA",63190,base.state_co_19,base.co
city_co_826,"CÓRDOBA",63212,base.state_co_19,base.co
city_co_827,"FILANDIA",63272,base.state_co_19,base.co
city_co_828,"GÉNOVA",63302,base.state_co_19,base.co
city_co_829,"LA TEBAIDA",63401,base.state_co_19,base.co
city_co_830,"MONTENEGRO",63470,base.state_co_19,base.co
city_co_831,"PIJAO",63548,base.state_co_19,base.co
city_co_832,"QUIMBAYA",63594,base.state_co_19,base.co
city_co_833,"SALENTO",63690,base.state_co_19,base.co
city_co_834,"PEREIRA",66001,base.state_co_20,base.co
city_co_835,"APÍA",66045,base.state_co_20,base.co
city_co_836,"BALBOA",66075,base.state_co_20,base.co
city_co_837,"BELÉN DE UMBRÍA",66088,base.state_co_20,base.co
city_co_838,"DOSQUEBRADAS",66170,base.state_co_20,base.co
city_co_839,"GUÁTICA",66318,base.state_co_20,base.co
city_co_840,"LA CELIA",66383,base.state_co_20,base.co
city_co_841,"LA VIRGINIA",66400,base.state_co_20,base.co
city_co_842,"MARSELLA",66440,base.state_co_20,base.co
city_co_843,"MISTRATÓ",66456,base.state_co_20,base.co
city_co_844,"PUEBLO RICO",66572,base.state_co_20,base.co
city_co_845,"QUINCHÍA",66594,base.state_co_20,base.co
city_co_846,"SANTA ROSA DE CABAL",66682,base.state_co_20,base.co
city_co_847,"SANTUARIO",66687,base.state_co_20,base.co
city_co_848,"BUCARAMANGA",68001,base.state_co_21,base.co
city_co_849,"AGUADA",68013,base.state_co_21,base.co
city_co_850,"ALBANIA",68020,base.state_co_21,base.co
city_co_851,"ARATOCA",68051,base.state_co_21,base.co
city_co_852,"BARBOSA",68077,base.state_co_21,base.co
city_co_853,"BARICHARA",68079,base.state_co_21,base.co
city_co_854,"BARRANCABERMEJA",68081,base.state_co_21,base.co
city_co_855,"BETULIA",68092,base.state_co_21,base.co
city_co_856,"BOLÍVAR",68101,base.state_co_21,base.co
city_co_857,"CABRERA",68121,base.state_co_21,base.co
city_co_858,"CALIFORNIA",68132,base.state_co_21,base.co
city_co_859,"CAPITANEJO",68147,base.state_co_21,base.co
city_co_860,"CARCASÍ",68152,base.state_co_21,base.co
city_co_861,"CEPITÁ",68160,base.state_co_21,base.co
city_co_862,"CERRITO",68162,base.state_co_21,base.co
city_co_863,"CHARALÁ",68167,base.state_co_21,base.co
city_co_864,"CHARTA",68169,base.state_co_21,base.co
city_co_865,"CHIMA",68176,base.state_co_21,base.co
city_co_866,"CHIPATÁ",68179,base.state_co_21,base.co
city_co_867,"CIMITARRA",68190,base.state_co_21,base.co
city_co_868,"CONCEPCIÓN",68207,base.state_co_21,base.co
city_co_869,"CONFINES",68209,base.state_co_21,base.co
city_co_870,"CONTRATACIÓN",68211,base.state_co_21,base.co
city_co_871,"COROMORO",68217,base.state_co_21,base.co
city_co_872,"CURITÍ",68229,base.state_co_21,base.co
city_co_873,"EL CARMEN DE CHUCURÍ",68235,base.state_co_21,base.co
city_co_874,"EL GUACAMAYO",68245,base.state_co_21,base.co
city_co_875,"EL PEÑÓN",68250,base.state_co_21,base.co
city_co_876,"EL PLAYÓN",68255,base.state_co_21,base.co
city_co_877,"ENCINO",68264,base.state_co_21,base.co
city_co_878,"ENCISO",68266,base.state_co_21,base.co
city_co_879,"FLORIÁN",68271,base.state_co_21,base.co
city_co_880,"FLORIDABLANCA",68276,base.state_co_21,base.co
city_co_881,"GALÁN",68296,base.state_co_21,base.co
city_co_882,"GÁMBITA",68298,base.state_co_21,base.co
city_co_883,"GIRÓN",68307,base.state_co_21,base.co
city_co_884,"GUACA",68318,base.state_co_21,base.co
city_co_885,"GUADALUPE",68320,base.state_co_21,base.co
city_co_886,"GUAPOTÁ",68322,base.state_co_21,base.co
city_co_887,"GUAVATÁ",68324,base.state_co_21,base.co
city_co_888,"GÜEPSA",68327,base.state_co_21,base.co
city_co_889,"HATO",68344,base.state_co_21,base.co
city_co_890,"JESÚS MARÍA",68368,base.state_co_21,base.co
city_co_891,"JORDÁN",68370,base.state_co_21,base.co
city_co_892,"LA BELLEZA",68377,base.state_co_21,base.co
city_co_893,"LANDÁZURI",68385,base.state_co_21,base.co
city_co_894,"LA PAZ",68397,base.state_co_21,base.co
city_co_895,"LEBRIJA",68406,base.state_co_21,base.co
city_co_896,"LOS SANTOS",68418,base.state_co_21,base.co
city_co_897,"MACARAVITA",68425,base.state_co_21,base.co
city_co_898,"MÁLAGA",68432,base.state_co_21,base.co
city_co_899,"MATANZA",68444,base.state_co_21,base.co
city_co_900,"MOGOTES",68464,base.state_co_21,base.co
city_co_901,"MOLAGAVITA",68468,base.state_co_21,base.co
city_co_902,"OCAMONTE",68498,base.state_co_21,base.co
city_co_903,"OIBA",68500,base.state_co_21,base.co
city_co_904,"ONZAGA",68502,base.state_co_21,base.co
city_co_905,"PALMAR",68522,base.state_co_21,base.co
city_co_906,"PALMAS DEL SOCORRO",68524,base.state_co_21,base.co
