"id","name","country_id/id"
"uae_account_tag_c_tax_exempt","Corporate Tax Report Exempted Income Accounts","base.ae"
"uae_account_tag_c_tax_cog","Corporate Tax Report COGS Accounts","base.ae"
"uae_account_tag_c_tax_exp","Corporate Tax Report Expenses Accounts","base.ae"
