id,country_id:id,name,code
state_my_jhr,base.my,Johor,JHR
state_my_kdh,base.my,Kedah,KDH
state_my_ktn,base.my,Kelantan,KTN
state_my_kul,base.my,Kuala Lumpur,KUL
state_my_lbn,base.my,Labuan,LBN
state_my_mlk,base.my,Melaka,MLK
state_my_nsn,base.my,Negeri Sembilan,NSN
state_my_phg,base.my,Pahang,PHG
state_my_prk,base.my,Perak,PRK
state_my_pls,base.my,Perlis,PLS
state_my_png,base.my,Pulau Pinang,PNG
state_my_pjy,base.my,Putrajaya,PJY
state_my_sbh,base.my,Sabah,SBH
state_my_swk,base.my,Sarawak,SWK
state_my_sgr,base.my,Selangor,SGR
state_my_trg,base.my,Terengganu,TRG
