"id","name","country_id"
"l10n_co_tax_group_ic","IC","base.co"
"l10n_co_tax_group_ibua","IBUA","base.co"
"l10n_co_tax_group_icui","ICUI","base.co"
"l10n_co_tax_group_icl","ICL","base.co"
"l10n_co_tax_group_ad_valorem","AD VALOREM","base.co"
"l10n_co_tax_group_inc_bolsas","INC Bolsas","base.co"
