"id","name","country_id","name@gr","name@tr","tax_receivable_account_id","tax_payable_account_id"
"tax_group_19","VAT 19%","base.cy","ΦΠΑ 19%","KDV %19","cy_2200","cy_2200"
"tax_group_9","VAT 9%","base.cy","ΦΠΑ 9%","KDV 9%","cy_2200","cy_2200"
"tax_group_5","VAT 5%","base.cy","ΦΠΑ 5%","KDV 5%","cy_2200","cy_2200"
"tax_group_3","VAT 3%","base.cy","ΦΠΑ 3%","KDV 3%","cy_2200","cy_2200"
"tax_group_0","VAT 0%","base.cy","ΦΠΑ 0%","KDV 0%","cy_2200","cy_2200"
