"id","account_asset_id","account_depreciation_id","account_depreciation_expense_id","name","method_number","method_period"
"asset_technology","223500","223590","633300","Computer equipment","3","12"
"asset_construction","221318","221390","633130","Other buildings","30","12"
"asset_installations","221410","221490","633140","Fixtures and fitting-outs of buildings...","10","12"
"asset_machines_tools","222200","222290","633200","Machinery","5","12"
"asset_other_property","223800","223890","633300","Other fixtures","5","12"
"asset_furniture_material","223400","223490","633300","Furniture","5","12"
"asset_vehicle","223200","223290","633300","Motor vehicles","5","12"
"asset_vehicle_accessories","223250","223290","633300","All accessories purchases related to your professional vehicle","3","12"
