"id","country_id/id","name","code"
state_pk_ajk,base.pk,"Azad Jammu and Kashmir","AJK"
state_pk_ba,base.pk,"Balochistan","BA"
state_pk_gb,base.pk,"Gilgit-Baltistan","GB"
state_pk_is,base.pk,"Islamabad Capital Territory","IS/ICT"
state_pk_kp,base.pk,"Khyber Pakhtunkhwa","KP/KPK"
state_pk_pb,base.pk,"Punjab","PB"
state_pk_sd,base.pk,"Sindh","SD"
