id,code,name,parent_id:id,type,user_type:id,reconcile
lv_2012_account_7940,7940,Sabiedriskās ēdināšanas izdevumi,lv_2012_account_7_9,other,account_type_2012_7,FALSE
lv_2012_account_7950,7950,Izglītības iestāžu izdevumi,lv_2012_account_7_9,other,account_type_2012_7,FALSE
lv_2012_account_7960,7960,Medicīniskās apkalpošanas izdevumi,lv_2012_account_7_9,other,account_type_2012_7,FALSE
lv_2012_account_7970,7970,Kultūras un sporta iestāžu un pasākumu izdevumi,lv_2012_account_7_9,other,account_type_2012_7,FALSE
lv_2012_account_7980,7980,Pārējie sociālās infrastruktūras uzturēšanas izdevumi,lv_2012_account_7_9,other,account_type_2012_7,FALSE
lv_2012_account_8,8,"Dažādi ieņēmumi un izdevumi, peļņa un zaudējumi",lv_2012_account_0,view,account.data_account_type_view,FALSE
lv_2012_account_8_1,81,Dažādi ieņēmumi,lv_2012_account_8,view,account.data_account_type_view,FALSE
lv_2012_account_8110,8110,"Ieņēmumi no līdzdalības, vērtspapīriem un aizdevumiem",lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8120,8120,Pārējie ieņēmumi no procentiem un tiem pielīdzināmi ieņēmumi,lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8130,8130,Vekseļu diskonta ieņēmumi,lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8140,8140,Ziedojumi un citi tiem pielīdzināmi ieņēmumi,lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8150,8150,Ienākumi no valūtu kursa paaugstināšanās,lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8160,8160,Saņemtās soda naudas un līgumsodi,lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8170,8170,Peļņa no ārzemju valūtas pārdošanas vai pirkšanas,lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8190,8190,Citi ieņēmumi,lv_2012_account_8_1,other,account_type_2012_8_1,FALSE
lv_2012_account_8_2,82,Dažādi izdevumi,lv_2012_account_8,view,account.data_account_type_view,FALSE
lv_2012_account_8210,8210,Īstermiņa finanšu ieguldījumu vērtības norakstīšana,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8220,8220,Samaksātie procenti un tiem pielīdzināmie izdevumi,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8230,8230,Vekseļu diskonta izmaksas,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8240,8240,Ilgtermiņa aizdevumu procentu samaksa,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8250,8250,Zaudējumi no valūtu kursa pazemināšanās,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8260,8260,Samaksātās soda naudas un līgumsodi,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8270,8270,Zaudējumi no ārzemju valūtas pirkšanas vai pārdošanas,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8290,8290,Citi izdevumi,lv_2012_account_8_2,other,account_type_2012_8_2,FALSE
lv_2012_account_8_3,83,Ārkārtas ieņēmumi,lv_2012_account_8,view,account.data_account_type_view,FALSE
lv_2012_account_8310,8310,Ārkārtas ieņēmumi,lv_2012_account_8_3,other,account_type_2012_8_3,FALSE
lv_2012_account_8_4,84,Ārkārtas izdevumi,lv_2012_account_8,view,account.data_account_type_view,FALSE
lv_2012_account_8410,8410,Ārkārtas izdevumi,lv_2012_account_8_4,other,account_type_2012_8_4,FALSE
lv_2012_account_8_6,86,Peļņa vai zaudējumi,lv_2012_account_8,view,account.data_account_type_view,FALSE
lv_2012_account_8610,8610,Peļņa vai zaudējumi,lv_2012_account_8_6,other,account_type_2012_8_6,FALSE
lv_2012_account_8_8,88,Nodokļi no peļņas un citi saimnieciskās darbības izdevumos  neiekļaujamie nodokļi,lv_2012_account_8,view,account.data_account_type_view,FALSE
lv_2012_account_8810,8810,Uzņēmumu ienākuma nodoklis,lv_2012_account_8_8,other,account_type_2012_8_5,FALSE
lv_2012_account_8820,8820,Nodoklis par dabas resursu izmantošanu no peļņas maksājamā daļā,lv_2012_account_8_8,other,account_type_2012_8_5,FALSE
lv_2012_account_8830,8830,Nekustamā īpašuma nodoklis,lv_2012_account_8_8,other,account_type_2012_8_5,FALSE
lv_2012_account_8840,8840,Citi saimnieciskās darbības izmaksās neiekļaujamie nodokļi,lv_2012_account_8_8,other,account_type_2012_8_5,FALSE
