"id","l10n_mx_edi_hazardous_material"
"product_unspsc.unspsc_code_14121804","0,1"
"product_unspsc.unspsc_code_14121805","0,1"
"product_unspsc.unspsc_code_14121806","0,1"
"product_unspsc.unspsc_code_14121807","0,1"
"product_unspsc.unspsc_code_14121808","0,1"
"product_unspsc.unspsc_code_14121809","0,1"
"product_unspsc.unspsc_code_14121810","0,1"
"product_unspsc.unspsc_code_14121811","0,1"
"product_unspsc.unspsc_code_14121812","0,1"
"product_unspsc.unspsc_code_14121900","0,1"
"product_unspsc.unspsc_code_14121901","0,1"
"product_unspsc.unspsc_code_14121902","0,1"
"product_unspsc.unspsc_code_14121903","0,1"
"product_unspsc.unspsc_code_14121904","0,1"
"product_unspsc.unspsc_code_14121905","0,1"
"product_unspsc.unspsc_code_14122100","0,1"
"product_unspsc.unspsc_code_14122101","0,1"
"product_unspsc.unspsc_code_14122102","0,1"
"product_unspsc.unspsc_code_14122103","0,1"
"product_unspsc.unspsc_code_14122104","0,1"
"product_unspsc.unspsc_code_14122105","0,1"
"product_unspsc.unspsc_code_14122106","0,1"
"product_unspsc.unspsc_code_14122107","0,1"
"product_unspsc.unspsc_code_14122200","0,1"
"product_unspsc.unspsc_code_14122201","0,1"
"product_unspsc.unspsc_code_14122202","0,1"
"product_unspsc.unspsc_code_15101500","1"
"product_unspsc.unspsc_code_15101502","1"
"product_unspsc.unspsc_code_15101503","1"
"product_unspsc.unspsc_code_15101504","1"
"product_unspsc.unspsc_code_15101505","1"
"product_unspsc.unspsc_code_15101507","0,1"
"product_unspsc.unspsc_code_15101508","1"
"product_unspsc.unspsc_code_15101509","1"
"product_unspsc.unspsc_code_15101510","1"
"product_unspsc.unspsc_code_15101511","0,1"
"product_unspsc.unspsc_code_15101512","0,1"
"product_unspsc.unspsc_code_15101513","1"
"product_unspsc.unspsc_code_15101514","1"
"product_unspsc.unspsc_code_15101515","1"
"product_unspsc.unspsc_code_15101600","0,1"
"product_unspsc.unspsc_code_15101601","0,1"
"product_unspsc.unspsc_code_15101602","0,1"
"product_unspsc.unspsc_code_15101603","0,1"
"product_unspsc.unspsc_code_15101604","0,1"
"product_unspsc.unspsc_code_15101605","0,1"
"product_unspsc.unspsc_code_15101606","0,1"
"product_unspsc.unspsc_code_15101607","0,1"
"product_unspsc.unspsc_code_15101608","0,1"
"product_unspsc.unspsc_code_15101609","0,1"
"product_unspsc.unspsc_code_15101610","0,1"
"product_unspsc.unspsc_code_15101611","0,1"
"product_unspsc.unspsc_code_15101612","0,1"
"product_unspsc.unspsc_code_15101613","0,1"
"product_unspsc.unspsc_code_15101614","0,1"
"product_unspsc.unspsc_code_15111500","0,1"
"product_unspsc.unspsc_code_15111501","1"
"product_unspsc.unspsc_code_15111502","0,1"
"product_unspsc.unspsc_code_15111503","1"
"product_unspsc.unspsc_code_15111504","1"
"product_unspsc.unspsc_code_15111505","1"
"product_unspsc.unspsc_code_15111506","0,1"
"product_unspsc.unspsc_code_15111507","0,1"
"product_unspsc.unspsc_code_15111508","0,1"
"product_unspsc.unspsc_code_15111509","0,1"
"product_unspsc.unspsc_code_15111510","1"
"product_unspsc.unspsc_code_15111511","0,1"
"product_unspsc.unspsc_code_15111512","0,1"
"product_unspsc.unspsc_code_15131500","1"
"product_unspsc.unspsc_code_15131502","1"
"product_unspsc.unspsc_code_15131503","0,1"
"product_unspsc.unspsc_code_15131504","0,1"
"product_unspsc.unspsc_code_15131505","1"
"product_unspsc.unspsc_code_15131506","1"
"product_unspsc.unspsc_code_20101502","0,1"
"product_unspsc.unspsc_code_20122100","0,1"
"product_unspsc.unspsc_code_20122101","0,1"
"product_unspsc.unspsc_code_20122102","0,1"
"product_unspsc.unspsc_code_20122103","0,1"
"product_unspsc.unspsc_code_20122104","0,1"
"product_unspsc.unspsc_code_20122105","0,1"
"product_unspsc.unspsc_code_20122106","0,1"
"product_unspsc.unspsc_code_20122107","0,1"
"product_unspsc.unspsc_code_20122108","0,1"
"product_unspsc.unspsc_code_20122109","0,1"
"product_unspsc.unspsc_code_20122110","0,1"
"product_unspsc.unspsc_code_20122111","0,1"
"product_unspsc.unspsc_code_20122112","0,1"
"product_unspsc.unspsc_code_20122114","0,1"
"product_unspsc.unspsc_code_20122115","0,1"
"product_unspsc.unspsc_code_20122213","0,1"
"product_unspsc.unspsc_code_20142900","0,1"
"product_unspsc.unspsc_code_20142901","0,1"
"product_unspsc.unspsc_code_20142902","0,1"
"product_unspsc.unspsc_code_20142903","0,1"
"product_unspsc.unspsc_code_20142904","0,1"
"product_unspsc.unspsc_code_20142905","0,1"
"product_unspsc.unspsc_code_23111500","0,1"
"product_unspsc.unspsc_code_23111507","0,1"
"product_unspsc.unspsc_code_24101510","0,1"
"product_unspsc.unspsc_code_24102208","0,1"
"product_unspsc.unspsc_code_24112003","0,1"
"product_unspsc.unspsc_code_24112004","0,1"
"product_unspsc.unspsc_code_24112007","0,1"
"product_unspsc.unspsc_code_24112100","0,1"
"product_unspsc.unspsc_code_24112101","0,1"
"product_unspsc.unspsc_code_24112108","0,1"
"product_unspsc.unspsc_code_24112109","0,1"
"product_unspsc.unspsc_code_24112110","0,1"
"product_unspsc.unspsc_code_24112204","0,1"
"product_unspsc.unspsc_code_24112205","0,1"
"product_unspsc.unspsc_code_24112206","0,1"
"product_unspsc.unspsc_code_24112207","0,1"
"product_unspsc.unspsc_code_24112209","0,1"
"product_unspsc.unspsc_code_24112404","0,1"
"product_unspsc.unspsc_code_24112600","0,1"
"product_unspsc.unspsc_code_24112700","0,1"
"product_unspsc.unspsc_code_24112800","0,1"
"product_unspsc.unspsc_code_24112801","0,1"
"product_unspsc.unspsc_code_24112803","0,1"
"product_unspsc.unspsc_code_24112900","0,1"
"product_unspsc.unspsc_code_24112901","0,1"
"product_unspsc.unspsc_code_24112902","0,1"
"product_unspsc.unspsc_code_24121800","0,1"
"product_unspsc.unspsc_code_24121801","0,1"
"product_unspsc.unspsc_code_24121802","0,1"
"product_unspsc.unspsc_code_24121803","0,1"
"product_unspsc.unspsc_code_24121804","0,1"
"product_unspsc.unspsc_code_24121805","0,1"
"product_unspsc.unspsc_code_24121806","0,1"
"product_unspsc.unspsc_code_24121807","0,1"
"product_unspsc.unspsc_code_24121808","0,1"
"product_unspsc.unspsc_code_24131500","0,1"
"product_unspsc.unspsc_code_24131501","0,1"
"product_unspsc.unspsc_code_24131502","0,1"
"product_unspsc.unspsc_code_24131503","0,1"
"product_unspsc.unspsc_code_24131504","0,1"
"product_unspsc.unspsc_code_24131505","0,1"
"product_unspsc.unspsc_code_24131506","0,1"
"product_unspsc.unspsc_code_24131507","0,1"
"product_unspsc.unspsc_code_24131508","0,1"
"product_unspsc.unspsc_code_24131509","0,1"
"product_unspsc.unspsc_code_24131510","0,1"
"product_unspsc.unspsc_code_24131511","0,1"
"product_unspsc.unspsc_code_24131512","0,1"
"product_unspsc.unspsc_code_24131513","0,1"
"product_unspsc.unspsc_code_24131514","0,1"
"product_unspsc.unspsc_code_25111916","0,1"
"product_unspsc.unspsc_code_25172101","0,1"
"product_unspsc.unspsc_code_25172104","0,1"
"product_unspsc.unspsc_code_25173300","0,1"
"product_unspsc.unspsc_code_25173303","0,1"
"product_unspsc.unspsc_code_25173900","0,1"
"product_unspsc.unspsc_code_25174000","0,1"
"product_unspsc.unspsc_code_25174001","0,1"
"product_unspsc.unspsc_code_25174002","0,1"
"product_unspsc.unspsc_code_25174003","0,1"
"product_unspsc.unspsc_code_25174004","0,1"
"product_unspsc.unspsc_code_25174005","0,1"
"product_unspsc.unspsc_code_25174006","0,1"
"product_unspsc.unspsc_code_25174419","0,1"
"product_unspsc.unspsc_code_25174600","0,1"
"product_unspsc.unspsc_code_25174800","0,1"
"product_unspsc.unspsc_code_26101306","0,1"
"product_unspsc.unspsc_code_26101309","0,1"
"product_unspsc.unspsc_code_26101500","0,1"
"product_unspsc.unspsc_code_26101501","0,1"
"product_unspsc.unspsc_code_26101502","0,1"
"product_unspsc.unspsc_code_26101503","0,1"
"product_unspsc.unspsc_code_26101504","0,1"
"product_unspsc.unspsc_code_26101505","0,1"
"product_unspsc.unspsc_code_26101506","0,1"
"product_unspsc.unspsc_code_26101507","0,1"
"product_unspsc.unspsc_code_26101508","0,1"
"product_unspsc.unspsc_code_26101509","0,1"
"product_unspsc.unspsc_code_26101510","0,1"
"product_unspsc.unspsc_code_26101511","0,1"
"product_unspsc.unspsc_code_26101512","0,1"
"product_unspsc.unspsc_code_26101513","0,1"
"product_unspsc.unspsc_code_26101514","0,1"
"product_unspsc.unspsc_code_26101515","0,1"
"product_unspsc.unspsc_code_26101736","0,1"
"product_unspsc.unspsc_code_26111700","0,1"
"product_unspsc.unspsc_code_26111701","0,1"
"product_unspsc.unspsc_code_26111702","0,1"
"product_unspsc.unspsc_code_26111703","0,1"
"product_unspsc.unspsc_code_26111704","0,1"
"product_unspsc.unspsc_code_26111705","0,1"
"product_unspsc.unspsc_code_26111706","0,1"
"product_unspsc.unspsc_code_26111707","0,1"
"product_unspsc.unspsc_code_26111708","0,1"
"product_unspsc.unspsc_code_26111709","0,1"
"product_unspsc.unspsc_code_26111710","0,1"
"product_unspsc.unspsc_code_26111711","0,1"
"product_unspsc.unspsc_code_26111712","0,1"
"product_unspsc.unspsc_code_26111713","0,1"
"product_unspsc.unspsc_code_26111714","0,1"
"product_unspsc.unspsc_code_26111715","0,1"
"product_unspsc.unspsc_code_26111716","0,1"
"product_unspsc.unspsc_code_26111717","0,1"
"product_unspsc.unspsc_code_26111718","0,1"
"product_unspsc.unspsc_code_26111719","0,1"
"product_unspsc.unspsc_code_26111720","0,1"
"product_unspsc.unspsc_code_26111721","0,1"
"product_unspsc.unspsc_code_26111722","0,1"
"product_unspsc.unspsc_code_26111723","0,1"
"product_unspsc.unspsc_code_26111724","0,1"
"product_unspsc.unspsc_code_26111725","0,1"
"product_unspsc.unspsc_code_26111726","0,1"
"product_unspsc.unspsc_code_26111727","0,1"
"product_unspsc.unspsc_code_26111728","0,1"
"product_unspsc.unspsc_code_26111729","0,1"
"product_unspsc.unspsc_code_27111506","0,1"
"product_unspsc.unspsc_code_27112723","0,1"
"product_unspsc.unspsc_code_27121804","0,1"
"product_unspsc.unspsc_code_27131525","0,1"
"product_unspsc.unspsc_code_30103800","0,1"
"product_unspsc.unspsc_code_30103801","0,1"
"product_unspsc.unspsc_code_30103802","0,1"
"product_unspsc.unspsc_code_30103803","0,1"
"product_unspsc.unspsc_code_30103804","0,1"
"product_unspsc.unspsc_code_30121500","1"
"product_unspsc.unspsc_code_30121501","0,1"
"product_unspsc.unspsc_code_30121600","0,1"
"product_unspsc.unspsc_code_30121601","0,1"
"product_unspsc.unspsc_code_30121602","0,1"
"product_unspsc.unspsc_code_30121604","1"
"product_unspsc.unspsc_code_30266200","0,1"
"product_unspsc.unspsc_code_31132000","0,1"
"product_unspsc.unspsc_code_31132001","0,1"
"product_unspsc.unspsc_code_31132002","0,1"
"product_unspsc.unspsc_code_31181701","0,1"
"product_unspsc.unspsc_code_31201600","0,1"
"product_unspsc.unspsc_code_31201601","0,1"
"product_unspsc.unspsc_code_31201604","0,1"
"product_unspsc.unspsc_code_31201605","0,1"
"product_unspsc.unspsc_code_31201606","0,1"
"product_unspsc.unspsc_code_31201607","0,1"
"product_unspsc.unspsc_code_31201608","0,1"
"product_unspsc.unspsc_code_31201609","0,1"
"product_unspsc.unspsc_code_31201610","0,1"
"product_unspsc.unspsc_code_31201611","0,1"
"product_unspsc.unspsc_code_31201612","0,1"
"product_unspsc.unspsc_code_31201613","0,1"
"product_unspsc.unspsc_code_31201614","0,1"
"product_unspsc.unspsc_code_31201615","0,1"
"product_unspsc.unspsc_code_31201616","0,1"
"product_unspsc.unspsc_code_31201617","0,1"
"product_unspsc.unspsc_code_31201618","0,1"
"product_unspsc.unspsc_code_31201619","0,1"
"product_unspsc.unspsc_code_31201620","0,1"
"product_unspsc.unspsc_code_31201621","0,1"
"product_unspsc.unspsc_code_31201622","0,1"
"product_unspsc.unspsc_code_31201623","0,1"
"product_unspsc.unspsc_code_31201624","0,1"
"product_unspsc.unspsc_code_31201625","0,1"
"product_unspsc.unspsc_code_31201626","0,1"
"product_unspsc.unspsc_code_31201627","0,1"
"product_unspsc.unspsc_code_31201628","0,1"
"product_unspsc.unspsc_code_31201629","0,1"
"product_unspsc.unspsc_code_31201630","0,1"
"product_unspsc.unspsc_code_31201631","0,1"
"product_unspsc.unspsc_code_31201632","0,1"
"product_unspsc.unspsc_code_31201633","0,1"
"product_unspsc.unspsc_code_31201634","0,1"
"product_unspsc.unspsc_code_31201635","0,1"
"product_unspsc.unspsc_code_31201636","0,1"
"product_unspsc.unspsc_code_31201637","0,1"
"product_unspsc.unspsc_code_31211500","0,1"
"product_unspsc.unspsc_code_31211501","0,1"
"product_unspsc.unspsc_code_31211502","0,1"
"product_unspsc.unspsc_code_31211503","0,1"
"product_unspsc.unspsc_code_31211504","0,1"
"product_unspsc.unspsc_code_31211505","0,1"
"product_unspsc.unspsc_code_31211506","0,1"
"product_unspsc.unspsc_code_31211507","0,1"
"product_unspsc.unspsc_code_31211508","0,1"
"product_unspsc.unspsc_code_31211509","0,1"
"product_unspsc.unspsc_code_31211510","0,1"
"product_unspsc.unspsc_code_31211511","0,1"
"product_unspsc.unspsc_code_31211512","0,1"
"product_unspsc.unspsc_code_31211513","0,1"
"product_unspsc.unspsc_code_31211514","0,1"
"product_unspsc.unspsc_code_31211515","0,1"
"product_unspsc.unspsc_code_31211516","0,1"
"product_unspsc.unspsc_code_31211517","0,1"
"product_unspsc.unspsc_code_31211518","0,1"
"product_unspsc.unspsc_code_31211519","0,1"
"product_unspsc.unspsc_code_31211520","0,1"
"product_unspsc.unspsc_code_31211521","0,1"
"product_unspsc.unspsc_code_31211522","0,1"
"product_unspsc.unspsc_code_31211600","0,1"
"product_unspsc.unspsc_code_31211601","0,1"
"product_unspsc.unspsc_code_31211602","0,1"
"product_unspsc.unspsc_code_31211603","0,1"
"product_unspsc.unspsc_code_31211604","0,1"
"product_unspsc.unspsc_code_31211605","0,1"
"product_unspsc.unspsc_code_31211606","0,1"
"product_unspsc.unspsc_code_31211607","0,1"
"product_unspsc.unspsc_code_31211703","0,1"
"product_unspsc.unspsc_code_31211704","0,1"
"product_unspsc.unspsc_code_31211705","0,1"
"product_unspsc.unspsc_code_31211707","0,1"
"product_unspsc.unspsc_code_31211800","0,1"
"product_unspsc.unspsc_code_31211801","0,1"
"product_unspsc.unspsc_code_31211802","0,1"
"product_unspsc.unspsc_code_31211803","0,1"
"product_unspsc.unspsc_code_32131000","0,1"
"product_unspsc.unspsc_code_39111714","0,1"
"product_unspsc.unspsc_code_40172520","0,1"
"product_unspsc.unspsc_code_41101515","0,1"
"product_unspsc.unspsc_code_41104000","0,1"
"product_unspsc.unspsc_code_41104001","0,1"
"product_unspsc.unspsc_code_41104002","0,1"
"product_unspsc.unspsc_code_41104003","0,1"
"product_unspsc.unspsc_code_41104004","0,1"
"product_unspsc.unspsc_code_41104005","0,1"
"product_unspsc.unspsc_code_41104006","0,1"
"product_unspsc.unspsc_code_41104007","0,1"
"product_unspsc.unspsc_code_41104008","0,1"
"product_unspsc.unspsc_code_41104009","0,1"
"product_unspsc.unspsc_code_41104010","0,1"
"product_unspsc.unspsc_code_41104011","0,1"
"product_unspsc.unspsc_code_41104012","0,1"
"product_unspsc.unspsc_code_41104013","0,1"
"product_unspsc.unspsc_code_41104014","0,1"
"product_unspsc.unspsc_code_41104015","0,1"
"product_unspsc.unspsc_code_41104016","0,1"
"product_unspsc.unspsc_code_41104017","0,1"
"product_unspsc.unspsc_code_41104018","0,1"
"product_unspsc.unspsc_code_41104019","0,1"
"product_unspsc.unspsc_code_41104020","0,1"
"product_unspsc.unspsc_code_41104021","0,1"
"product_unspsc.unspsc_code_41104022","0,1"
"product_unspsc.unspsc_code_41104209","0,1"
"product_unspsc.unspsc_code_41104210","0,1"
"product_unspsc.unspsc_code_41104211","0,1"
"product_unspsc.unspsc_code_42141605","0,1"
"product_unspsc.unspsc_code_42141606","0,1"
"product_unspsc.unspsc_code_42152421","0,1"
"product_unspsc.unspsc_code_42172000","0,1"
"product_unspsc.unspsc_code_42172001","0,1"
"product_unspsc.unspsc_code_42172002","0,1"
"product_unspsc.unspsc_code_42172003","0,1"
"product_unspsc.unspsc_code_42172004","0,1"
"product_unspsc.unspsc_code_42172005","0,1"
"product_unspsc.unspsc_code_42172006","0,1"
"product_unspsc.unspsc_code_42172007","0,1"
"product_unspsc.unspsc_code_42172008","0,1"
"product_unspsc.unspsc_code_42172009","0,1"
"product_unspsc.unspsc_code_42172010","0,1"
"product_unspsc.unspsc_code_42172011","0,1"
"product_unspsc.unspsc_code_42172012","0,1"
"product_unspsc.unspsc_code_42172013","0,1"
"product_unspsc.unspsc_code_42172014","0,1"
"product_unspsc.unspsc_code_42172015","0,1"
"product_unspsc.unspsc_code_42172016","0,1"
"product_unspsc.unspsc_code_42172017","0,1"
"product_unspsc.unspsc_code_42172018","0,1"
"product_unspsc.unspsc_code_42191700","0,1"
"product_unspsc.unspsc_code_42191706","0,1"
"product_unspsc.unspsc_code_42191711","0,1"
"product_unspsc.unspsc_code_42201502","0,1"
"product_unspsc.unspsc_code_42271700","0,1"
"product_unspsc.unspsc_code_42271701","0,1"
"product_unspsc.unspsc_code_45131500","0,1"
"product_unspsc.unspsc_code_45131501","0,1"
"product_unspsc.unspsc_code_45131502","0,1"
"product_unspsc.unspsc_code_45131503","0,1"
"product_unspsc.unspsc_code_45131505","0,1"
"product_unspsc.unspsc_code_45131506","0,1"
"product_unspsc.unspsc_code_45131507","0,1"
"product_unspsc.unspsc_code_45131508","0,1"
"product_unspsc.unspsc_code_45131509","0,1"
"product_unspsc.unspsc_code_46101500","0,1"
"product_unspsc.unspsc_code_46101501","0,1"
"product_unspsc.unspsc_code_46101502","0,1"
"product_unspsc.unspsc_code_46101503","0,1"
"product_unspsc.unspsc_code_46101504","0,1"
"product_unspsc.unspsc_code_46101505","0,1"
"product_unspsc.unspsc_code_46101506","0,1"
"product_unspsc.unspsc_code_46101600","0,1"
"product_unspsc.unspsc_code_46101601","0,1"
"product_unspsc.unspsc_code_46101800","0,1"
"product_unspsc.unspsc_code_46101801","0,1"
"product_unspsc.unspsc_code_46101802","0,1"
"product_unspsc.unspsc_code_46161713","0,1"
"product_unspsc.unspsc_code_46191600","0,1"
"product_unspsc.unspsc_code_46191601","0,1"
"product_unspsc.unspsc_code_47101600","0,1"
"product_unspsc.unspsc_code_47101601","0,1"
"product_unspsc.unspsc_code_47101602","0,1"
"product_unspsc.unspsc_code_47101603","0,1"
"product_unspsc.unspsc_code_47101604","0,1"
"product_unspsc.unspsc_code_47101605","0,1"
"product_unspsc.unspsc_code_47101606","0,1"
"product_unspsc.unspsc_code_47101607","0,1"
"product_unspsc.unspsc_code_47101608","0,1"
"product_unspsc.unspsc_code_47101609","0,1"
"product_unspsc.unspsc_code_47101610","0,1"
"product_unspsc.unspsc_code_47101611","0,1"
"product_unspsc.unspsc_code_47101612","0,1"
"product_unspsc.unspsc_code_47101613","0,1"
"product_unspsc.unspsc_code_47101614","0,1"
"product_unspsc.unspsc_code_47101615","0,1"
"product_unspsc.unspsc_code_47121700","0,1"
"product_unspsc.unspsc_code_47121702","0,1"
"product_unspsc.unspsc_code_47131823","0,1"
"product_unspsc.unspsc_code_47131824","0,1"
"product_unspsc.unspsc_code_47131825","0,1"
"product_unspsc.unspsc_code_47131826","0,1"
"product_unspsc.unspsc_code_47131827","0,1"
"product_unspsc.unspsc_code_47131828","0,1"
"product_unspsc.unspsc_code_47131829","0,1"
"product_unspsc.unspsc_code_47131830","0,1"
"product_unspsc.unspsc_code_47131831","0,1"
"product_unspsc.unspsc_code_47131832","0,1"
"product_unspsc.unspsc_code_47131833","0,1"
"product_unspsc.unspsc_code_47131834","0,1"
"product_unspsc.unspsc_code_47131835","0,1"
"product_unspsc.unspsc_code_49131600","0,1"
"product_unspsc.unspsc_code_49131601","0,1"
"product_unspsc.unspsc_code_49131602","0,1"
"product_unspsc.unspsc_code_49131603","0,1"
"product_unspsc.unspsc_code_49131604","0,1"
"product_unspsc.unspsc_code_49131605","0,1"
"product_unspsc.unspsc_code_49131606","0,1"
"product_unspsc.unspsc_code_49131607","0,1"
"product_unspsc.unspsc_code_50121500","0,1"
"product_unspsc.unspsc_code_50121537","0,1"
"product_unspsc.unspsc_code_50121538","0,1"
"product_unspsc.unspsc_code_50121539","0,1"
"product_unspsc.unspsc_code_50171708","0,1"
"product_unspsc.unspsc_code_50202200","0,1"
"product_unspsc.unspsc_code_50202201","0,1"
"product_unspsc.unspsc_code_50202202","0,1"
"product_unspsc.unspsc_code_50202203","0,1"
"product_unspsc.unspsc_code_50202204","0,1"
"product_unspsc.unspsc_code_50202205","0,1"
"product_unspsc.unspsc_code_50202206","0,1"
"product_unspsc.unspsc_code_50202207","0,1"
"product_unspsc.unspsc_code_50202208","0,1"
"product_unspsc.unspsc_code_50202209","0,1"
"product_unspsc.unspsc_code_50202210","0,1"
"product_unspsc.unspsc_code_51101515","0,1"
"product_unspsc.unspsc_code_51101525","0,1"
"product_unspsc.unspsc_code_51101536","0,1"
"product_unspsc.unspsc_code_51101539","0,1"
"product_unspsc.unspsc_code_51101602","0,1"
"product_unspsc.unspsc_code_51101607","0,1"
"product_unspsc.unspsc_code_51101624","0,1"
"product_unspsc.unspsc_code_51101710","0,1"
"product_unspsc.unspsc_code_51101716","0,1"
"product_unspsc.unspsc_code_51101802","0,1"
"product_unspsc.unspsc_code_51101813","0,1"
"product_unspsc.unspsc_code_51101818","0,1"
"product_unspsc.unspsc_code_51101837","0,1"
"product_unspsc.unspsc_code_51101902","0,1"
"product_unspsc.unspsc_code_51101909","0,1"
"product_unspsc.unspsc_code_51101911","0,1"
"product_unspsc.unspsc_code_51102002","0,1"
"product_unspsc.unspsc_code_51102202","0,1"
"product_unspsc.unspsc_code_51102209","0,1"
"product_unspsc.unspsc_code_51102302","0,1"
"product_unspsc.unspsc_code_51102313","0,1"
"product_unspsc.unspsc_code_51102318","0,1"
"product_unspsc.unspsc_code_51102507","0,1"
"product_unspsc.unspsc_code_51102718","0,1"
"product_unspsc.unspsc_code_51102722","0,1"
"product_unspsc.unspsc_code_51102724","0,1"
"product_unspsc.unspsc_code_51102728","0,1"
"product_unspsc.unspsc_code_51102729","0,1"
"product_unspsc.unspsc_code_51111511","0,1"
"product_unspsc.unspsc_code_51111518","0,1"
"product_unspsc.unspsc_code_51111520","0,1"
"product_unspsc.unspsc_code_51111617","0,1"
"product_unspsc.unspsc_code_51111706","0,1"
"product_unspsc.unspsc_code_51111711","0,1"
"product_unspsc.unspsc_code_51111714","0,1"
"product_unspsc.unspsc_code_51111719","0,1"
"product_unspsc.unspsc_code_51111806","0,1"
"product_unspsc.unspsc_code_51111811","0,1"
"product_unspsc.unspsc_code_51121506","0,1"
"product_unspsc.unspsc_code_51121507","0,1"
"product_unspsc.unspsc_code_51121511","0,1"
"product_unspsc.unspsc_code_51121517","0,1"
"product_unspsc.unspsc_code_51121518","0,1"
"product_unspsc.unspsc_code_51121519","0,1"
"product_unspsc.unspsc_code_51121520","0,1"
"product_unspsc.unspsc_code_51121522","0,1"
"product_unspsc.unspsc_code_51121601","0,1"
"product_unspsc.unspsc_code_51121602","0,1"
"product_unspsc.unspsc_code_51121603","1"
"product_unspsc.unspsc_code_51121608","0,1"
"product_unspsc.unspsc_code_51121615","0,1"
"product_unspsc.unspsc_code_51121616","0,1"
"product_unspsc.unspsc_code_51121713","0,1"
"product_unspsc.unspsc_code_51121718","0,1"
"product_unspsc.unspsc_code_51121732","0,1"
"product_unspsc.unspsc_code_51121737","0,1"
"product_unspsc.unspsc_code_51121739","0,1"
"product_unspsc.unspsc_code_51121741","0,1"
"product_unspsc.unspsc_code_51121751","0,1"
"product_unspsc.unspsc_code_51121754","0,1"
"product_unspsc.unspsc_code_51121755","0,1"
"product_unspsc.unspsc_code_51121757","0,1"
"product_unspsc.unspsc_code_51121761","0,1"
"product_unspsc.unspsc_code_51121773","0,1"
"product_unspsc.unspsc_code_51122102","0,1"
"product_unspsc.unspsc_code_51122103","0,1"
"product_unspsc.unspsc_code_51122109","0,1"
"product_unspsc.unspsc_code_51122111","0,1"
"product_unspsc.unspsc_code_51131503","0,1"
"product_unspsc.unspsc_code_51131509","0,1"
"product_unspsc.unspsc_code_51131712","0,1"
"product_unspsc.unspsc_code_51131715","0,1"
"product_unspsc.unspsc_code_51141527","0,1"
"product_unspsc.unspsc_code_51141602","0,1"
"product_unspsc.unspsc_code_51141606","0,1"
"product_unspsc.unspsc_code_51141610","0,1"
"product_unspsc.unspsc_code_51141613","0,1"
"product_unspsc.unspsc_code_51141616","0,1"
"product_unspsc.unspsc_code_51141618","0,1"
"product_unspsc.unspsc_code_51141621","0,1"
"product_unspsc.unspsc_code_51141623","0,1"
"product_unspsc.unspsc_code_51141624","0,1"
"product_unspsc.unspsc_code_51141625","0,1"
"product_unspsc.unspsc_code_51141626","0,1"
"product_unspsc.unspsc_code_51141635","0,1"
"product_unspsc.unspsc_code_51141707","0,1"
"product_unspsc.unspsc_code_51141718","0,1"
"product_unspsc.unspsc_code_51141720","0,1"
"product_unspsc.unspsc_code_51141724","0,1"
"product_unspsc.unspsc_code_51141725","0,1"
"product_unspsc.unspsc_code_51141726","0,1"
"product_unspsc.unspsc_code_51141729","0,1"
"product_unspsc.unspsc_code_51141814","0,1"
"product_unspsc.unspsc_code_51141921","0,1"
"product_unspsc.unspsc_code_51142114","0,1"
"product_unspsc.unspsc_code_51142205","0,1"
"product_unspsc.unspsc_code_51142209","0,1"
"product_unspsc.unspsc_code_51142210","0,1"
"product_unspsc.unspsc_code_51142214","0,1"
"product_unspsc.unspsc_code_51142224","0,1"
"product_unspsc.unspsc_code_51142226","0,1"
"product_unspsc.unspsc_code_51142227","0,1"
"product_unspsc.unspsc_code_51142228","0,1"
"product_unspsc.unspsc_code_51142229","0,1"
"product_unspsc.unspsc_code_51142231","0,1"
"product_unspsc.unspsc_code_51142232","0,1"
"product_unspsc.unspsc_code_51142235","0,1"
"product_unspsc.unspsc_code_51142301","0,1"
"product_unspsc.unspsc_code_51142304","0,1"
"product_unspsc.unspsc_code_51142306","0,1"
"product_unspsc.unspsc_code_51142504","0,1"
"product_unspsc.unspsc_code_51142506","0,1"
"product_unspsc.unspsc_code_51142509","0,1"
"product_unspsc.unspsc_code_51142606","0,1"
"product_unspsc.unspsc_code_51142609","0,1"
"product_unspsc.unspsc_code_51142611","0,1"
"product_unspsc.unspsc_code_51142612","0,1"
"product_unspsc.unspsc_code_51142613","0,1"
"product_unspsc.unspsc_code_51142614","0,1"
"product_unspsc.unspsc_code_51142615","0,1"
"product_unspsc.unspsc_code_51142617","0,1"
"product_unspsc.unspsc_code_51142618","0,1"
"product_unspsc.unspsc_code_51142901","0,1"
"product_unspsc.unspsc_code_51142906","0,1"
"product_unspsc.unspsc_code_51142911","0,1"
"product_unspsc.unspsc_code_51142914","0,1"
"product_unspsc.unspsc_code_51142922","0,1"
"product_unspsc.unspsc_code_51142925","0,1"
"product_unspsc.unspsc_code_51142928","0,1"
"product_unspsc.unspsc_code_51142930","0,1"
"product_unspsc.unspsc_code_51142931","1"
"product_unspsc.unspsc_code_51142932","0,1"
"product_unspsc.unspsc_code_51142934","0,1"
"product_unspsc.unspsc_code_51142937","0,1"
"product_unspsc.unspsc_code_51142939","0,1"
"product_unspsc.unspsc_code_51142940","0,1"
"product_unspsc.unspsc_code_51142944","0,1"
"product_unspsc.unspsc_code_51142945","0,1"
"product_unspsc.unspsc_code_51142947","0,1"
"product_unspsc.unspsc_code_51151505","0,1"
