"id","code","name"
"hazardous_material_0","0004","PICRATO DE AMONIO seco o humedecido con menos de 10%, en masa, de agua"
"hazardous_material_1","0005","CARTUCHOS PARA ARMAS, con carga explosiva"
"hazardous_material_2","0006","CARTUCHOS PARA ARMAS, con carga explosiva"
"hazardous_material_3","0007","CARTUCHOS PARA ARMAS, con carga explosiva"
"hazardous_material_4","0009","MUNICIONES INCENDIARIAS con o sin carga detonante, carga expulsora o carga propulsora"
"hazardous_material_5","0010","MUNICIONES INCENDIARIAS con o sin carga detonante carga expulsora o carga propulsora"
"hazardous_material_6","0012","CARTUCHOS PARA ARMAS, CON PROYECTIL INERTE, o CARTUCHOS PARA ARMAS DE PEQUEÑO CALIBRE"
"hazardous_material_7","0014","CARTUCHOS PARA ARMAS, SIN BALA, o CARTUCHOS PARA ARMAS DE PEQUEÑO CALIBRE, SIN BALA"
"hazardous_material_8","0015","MUNICIONES FUMIGENAS con o sin carga detonante carga expulsora o carga propulsora"
"hazardous_material_9","0016","MUNICIONES FUMIGENAS con o sin carga detonante, carga expulsora o carga propulsora"
"hazardous_material_10","0018","MUNICIONES LACRIMOGENAS con carga detonante, carga expulsora o carga propulsora"
"hazardous_material_11","0019","MUNICIONES LACRIMOGENAS con carga detonante, carga expulsora o carga propulsora"
"hazardous_material_12","0020","MUNICIONES TOXICAS con carga detonante, carga expulsora o carga propulsora"
"hazardous_material_13","0021","MUNICIONES TOXICAS con carga detonante, carga expulsora o carga propulsora"
"hazardous_material_14","0027","POLVORA NEGRA en forma de granos o de polvo"
"hazardous_material_15","0028","POLVORA NEGRA COMPRIMIDA o POLVORA NEGRA EN COMPRIMIDOS"
"hazardous_material_16","0029","DETONADORES NO ELECTRICOS para voladuras"
"hazardous_material_17","0030","DETONADORES ELECTRICOS para voladuras"
"hazardous_material_18","0033","BOMBAS con carga explosiva"
"hazardous_material_19","0034","BOMBAS con carga explosiva"
"hazardous_material_20","0035","BOMBAS con carga explosiva"
"hazardous_material_21","0037","BOMBAS DE ILUMINACION PARA FOTOGRAFIA"
"hazardous_material_22","0038","BOMBAS DE ILUMINACION PARA FOTOGRAFIA"
"hazardous_material_23","0039","BOMBAS DE ILUMINACION PARA FOTOGRAFIA"
"hazardous_material_24","0042","PETARDOS sin detonador"
"hazardous_material_25","0043","DETONADORES CON EXPLOSIVO"
