"id","account_asset_id","account_depreciation_id","account_depreciation_expense_id","name","method_number","method_period","name@es"
"asset_technology","cta120102","cta120201","cta680101","Technology","3","12","Equipos tecnológicos y de computación"
"asset_construction","cta120104","cta120201","cta680101","Construction","20","12","Edificaciones"
"asset_installations","cta120105","cta120201","cta680101","Installations","10","12","Instalaciones"
"asset_machines_tools","cta120106","cta120201","cta680101","Machines & tools","5","12","Maquinaria y herramientas"
"asset_other_property","cta120107","cta120201","cta680101","Other property","5","12","Otros bienes"
"asset_furniture_material","cta120108","cta120201","cta680101","Furniture & material","5","12","Mobiliario y equipo"
"asset_vehicle","cta120109","cta120201","cta680101","Vehicle","5","12","Vehículo"
"asset_vehicle_accessories","cta120110","cta120201","cta680101","Vehicle accessories","5","12","Accesorios de vehículo"
