"id","name","country_id","name@es"
"tax_group_iva_12","VAT 12%","base.gt","IVA 12%"
"tax_group_iva_withhold_12","VAT 12% Withholding","base.gt","Retención del IVA del 12%"
"tax_group_isr_withhold_5","ISR 5% Withholding","base.gt","Retención del ISR del 5%"
