type,name,res_id,src,value
field,"account.account,close_method",0,Deferral Method,
selection,"account.account,close_method",0,None,Ingen,
selection,"account.account,close_method",0,Balance,Saldo,
selection,"account.account,close_method",0,Detail,Detalj,
selection,"account.account,close_method",0,Unreconciled,
field,"account.account,code",0,Code,Kod,
field,"account.account,name",0,Name,Namn,
model,"account.account,name",1,Account chart,
model,"account.account,name",3,Equity,
model,"account.account,name",2,Balance Sheet,
model,"account.account,name",4,Long Term Assets,
model,"account.account,name",5,Incorporation expenses,
model,"account.account,name",6,Intangible assets,
model,"account.account,name",7,Lands and buildings,
model,"account.account,name",8,"Facilities, machines and tools",
model,"account.account,name",9,Office supplies and mobile equipment,Kontorsmaterial och mobilutrustning,
model,"account.account,name",10,Financial assets,Finansiella tillgångar,
model,"account.account,name",11,Long Term Receivables,
model,"account.account,name",13,Inventory and goods in process,
model,"account.account,name",12,Current,Aktuell,
model,"account.account,name",14,Raw material procurement,Råmaterialinköp,
model,"account.account,name",15,Other procurements,Övriga inköp,
model,"account.account,name",16,Goods in process,
model,"account.account,name",17,Finished goods,Färdiga varor,
model,"account.account,name",18,Merchandise,Varor,
model,"account.account,name",19,Merchandise Type A,Vara typ A,
model,"account.account,name",20,Merchandise Type B,Vara typ B,
model,"account.account,name",21,Assets for sales,Tillgångar till salu,
model,"account.account,name",22,Prepayment paid for stocked goods,
model,"account.account,name",23,Orders in progress,Pågående ordrar,
model,"account.account,name",24,Short term receivables and payables,
model,"account.account,name",26,Main Receivable,
model,"account.account,name",25,Account receivable,
model,"account.account,name",27,Others Receivables,
model,"account.account,name",28,Refundable VAT,
model,"account.account,name",29,Payable,
model,"account.account,name",31,Credit Cards,Kreditkort,
model,"account.account,name",30,Main Payable,
model,"account.account,name",32,Tax liabilities,
model,"account.account,name",33,Payable VAT,
model,"account.account,name",34,Cash Accounts,Kontantkonton,
model,"account.account,name",35,Bank Account,Bankkonto,
model,"account.account,name",36,Paypal Account,Paypal-konto,
model,"account.account,name",37,Petty Cash,
model,"account.account,name",44,Expense,Utgift,
model,"account.account,name",38,Profit and loss accounts,Vinst- och förlustkonton,
model,"account.account,name",45,Merchandise,Varor,
model,"account.account,name",46,Products Purchase,
model,"account.account,name",47,Accessories Purchase,
model,"account.account,name",48,Subcontractor Purchase,
model,"account.account,name",49,Merchandise Purchase,
model,"account.account,name",50,Discounts,Rabatter,
model,"account.account,name",71,Stock Expense,
model,"account.account,name",72,Merchandise Type A,Vara typ A,
model,"account.account,name",73,Merchandise Type B,Vara typ B,
model,"account.account,name",51,Services Purchase,
model,"account.account,name",52,Rent and lease,Hyra och leasing,
model,"account.account,name",53,Repairs,Reparationer,
model,"account.account,name",54,Water Gas Electricity,Vatten gas elektricitet,
model,"account.account,name",55,Phone Post Fax Internet,Telefon post fax Internet,
model,"account.account,name",56,Printed material,Utskrifter,
model,"account.account,name",57,Food,Mat,
model,"account.account,name",58,Miscellaneous charges,Diverse inköp,
model,"account.account,name",59,Insurances,Försäkringar,
model,"account.account,name",60,Fuel and transportation,Bränsle och transport,
model,"account.account,name",61,Travels,Resor,
model,"account.account,name",62,Publicity,Publicitet,
model,"account.account,name",63,"Salaries, payroll taxes, pensions","Löner, arbetsgivaravgifter, pensioner",
model,"account.account,name",64,Taxes Charges,Skatteavdrag,
model,"account.account,name",65,Non-refundable VAT,
model,"account.account,name",66,Miscanellous Taxes,Diverse skatter,
model,"account.account,name",67,Financial Charges,
model,"account.account,name",39,Income,Inkomst,
model,"account.account,name",40,Merchandise Sales,
model,"account.account,name",41,Products Sales,
model,"account.account,name",42,Service Sales,Tjänsteförsäljning,
model,"account.account,name",68,Stock Income,Aktieinkomst,
model,"account.account,name",69,Merchandise Type A,
model,"account.account,name",70,Merchandise Type B,
model,"account.account,name",43,Financials Interests,
field,"account.account,credit",0,Credit,Kredit,
field,"account.account,gl_group",0,Group in General Ledger,
field,"account.account,shortcut",0,Shortcut,Genväg,
field,"account.account,sign",0,Sign,
field,"account.account,currency_id",0,Currency,Valuta,
field,"account.account,parent_id",0,Parents,Föräldrar,
field,"account.account,note",0,Note,Anteckning,
field,"account.account,protected",0,Protected,Skyddad,
field,"account.account,date_maturity",0,Maturity Date,
field,"account.account,debit",0,Debit,
field,"account.account,active",0,Active,Aktiv,
field,"account.account,child_id",0,Children,Barn,
field,"account.account,balance",0,Balance,Saldo,
field,"account.account,type",0,Account type,Kontotyp,
field,"account.account,reconcile",0,Reconcile,
field,"account.account.type,code",0,Code,Kod,
field,"account.account.type,name",0,Acc. Type Name,
model,"account.account.type,name",1,Receivable,
model,"account.account.type,name",2,Payable,
model,"account.account.type,name",3,View,Visa,
model,"account.account.type,name",4,Income,Inkomst,
model,"account.account.type,name",5,Expense,Utgift,
model,"account.account.type,name",6,Tax,Skatt,
model,"account.account.type,name",7,Cash,Kontant,
model,"account.account.type,name",8,Asset,Tillgång,
model,"account.account.type,name",9,Equity,
field,"account.account.type,code_from",0,Code From,
field,"account.account.type,sequence",0,Sequence,Sekvens,
field,"account.account.type,close_method",0,Deferral Method,
selection,"account.account.type,close_method",0,None,Ingen,
selection,"account.account.type,close_method",0,Balance,Saldo,
selection,"account.account.type,close_method",0,Detail,
selection,"account.account.type,close_method",0,Unreconciled,
field,"account.account.type,partner_account",0,Partner account,
field,"account.account.type,code_to",0,Code To,
field,"account.bank,account_nr",0,Account Nr,Kontonummer,
field,"account.bank,code",0,Code,Kod,
field,"account.bank,name",0,Bank Name,
field,"account.bank,journal_id",0,Journal,
field,"account.bank,note",0,Notes,Anteckningar,Anteckningar,
field,"account.bank,bank_account_ids",0,Bank accounts,Bankkonton,
field,"account.bank,partner_id",0,Partner,Partner,
field,"account.bank.account,code",0,Code,Kod,
field,"account.bank.account,name",0,Bank Name,Banknamn,
field,"account.bank.account,bank_id",0,Bank,Bank,
field,"account.bank.account,currency_id",0,Currency,Valuta,
field,"account.bank.account,iban",0,Partner,Partner,
field,"account.bank.account,account_id",0,Account,Konto,
field,"account.bank.statement,name",0,Name,Namn,
field,"account.bank.statement,balance_end",0,Ending Balance (computed),
field,"account.bank.statement,balance_start",0,Starting Balance,
field,"account.bank.statement,state",0,State,Status,
selection,"account.bank.statement,state",0,Draft,Utdrag,
selection,"account.bank.statement,state",0,Done,Klar,
field,"account.bank.statement,mode",0,Creation Mode,
selection,"account.bank.statement,mode",0,Manual,Manuell,
selection,"account.bank.statement,mode",0,Automatic,Automatisk,
field,"account.bank.statement,date",0,Date,Datum,
field,"account.bank.statement,line_ids",0,Move lines,
field,"account.bank.statement,balance_end_real",0,Ending Balance (real),
field,"account.bank.statement,account_id",0,Bank Account,
field,"account.budget.post,code",0,Number,
field,"account.budget.post,name",0,Label,Etikett,
field,"account.budget.post,parent_id",0,Parent item,
field,"account.budget.post,dotation_ids",0,Expenses,Utgifter,
field,"account.budget.post,account_ids",0,Accounts,Konton,
field,"account.budget.post,sens",0,Direction,Riktning,
selection,"account.budget.post,sens",0,Charge,
selection,"account.budget.post,sens",0,Product,Produkt,
field,"account.budget.post.dotation,post_id",0,Item,
field,"account.budget.post.dotation,amount",0,Montant,
field,"account.budget.post.dotation,period_id",0,Period,Period,
field,"account.budget.post.dotation,name",0,Name,Namn,
field,"account.budget.post.dotation,quantity",0,Quantite,
field,"account.currency,digits",0,Displayed Digits,
field,"account.currency,code",0,Code,Kod,
field,"account.currency,name",0,Currency,Valuta,
field,"account.currency,active",0,Active,Aktiv,
field,"account.currency,rate",0,Relative Change rate,
field,"account.currency,date",0,Last rate update,
field,"account.currency,accuracy",0,Computational Accuracy,
field,"account.fiscalyear,organisation_id",0,Company,Företag,
field,"account.fiscalyear,date_stop",0,End date,
field,"account.fiscalyear,code",0,Code,Kod,
field,"account.fiscalyear,name",0,Fiscal Year,
field,"account.fiscalyear,date_start",0,Start date,
field,"account.fiscalyear,period_ids",0,Periods,Perioder,
field,"account.fiscalyear,state",0,State,Status,
selection,"account.fiscalyear,state",0,Draft,Utdrag,
selection,"account.fiscalyear,state",0,Done,Klar,
field,"account.invoice,origin",0,Origin,Ursprung,
field,"account.invoice,comment",0,Additionnal Information,
field,"account.invoice,date_due",0,Due Date,
field,"account.invoice,reference",0,Invoice Reference,
field,"account.invoice,payment_term",0,Payment term,Betalningsvillkor,
field,"account.invoice,partner_contact",0,Partner Contact,
field,"account.invoice,number",0,Invoice Number,
field,"account.invoice,address_invoice_id",0,Invoice Address,
field,"account.invoice,partner_id",0,Partner,Partner,
field,"account.invoice,amount_untaxed",0,Untaxed Amount,
field,"account.invoice,tax_line",0,Tax Lines,
field,"account.invoice,journal_id",0,Journal,
field,"account.invoice,amount_tax",0,Tax Amount,
field,"account.invoice,state",0,State,Status,
selection,"account.invoice,state",0,Draft,Utdrag,
selection,"account.invoice,state",0,Pro-forma,
selection,"account.invoice,state",0,Open,Öppen,
selection,"account.invoice,state",0,Paid,Betald,
selection,"account.invoice,state",0,Canceled,Avbruten,
field,"account.invoice,project_id",0,Profit/Cost Ctr,
field,"account.invoice,type",0,Type,Typ,
selection,"account.invoice,type",0,Customer Invoice,
selection,"account.invoice,type",0,Supplier Invoice,
selection,"account.invoice,type",0,Customer Refund,
selection,"account.invoice,type",0,Supplier Refund,
field,"account.invoice,invoice_line",0,Invoice Lines,
field,"account.invoice,account_id",0,Dest Account,
field,"account.invoice,date_invoice",0,Date Invoiced,
field,"account.invoice,partner_ref",0,Partner Reference,
field,"account.invoice,move_id",0,Invoice Movement,
field,"account.invoice,amount_total",0,Total Amount,
field,"account.invoice,name",0,Invoice Description,
field,"account.invoice,address_contact_id",0,Contact Address,
field,"account.invoice.line,uos_id",0,Unit of Sale,
field,"account.invoice.line,name",0,Description,Beskrivning,
field,"account.invoice.line,invoice_id",0,Invoice Ref,
field,"account.invoice.line,price_unit",0,Unit Price,
field,"account.invoice.line,price_subtotal",0,Subtotal,
field,"account.invoice.line,invoice_line_tax_id",0,Taxes,Skatter,
field,"account.invoice.line,quantity",0,Quantity,Kvantitet,
