"id","parent_id","active","name","code","account_type","reconcile","non_trade"
"l10n_mz_account_622","l10n_mz_account_group_62","True","Remuneration of employees","622","expense","False",""
"l10n_mz_account_623","l10n_mz_account_group_62","True","Charges on remuneration","623","expense","False",""
"l10n_mz_account_6251","l10n_mz_account_group_625","True","Allowances - Taxable","6251","expense","False",""
"l10n_mz_account_6252","l10n_mz_account_group_625","True","Allowances - Non taxable","6252","expense","False",""
"l10n_mz_account_6261","l10n_mz_account_group_626","True","Indemnities - Insurable risk","6261","expense","False",""
"l10n_mz_account_6262","l10n_mz_account_group_626","True","Indemnities - Other","6262","expense","False",""
"l10n_mz_account_627","l10n_mz_account_group_62","True","Insurance covering accidents at work and occupational diseases","627","expense","False",""
"l10n_mz_account_628","l10n_mz_account_group_62","True","Expenses of social nature","628","expense","False",""
"l10n_mz_account_629","l10n_mz_account_group_62","True","Other staff expenses","629","expense","False",""
"l10n_mz_account_631","l10n_mz_account_group_63","True","Subcontracts","631","expense","False",""
"l10n_mz_account_63211","l10n_mz_account_group_632","True","Water","63211","expense","False",""
"l10n_mz_account_63212","l10n_mz_account_group_632","True","Electricity","63212","expense","False",""
"l10n_mz_account_63213","l10n_mz_account_group_632","True","Fuel","63213","expense","False",""
"l10n_mz_account_63214","l10n_mz_account_group_632","True","Fast wear and tear tools","63214","expense","False",""
"l10n_mz_account_63215","l10n_mz_account_group_632","True","Maintenance and repair material","63215","expense","False",""
"l10n_mz_account_63216","l10n_mz_account_group_632","True","Stationary","63216","expense","False",""
"l10n_mz_account_63217","l10n_mz_account_group_632","True","Technical books and documentation","63217","expense","False",""
"l10n_mz_account_63218","l10n_mz_account_group_632","True","Gifts","63218","expense","False",""
"l10n_mz_account_63221","l10n_mz_account_group_632","True","Maintenance and repair","63221","expense","False",""
"l10n_mz_account_63222","l10n_mz_account_group_632","True","Freight services","63222","expense","False",""
"l10n_mz_account_63223","l10n_mz_account_group_632","True","Staff transport","63223","expense","False",""
"l10n_mz_account_63224","l10n_mz_account_group_632","True","Communications","63224","expense","False",""
"l10n_mz_account_63225","l10n_mz_account_group_632","True","Fees","63225","expense","False",""
"l10n_mz_account_63226","l10n_mz_account_group_632","True","Commissions to intermediaries","63226","expense","False",""
"l10n_mz_account_632271","l10n_mz_account_group_63227","True","Advertising – Campaigns","632271","expense","False",""
"l10n_mz_account_632272","l10n_mz_account_group_63227","True","Advertising - Other","632272","expense","False",""
"l10n_mz_account_632281","l10n_mz_account_group_63228","True","Travel and accommodation – In business","632281","expense","False",""
"l10n_mz_account_632282","l10n_mz_account_group_63228","True","Travel and accommodation - Other","632282","expense","False",""
"l10n_mz_account_63229","l10n_mz_account_group_632","True","Entertainment expenses","63229","expense","False",""
"l10n_mz_account_63231","l10n_mz_account_group_632","True","Litigation and notary expenses","63231","expense","False",""
"l10n_mz_account_632321","l10n_mz_account_group_63232","True","Hire and rental charges - Finance lease","632321","expense","False",""
"l10n_mz_account_632331","l10n_mz_account_group_63233","True","Life, personal accidents and disease insurance","632331","expense","False",""
"l10n_mz_account_63234","l10n_mz_account_group_632","True","Royalties","63234","expense","False",""
"l10n_mz_account_63235","l10n_mz_account_group_632","True","Cleaning, hygiene and comfort expenses","63235","expense","False",""
"l10n_mz_account_63236","l10n_mz_account_group_632","True","Surveillance and security","63236","expense","False",""
"l10n_mz_account_63237","l10n_mz_account_group_632","True","Specialised services","63237","expense","False",""
"l10n_mz_account_63299","l10n_mz_account_group_632","True","Other supplies of goods and services","63299","expense","False",""
"l10n_mz_account_641","l10n_mz_account_group_64","True","Adjustments from inventories to net realisable value","641","expense","False",""
"l10n_mz_account_642","l10n_mz_account_group_64","True","Adjustments from Financial investments","642","expense","False",""
"l10n_mz_account_643","l10n_mz_account_group_64","True","Adjustments from Investment property","643","expense","False",""
"l10n_mz_account_6441","l10n_mz_account_group_644","True","Receivables – adjustments within tax limits","6441","expense","False",""
"l10n_mz_account_6442","l10n_mz_account_group_644","True","Receivables – adjustments beyond tax limits","6442","expense","False",""
"l10n_mz_account_651","l10n_mz_account_group_65","True","Depreciation and amortisation for the period - Tangible assets","651","expense_depreciation","False",""
"l10n_mz_account_652","l10n_mz_account_group_65","True","Depreciation and amortisation for the period - Intangible assets","652","expense_depreciation","False",""
"l10n_mz_account_653","l10n_mz_account_group_65","True","Depreciation and amortisation for the period - Investment property","653","expense_depreciation","False",""
"l10n_mz_account_661","l10n_mz_account_group_66","True","Provisions for the period - Outstanding legal matters","661","expense","False",""
"l10n_mz_account_662","l10n_mz_account_group_66","True","Provisions for the period - Accidents at work and occupational diseases","662","expense","False",""
"l10n_mz_account_663","l10n_mz_account_group_66","True","Provisions for the period - Taxes","663","expense","False",""
"l10n_mz_account_664","l10n_mz_account_group_66","True","Provisions for the period - Business restructuring","664","expense","False",""
"l10n_mz_account_665","l10n_mz_account_group_66","True","Provisions for the period - Onerous contracts","665","expense","False",""
"l10n_mz_account_666","l10n_mz_account_group_66","True","Provisions for the period - Warranty obligations","666","expense","False",""
"l10n_mz_account_667","l10n_mz_account_group_66","True","Provisions for the period - Losses on construction contracts","667","expense","False",""
"l10n_mz_account_669","l10n_mz_account_group_66","True","Provisions for the period - Other","669","expense","False",""
"l10n_mz_account_681","l10n_mz_account_group_68","True","Research expenses","681","expense","False",""
"l10n_mz_account_6821","l10n_mz_account_group_682","True","Custom duties","6821","expense","False",""
"l10n_mz_account_6822","l10n_mz_account_group_682","True","Value added tax","6822","expense","False",""
"l10n_mz_account_6823","l10n_mz_account_group_682","True","Stamp duty","6823","expense","False",""
"l10n_mz_account_6824","l10n_mz_account_group_682","True","Taxes on vehicles","6824","expense","False",""
"l10n_mz_account_6825","l10n_mz_account_group_682","True","Municipal taxes","6825","expense","False",""
"l10n_mz_account_6831","l10n_mz_account_group_683","True","Disposals","6831","expense","False",""
"l10n_mz_account_6832","l10n_mz_account_group_683","True","Retirements","6832","expense","False",""
"l10n_mz_account_6833","l10n_mz_account_group_683","True","claims on capital investments","6833","expense","False",""
"l10n_mz_account_6841","l10n_mz_account_group_684","True","claims on inventories and biological assets","6841","expense","False",""
"l10n_mz_account_6842","l10n_mz_account_group_684","True","Breaks","6842","expense","False",""
"l10n_mz_account_6849","l10n_mz_account_group_684","True","Other Losses in inventories and biological assets","6849","expense","False",""
"l10n_mz_account_6891","l10n_mz_account_group_689","True","Contributions","6891","expense","False",""
"l10n_mz_account_6892","l10n_mz_account_group_689","True","Confidential expenses","6892","expense","False",""
"l10n_mz_account_6893","l10n_mz_account_group_689","True","Gifts and inventory samples","6893","expense","False",""
"l10n_mz_account_6894","l10n_mz_account_group_689","True","Social responsibility programs","6894","expense","False",""
"l10n_mz_account_68951","l10n_mz_account_group_6895","True","Donations to the State","68951","expense","False",""
"l10n_mz_account_68952","l10n_mz_account_group_6895","True","Donations - Other patronage","68952","expense","False",""
"l10n_mz_account_6896","l10n_mz_account_group_689","True","Fines and penalties","6896","expense","False",""
"l10n_mz_account_6899","l10n_mz_account_group_689","True","Other operating expenses","6899","expense","False",""
"l10n_mz_account_6911","l10n_mz_account_group_691","True","Bank loans expenses","6911","expense","False",""
"l10n_mz_account_6913","l10n_mz_account_group_691","True","Expenses on Loans from partners, shareholders or owners","6913","expense","False",""
"l10n_mz_account_6914","l10n_mz_account_group_691","True","Expenses on Other borrowing","6914","expense","False",""
"l10n_mz_account_6915","l10n_mz_account_group_691","True","Securities discount","6915","expense","False",""
"l10n_mz_account_69161","l10n_mz_account_group_6916","True","Interest of default payments","69161","expense","False",""
"l10n_mz_account_69162","l10n_mz_account_group_6916","True","Compensatory interest","69162","expense","False",""
"l10n_mz_account_6919","l10n_mz_account_group_691","True","Other interest","6919","expense","False",""
"l10n_mz_account_6941","l10n_mz_account_group_694","True","Foreign exchange losses - Realised","6941","expense","False",""
"l10n_mz_account_6942","l10n_mz_account_group_694","True","Foreign exchange losses - Unrealised","6942","expense","False",""
"l10n_mz_account_695","l10n_mz_account_group_69","True","Cash discounts granted","695","expense","False",""
"l10n_mz_account_6981","l10n_mz_account_group_698","True","Bank charges","6981","expense","False",""
"l10n_mz_account_6989","l10n_mz_account_group_698","True","Other finance costs and losses","6989","expense","False",""
"l10n_mz_account_711","l10n_mz_account_group_71","True","Sales - Goods","711","income","False",""
"l10n_mz_account_712","l10n_mz_account_group_71","True","Sales - Finished and intermediate goods","712","income","False",""
"l10n_mz_account_713","l10n_mz_account_group_71","True","Sales - By-products, waste and scrap","713","income","False",""
"l10n_mz_account_714","l10n_mz_account_group_71","True","Sales - Biological assets","714","income","False",""
"l10n_mz_account_715","l10n_mz_account_group_71","True","Sales - VAT from sales with tax included","715","income_other","False",""
"l10n_mz_account_716","l10n_mz_account_group_71","True","Sales - Return of goods sold","716","income","False",""
"l10n_mz_account_717","l10n_mz_account_group_71","True","Sales - Discounts and rebates","717","income_other","False",""
"l10n_mz_account_721","l10n_mz_account_group_72","True","Services rendered","721","income_other","False",""
"l10n_mz_account_722","l10n_mz_account_group_72","True","VAT from services rendered with tax included","722","income_other","False",""
"l10n_mz_account_726","l10n_mz_account_group_72","True","Discounts and rebates Services","726","income_other","False",""
"l10n_mz_account_731","l10n_mz_account_group_73","True","Work performed by the entity and capitalised - financial investments","731","income","False",""
"l10n_mz_account_732","l10n_mz_account_group_73","True","Work performed by the entity and capitalised - Tangible assets","732","income","False",""
"l10n_mz_account_733","l10n_mz_account_group_73","True","Work performed by the entity and capitalised - Intangible assets","733","income","False",""
"l10n_mz_account_734","l10n_mz_account_group_73","True","Work performed by the entity and capitalised - Assets under construction","734","income","False",""
"l10n_mz_account_7411","l10n_mz_account_group_741","True","Reversals for the period from adjustments of inventories to net realisable value","7411","income_other","False",""
"l10n_mz_account_7412","l10n_mz_account_group_741","True","Reversals for the period from adjustments of Financial investments","7412","income_other","False",""
"l10n_mz_account_7413","l10n_mz_account_group_741","True","Reversals for the period from adjustments of Tangible assets","7413","income_other","False",""
"l10n_mz_account_7414","l10n_mz_account_group_741","True","Reversals for the period from adjustments of Receivables","7414","income_other","False",""
"l10n_mz_account_7421","l10n_mz_account_group_742","True","Reversals from depreciation - Tangible assets","7421","income_other","False",""
"l10n_mz_account_7422","l10n_mz_account_group_742","True","Reversals from depreciation - Intangible assets","7422","income_other","False",""
"l10n_mz_account_7423","l10n_mz_account_group_742","True","Reversals from depreciation - Investment property","7423","income_other","False",""
"l10n_mz_account_7431","l10n_mz_account_group_743","True","Reversals from provisions - Outstanding legal matters","7431","income_other","False",""
"l10n_mz_account_7432","l10n_mz_account_group_743","True","Reversals from provisions - Accidents at work and occupational diseases","7432","income_other","False",""
"l10n_mz_account_7433","l10n_mz_account_group_743","True","Reversals from provisions - Taxes","7433","income_other","False",""
"l10n_mz_account_7434","l10n_mz_account_group_743","True","Reversals from provisions - Business restructuring","7434","income_other","False",""
"l10n_mz_account_7435","l10n_mz_account_group_743","True","Reversals from provisions - Onerous contracts","7435","income_other","False",""
"l10n_mz_account_7436","l10n_mz_account_group_743","True","Reversals from provisions - Warranty obligations","7436","income_other","False",""
"l10n_mz_account_7437","l10n_mz_account_group_743","True","Reversals from provisions - Losses on construction contracts","7437","income_other","False",""
"l10n_mz_account_7439","l10n_mz_account_group_743","True","Reversals from provisions - Other provisions","7439","income_other","False",""
"l10n_mz_account_75","l10n_mz_account_group_7","True","Supplementary income","75","income_other","False",""
"l10n_mz_account_7611","l10n_mz_account_group_761","True","Grants for investments from State and other public entities","7611","income_other","False",""
"l10n_mz_account_7619","l10n_mz_account_group_761","True","Grants for investments from other entities","7619","income_other","False",""
"l10n_mz_account_7621","l10n_mz_account_group_762","True","Operating grants from State and other public entities","7621","income_other","False",""
"l10n_mz_account_7629","l10n_mz_account_group_762","True","Operating grants from other entities","7629","income_other","False",""
"l10n_mz_account_7631","l10n_mz_account_group_763","True","Profit on disposals from capital investments","7631","income_other","False",""
"l10n_mz_account_7632","l10n_mz_account_group_763","True","Profit on claims from capital investments","7632","income_other","False",""
"l10n_mz_account_7641","l10n_mz_account_group_764","True","Profit on claims in inventories and biological assets","7641","income_other","False",""
"l10n_mz_account_7642","l10n_mz_account_group_764","True","Profit on scrap","7642","income_other","False",""
"l10n_mz_account_7649","l10n_mz_account_group_764","True","Other gains in inventories and biological assets","7649","income_other","False",""
"l10n_mz_account_7691","l10n_mz_account_group_769","True","Tax refund","7691","income_other","False",""
"l10n_mz_account_7692","l10n_mz_account_group_769","True","Benefits from contractual penalties","7692","income_other","False",""
"l10n_mz_account_7693","l10n_mz_account_group_769","True","Excess of tax estimate","7693","income_other","False",""
"l10n_mz_account_7699","l10n_mz_account_group_769","True","Other income","7699","income_other","False",""
"l10n_mz_account_7811","l10n_mz_account_group_781","True","Interest received - Bank deposits","7811","income","False",""
"l10n_mz_account_7812","l10n_mz_account_group_781","True","Interest received - Loans","7812","income","False",""
"l10n_mz_account_7814","l10n_mz_account_group_781","True","Other cash investments","7814","income","False",""
"l10n_mz_account_7819","l10n_mz_account_group_781","True","Other interest","7819","income","False",""
"l10n_mz_account_782","l10n_mz_account_group_78","True","Income from investment property","782","income","False",""
"l10n_mz_account_783","l10n_mz_account_group_78","True","Income from financial investments","783","income","False",""
"l10n_mz_account_7841","l10n_mz_account_group_784","True","Foreign exchange gains - Realised","7841","income","False",""
"l10n_mz_account_7842","l10n_mz_account_group_784","True","Foreign exchange gains - Unrealised","7842","income","False",""
"l10n_mz_account_785","l10n_mz_account_group_78","True","Discounts on cash payments","785","income","False",""
"l10n_mz_account_789","l10n_mz_account_group_78","True","Other financial income and gains","789","income","False",""
"l10n_mz_account_85","","True","Income tax","85","expense","False",""
