"id","name","code","account_type","active","reconcile","non_trade","parent_id","description","name@ar_001","depreciation_model_id","description@ar"
"uae_account_423540","Professional Liability Insurance","423540","expense","True","False","","uae_account_420000","Insurance for damage caused to third parties","تأمين المسؤولية المهنية","","التأمين ضد الأضرار التي تلحق بالغير"
"uae_account_423600","Gifts & Donations","423600","expense","True","False","","uae_account_420000","Business gifts to clients over 210 AED","الهدايا والتبرعات","","هدايا الشركات للعملاء التي تتجاوز قيمتها 22يال سعودي"
"uae_account_423700","Courier","423700","expense","True","False","","uae_account_420000","Expenses for courier and parcel delivery services.","الشحن","","نفقات خدمات البريد السريع وتسليم الطرود."
"uae_account_423800","Other - Advertising Expenses","423800","expense","True","False","","uae_account_420000","Publicity fees for your activity, including promotional material","غير ذلك - تكاليف الإعلان","","رسوم الدعاية لنشاطك، بما في ذلك المواد الترويجية"
"uae_account_423900","Amortization on Leasehold Improvement","423900","expense_depreciation","True","False","","uae_account_420000","Expenses for amortizing leasehold improvement costs.","إهلاك تحسينات العقارات المؤجرة","","نفقات إهلاك تكاليف تحسينات حق الانتفاع بالعقار"
"uae_account_424000","Depreciation on Right of Use Asset (IFRS 16)","424000","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of right-of-use assets under IFRS 16.","الإهلاك لأصل حق الاستخدام (IFRS 16)","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة أصول حق الاستخدام وفقًا للمعيار الدولي لإعداد التقارير المالية IFRS 16."
"uae_account_424100","Depreciation Of Furniture & Office Equipment","424100","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of furniture and office equipment over their useful life.","إهلاك الأثاث والمعدات المكتبية","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأثاث والمعدات المكتبية على مدى عمرها الإنتاجي."
"uae_account_424200","Depreciation Of Computer Hard & Soft","424200","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of computer hardware and software over their useful life.","إهلاك أجهزة الكمبيوتر الثابتة والبرمجيات","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة أجهزة وبرامج الحاسوب على مدى عمرها الإنتاجي."
"uae_account_424300","Depreciation Of Motor Vehicles","424300","expense_depreciation","True","False","","uae_account_420000","Expenses depreciation of the cost of motor vehicles over their useful life.","إهلاك المركبات ذات المحركات","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة المركبات على مدى عمرها الإنتاجي."
"uae_account_424400","Depreciation of Construction","424400","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of construction-related assets over their useful life.","إهلاك البناء","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول المتعلقة بالإنشاء على مدى عمرها الإنتاجي."
"uae_account_424500","Depreciation of Installations","424500","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of installation-related assets over their useful life.","إهلاك المنشآت","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول المتعلقة بالتركيب على مدى عمرها الإنتاجي."
"uae_account_424600","Depreciation of Machine & Tools","424600","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of machinery and tools over their useful life.","إهلاك الآلات والأدوات","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الآلات والأدوات على مدى عمرها الإنتاجي."
"uae_account_424700","Depreciation of Other Property","424700","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of other property assets over their useful life.","إهلاك الممتلكات الأخرى","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة الأصول العقارية الأخرى على مدى عمرها الإنتاجي."
"uae_account_424800","Depreciation of Vehicle Aceessories","424800","expense_depreciation","True","False","","uae_account_420000","Expenses for depreciation of vehicle accessories over their useful life.","إهلاك ملحقات السيارة","","نفقات الإهلاك الناتجة عن التوزيع المنهجي لتكلفة ملحقات المركبات على مدى عمرها الإنتاجي."
"uae_account_424900","Others","424900","expense","True","False","","uae_account_420000","Expenses for miscellaneous items not classified elsewhere.","غير ذلك","","نفقات العناصر المتنوعة غير المصنفة في مكان آخر."
"uae_account_430000","Finance Costs","430000","expense","False","False","","","","","",""
"uae_account_430100","Other Bank Charges","430100","expense","True","False","","uae_account_430000","Nasty charges and interests from your bank","الرسوم البنكية الأخرى","","رسوم وفوائد باهظة من البنك الخاص بك"
"uae_account_430200","Credit Card Charges","430200","expense","True","False","","uae_account_430000","Fees charged by banks for credit card transactions.","رسوم بطاقة الائتمان","","الرسوم التي تفرضها البنوك على معاملات البطاقات الائتمانية."
"uae_account_430300","Bank Finance & Loan Charges","430300","expense","True","False","","uae_account_430000","Expenses for interest and charges on bank loans or facilities.","الرسوم البنكية للتمويل والقروض","","نفقات الفوائد والرسوم على القروض أو التسهيلات المصرفية."
"uae_account_430400","Air Miles Card Charges","430400","expense","True","False","","uae_account_430000","Fees associated with corporate air miles or rewards cards.","رسوم بطاقة Air Miles","","الرسوم المرتبطة ببطاقات المكافآت أو الأميال الجوية للشركات."
"uae_account_430500","Credit Card Swipe Charges","430500","expense","True","False","","uae_account_430000","Fees for processing payments through credit card terminals.","رسوم استخدام البطاقة الائتمانية","","رسوم معالجة المدفوعات عبر أجهزة بطاقات الائتمان."
"uae_account_430600","PayPal Charges","430600","expense","True","False","","uae_account_430000","Fees paid for processing payments through PayPal.","رسوم PayPal","","الرسوم المدفوعة لمعالجة المدفوعات عبر PayPal."
"uae_account_430700","Loss on Difference on Exchange","430700","expense","True","False","","uae_account_430000","Losses from unfavorable foreign exchange rate differences.","الخسارة الناجمة عن فرق سعر صرف العملة","","الخسائر الناجمة عن فروق أسعار الصرف غير المواتية."
"uae_account_430800","Cash Discount Loss","430800","expense","True","False","","uae_account_430000","Reductions in revenue from discounts granted for early payments.","خسائر الخصومات النقدية","","انخفاض الإيرادات جراء الخصومات الممنوحة في حالة الدفع المبكر."
"uae_account_440000","Other and Non-Operating Costs","440000","expense","False","False","","","","","",""
"uae_account_440100","Write Off Receivables & Payables","440100","expense","True","False","","uae_account_440000","Expenses from uncollectible receivables or unrecoverable payables.","شطب المستحقات والمدفوعات","","النفقات من المستحقات غير القابلة للتحصيل أو المدفوعات غير القابلة للاسترداد."
"uae_account_440200","Write Off Inventory","440200","expense","True","False","","uae_account_440000","Expenses for inventory items written off as obsolete or lost.","شطب المخزون","","نفقات بنود المخزون التي تم شطبها باعتبارها متقادمة أو مفقودة."
"uae_account_440300","Provision for Doubtful Debts","440300","expense","True","False","","uae_account_440000","Expenses for estimated uncollectible customer receivables.","مخصصات الديون المشكوك في تحصيلها","","نفقات مستحقات العملاء التي يُقدر أنها غير قابلة للتحصيل."
"uae_account_440400","Cash Shortage","440400","expense","True","False","","uae_account_440000","Losses from shortages identified during cash counts.","نقص السيولة النقدية","","الخسائر الناجمة عن النقص الذي تم تحديده أثناء عمليات الجرد النقدي."
"uae_account_440500","Others - Provision & Write off","440500","expense","True","False","","uae_account_440000","Expenses for provisions and write-offs not classified elsewhere.","غير ذلك - المخصصات والشطب","","نفقات المخصصات والشطب غير المصنفة في مكان آخر."
"uae_account_440600","Amortisation of Preoperating Expenses","440600","expense","True","False","","uae_account_440000","Expenses for amortizing preoperating and startup costs.","إهلاك نفقات ما قبل التشغيل","","نفقات إهلاك تكاليف ما قبل التشغيل وتكاليف بدء التشغيل."
"uae_account_440700","Loss On Fixed Assets Disposal","440700","expense","True","False","","uae_account_440000","Losses recognized on the disposal of fixed assets.","الخسارة الناجمة عن التصرف في الأصول الثابتة","","الخسائر المعترف بها عند بيع الأصول الثابتة."
"uae_account_440800","Disposal of Business Branch","440800","expense","True","False","","uae_account_440000","Losses related to the disposal of a business branch.","التصرف في الفرع التجاري","","الخسائر المتعلقة بالتصرف في فرع من فروع الأعمال."
"uae_account_440900","Income Tax","440900","expense","True","False","","uae_account_440000","Taxes levied on the company's taxable income.","ضريبة الدخل","","الضرائب المفروضة على الدخل الخاضع للضريبة للشركة."
"uae_account_441000","Previous Year Adjustments Account","441000","expense","True","False","","uae_account_440000","Adjustments for prior year accounting corrections or accruals.","حساب تعديلات السنة السابقة","","التعديلات المتعلقة بالتصحيحات أو المستحقات المحاسبية للسنة السابقة."
"uae_account_441100","Property Tax","441100","expense","True","False","","uae_account_440000","Local taxes that have to paid due to the ownership of property","ضريبة الممتلكات","","الضرائب المحلية التي يجب دفعها بسبب ملكية العقار"
"uae_account_441200","Other Non Operating Expenses","441200","expense","True","False","","uae_account_440000","Expenses not directly related to core business operations.","النفقات غير التشغيلية الأخرى","","النفقات غير المرتبطة مباشرة بالعمليات التجارية الأساسية."
"uae_account_441300","Closing Account","441300","expense","True","False","","uae_account_440000","Temporary account used for year-end closing adjustments.","الحساب الختامي","","حساب مؤقت يستخدم لتسويات إقفال السنة المالية."
"uae_account_500000","Operating Income","500000","income","False","False","","","","","",""
"uae_account_500100","Sales Account","500100","income","True","False","","uae_account_500000","","حساب المبيعات","",""
"uae_account_500200","Sales of I/C","500200","income","True","False","","uae_account_500000","","مبيعات I/C","",""
"uae_account_500300","Management Consultancy Fees","500300","income","True","False","","uae_account_500000","","رسوم الاستشارات الإدارية","",""
"uae_account_500400","Sales from Other Region","500400","income","True","False","","uae_account_500000","","المبيعات من مناطق أخرى","",""
"uae_account_500500","Advertising Income","500500","income","True","False","","uae_account_500000","","إيرادات الإعلانات","",""
"uae_account_500600","Branding Income","500600","income","True","False","","uae_account_500000","","دخل العلامة التجارية","",""
"uae_account_500700","Service Income","500700","income","True","False","","uae_account_500000","","الدخل الناتج عن الخدمات","",""
"uae_account_510000","Non-operating Income","510000","income_other","False","False","","","","","",""
"uae_account_510100","Space Rental Income","510100","income_other","True","False","","uae_account_510000","","إيرادات تأجير المساحات","",""
"uae_account_510200","Gain On Difference Of Exchange","510200","income_other","True","False","","uae_account_510000","","الأرباح الناجمة عن فرق سعر صرف العملة","",""
"uae_account_510300","Excess in Till","510300","income_other","True","False","","uae_account_510000","","الفائض في الصندوق","",""
"uae_account_510400","Capital Gain","510400","income_other","True","False","","uae_account_510000","","أرباح رأس المال","",""
"uae_account_510500","Cash Discount Gain","510500","income_other","True","False","","uae_account_510000","","أرباح الخصم النقدي","",""
"uae_account_510600","income_other","510600","income_other","True","False","","uae_account_510000","","الإيرادات الأخرى","",""
"uae_account_520000","Investment Income","520000","income_other","False","False","","","","","",""
"uae_account_520100","Finance Income","520100","income_other","True","False","","uae_account_520000","","","",""
"uae_account_520200","Interest Revenue","520200","income_other","True","False","","uae_account_520000","","إيرادات الفوائد","",""
"uae_account_600000","Equity","600000","equity","False","False","","","","","",""
"uae_account_601000","Share Capital","601000","equity","True","False","","uae_account_600000","","","",""
"uae_account_602000","Capital Contributions","602000","equity","True","False","","uae_account_600000","","","",""
"uae_account_603000","Statutory & Legal Reserves","603000","equity","True","False","","uae_account_600000","","","",""
"uae_account_604000","Retained Earnings","604000","equity","True","False","","uae_account_600000","","","",""
"uae_account_605000","Dividends paid","605000","equity","True","False","","uae_account_600000","","","",""
"uae_account_990300","Off-Balance Sheet Counterpart Account","990300","off_balance","True","False","","","","الحساب المقابل خارج الميزانية العمومية","",""
"uae_account_999999","Undistributed Profits/Losses","999999","equity_unaffected","True","False","","","","الأرباح/الخسائر غير الموزعة","",""
