"id","name","country_id"
"l10n_ng_tax_group_vat_0","VAT 0%","base.ng"
"l10n_ng_tax_group_vat_7_5","VAT 7.5%","base.ng"
"l10n_ng_tax_group_wh_5","Withholding 5%","base.ng"
"l10n_ng_tax_group_wh_10","Withholding 10%","base.ng"
