"id","name","country_id"
"ie_tax_group_vat_23","VAT 23%","base.ie"
"ie_tax_group_vat_13_5","VAT 13.5%","base.ie"
"ie_tax_group_vat_9","VAT 9%","base.ie"
"ie_tax_group_vat_4_8","VAT 4.8%","base.ie"
"ie_tax_group_vat_0","VAT 0%","base.ie"
