code|name|applies_to|active
10332021|{"en_US":"Fresh cut juanes pompon chrysanthemum"}|product|True
10332022|{"en_US":"Fresh cut kiato green pompon chrysanthemum"}|product|True
10332023|{"en_US":"Fresh cut kiato pompon chrysanthemum"}|product|True
10332024|{"en_US":"Fresh cut kiwi pompon chrysanthemum"}|product|True
10332025|{"en_US":"Fresh cut madeira pompon chrysanthemum"}|product|True
10332026|{"en_US":"Fresh cut magnet pompon chrysanthemum"}|product|True
10332027|{"en_US":"Fresh cut marimo pompon chrysanthemum"}|product|True
10332028|{"en_US":"Fresh cut matrix pompon chrysanthemum"}|product|True
10332029|{"en_US":"Fresh cut miletta pompon chrysanthemum"}|product|True
10332030|{"en_US":"Fresh cut monalisa pompon chrysanthemum"}|product|True
10332031|{"en_US":"Fresh cut omaha pompon chrysanthemum"}|product|True
10332032|{"en_US":"Fresh cut orinoco purple pompon chrysanthemum"}|product|True
10332033|{"en_US":"Fresh cut orinoco yellow pompon chrysanthemum"}|product|True
10332034|{"en_US":"Fresh cut pacific green pompon chrysanthemum"}|product|True
10332035|{"en_US":"Fresh cut puma white pompon chrysanthemum"}|product|True
10332036|{"en_US":"Fresh cut puma yellow pompon chrysanthemum"}|product|True
10332037|{"en_US":"Fresh cut purple mundial pompon chrysanthemum"}|product|True
10332038|{"en_US":"Fresh cut regatta pompon chrysanthemum"}|product|True
10332039|{"en_US":"Fresh cut remco pompon chrysanthemum"}|product|True
10332040|{"en_US":"Fresh cut royal mundial pompon chrysanthemum"}|product|True
10332041|{"en_US":"Fresh cut sabrina pompon chrysanthemum"}|product|True
10332042|{"en_US":"Fresh cut shakira white pompon chrysanthemum"}|product|True
10332043|{"en_US":"Fresh cut sharp pompon chrysanthemum"}|product|True
10332044|{"en_US":"Fresh cut shock pompon chrysanthemum"}|product|True
10332045|{"en_US":"Fresh cut sizzle green pompon chrysanthemum"}|product|True
10332046|{"en_US":"Fresh cut sizzle pink pompon chrysanthemum"}|product|True
10332047|{"en_US":"Fresh cut sizzle pompon chrysanthemum"}|product|True
10332048|{"en_US":"Fresh cut sizzle purple pompon chrysanthemum"}|product|True
10332049|{"en_US":"Fresh cut sizzle salmon pompon chrysanthemum"}|product|True
10332050|{"en_US":"Fresh cut sizzle yellow pompon chrysanthemum"}|product|True
10332051|{"en_US":"Fresh cut spain flag pompon chrysanthemum"}|product|True
10332052|{"en_US":"Fresh cut starburst or snowflake pompon chrysanthemum"}|product|True
10332053|{"en_US":"Fresh cut swan pompon chrysanthemum"}|product|True
10332054|{"en_US":"Fresh cut tedcha orange pompon chrysanthemum"}|product|True
10332055|{"en_US":"Fresh cut tender pompon chrysanthemum"}|product|True
10332056|{"en_US":"Fresh cut tinsel pompon chrysanthemum"}|product|True
10332057|{"en_US":"Fresh cut touch pompon chrysanthemum"}|product|True
10332058|{"en_US":"Fresh cut troyes pompon chrysanthemum"}|product|True
10332059|{"en_US":"Fresh cut valesca pompon chrysanthemum"}|product|True
10332060|{"en_US":"Fresh cut viking orange pompon chrysanthemum"}|product|True
10332061|{"en_US":"Fresh cut viking pompon chrysanthemum"}|product|True
10332062|{"en_US":"Fresh cut watch pompon chrysanthemum"}|product|True
10332063|{"en_US":"Fresh cut white needle pompon chrysanthemum"}|product|True
10332064|{"en_US":"Fresh cut white night pompon chrysanthemum"}|product|True
10332065|{"en_US":"Fresh cut yellow artist pompon chrysanthemum"}|product|True
10332066|{"en_US":"Fresh cut yellow fiction pompon chrysanthemum"}|product|True
10332067|{"en_US":"Fresh cut yellow sharp pompon chrysanthemum"}|product|True
10332100|{"en_US":"Fresh cut santini chrysanthemums"}|product|False
10332101|{"en_US":"Fresh cut alma pompon chrysanthemum"}|product|True
10332102|{"en_US":"Fresh cut baron pompon chrysanthemum"}|product|True
10332103|{"en_US":"Fresh cut bernardo pompon chrysanthemum"}|product|True
10332104|{"en_US":"Fresh cut bistro pompon chrysanthemum"}|product|True
10332105|{"en_US":"Fresh cut bodega pompon chrysanthemum"}|product|True
10332106|{"en_US":"Fresh cut breeze pompon chrysanthemum"}|product|True
10332107|{"en_US":"Fresh cut bronze centella pompon chrysanthemum"}|product|True
10332108|{"en_US":"Fresh cut costa white pompon chrysanthemum"}|product|True
10332109|{"en_US":"Fresh cut creta pompon chrysanthemum"}|product|True
10332110|{"en_US":"Fresh cut deliflame pompon chrysanthemum"}|product|True
10332111|{"en_US":"Fresh cut delilah pompon chrysanthemum"}|product|True
10332112|{"en_US":"Fresh cut digit pompon chrysanthemum"}|product|True
10332113|{"en_US":"Fresh cut evilio pompon chrysanthemum"}|product|True
10332114|{"en_US":"Fresh cut furense pompon chrysanthemum"}|product|True
10332115|{"en_US":"Fresh cut guide pompon chrysanthemum"}|product|True
10332116|{"en_US":"Fresh cut kerry pompon chrysanthemum"}|product|True
10332117|{"en_US":"Fresh cut kess pompon chrysanthemum"}|product|True
10332118|{"en_US":"Fresh cut lima pompon chrysanthemum"}|product|True
10332119|{"en_US":"Fresh cut lupo pompon chrysanthemum"}|product|True
10332120|{"en_US":"Fresh cut orange lineker pompon chrysanthemum"}|product|True
10332121|{"en_US":"Fresh cut panuco red pompon chrysanthemum"}|product|True
10332122|{"en_US":"Fresh cut pink costa pompon chrysanthemum"}|product|True
10332123|{"en_US":"Fresh cut raphael pompon chrysanthemum"}|product|True
10332124|{"en_US":"Fresh cut refine pompon chrysanthemum"}|product|True
10332125|{"en_US":"Fresh cut regalis pompon chrysanthemum"}|product|True
10332126|{"en_US":"Fresh cut renella pompon chrysanthemum"}|product|True
10332127|{"en_US":"Fresh cut return pompon chrysanthemum"}|product|True
10332128|{"en_US":"Fresh cut river pompon chrysanthemum"}|product|True
10332129|{"en_US":"Fresh cut sabas pompon chrysanthemum"}|product|True
10332130|{"en_US":"Fresh cut target pompon chrysanthemum"}|product|True
10332131|{"en_US":"Fresh cut text pompon chrysanthemum"}|product|True
10332132|{"en_US":"Fresh cut yellow stallion pompon chrysanthemum"}|product|True
10341500|{"en_US":"Fresh cut rose bouquets"}|product|False
10341501|{"en_US":"Fresh cut blue or lavender or purple rose bouquet"}|product|True
10341600|{"en_US":"Fresh cut carnation bouquets"}|product|False
10341601|{"en_US":"Fresh cut burgundy bi color carnation bouquet"}|product|True
10341700|{"en_US":"Fresh cut mini carnation bouquets"}|product|False
10341701|{"en_US":"Fresh cut burgundy mini carnation bouquet"}|product|True
10341800|{"en_US":"Fresh cut lily bouquets"}|product|False
10341801|{"en_US":"Fresh cut asiatic black out lily bouquet"}|product|True
10341900|{"en_US":"Fresh cut pompon chrysanthemum bouquets"}|product|False
10341901|{"en_US":"Fresh cut daisy pompon chrysanthemum bouquet"}|product|True
10342000|{"en_US":"Fresh cut alstroemeria bouquets"}|product|False
10342001|{"en_US":"Fresh cut agropoli alstroemeria bouquet"}|product|True
10342100|{"en_US":"Fresh cut tropical flower bouquets"}|product|False
10342101|{"en_US":"Fresh cut dendrobium orchid bouquet"}|product|True
10342200|{"en_US":"Fresh cut mixed floral bouquets"}|product|False
10342201|{"en_US":"Fresh cut rose carnation peony bouquet"}|product|True
10351500|{"en_US":"Fresh cut single bloom carnations"}|product|False
10351501|{"en_US":"Fresh cut single bloom burgundy bi color carnation"}|product|True
10351502|{"en_US":"Fresh cut single bloom burgundy carnation"}|product|True
10351503|{"en_US":"Fresh cut single bloom cinderella carnation"}|product|True
10351504|{"en_US":"Fresh cut single bloom cream bi color carnation"}|product|True
10351505|{"en_US":"Fresh cut single bloom cream carnation"}|product|True
10351506|{"en_US":"Fresh cut single bloom green or prado carnation"}|product|True
10351507|{"en_US":"Fresh cut single bloom hot pink carnation"}|product|True
10351508|{"en_US":"Fresh cut single bloom light green carnation"}|product|True
10351509|{"en_US":"Fresh cut single bloom light pink carnation"}|product|True
10351510|{"en_US":"Fresh cut single bloom orange bi color carnation"}|product|True
10351511|{"en_US":"Fresh cut single bloom orange carnation"}|product|True
10351512|{"en_US":"Fresh cut single bloom peach carnation"}|product|True
10351513|{"en_US":"Fresh cut single bloom peppermint bi color carnation"}|product|True
10351514|{"en_US":"Fresh cut single bloom pink bi color carnation"}|product|True
10351515|{"en_US":"Fresh cut single bloom pink carnation"}|product|True
10351516|{"en_US":"Fresh cut single bloom purple bi color carnation"}|product|True
10351517|{"en_US":"Fresh cut single bloom red bi color carnation"}|product|True
10351518|{"en_US":"Fresh cut single bloom red carnation"}|product|True
10351519|{"en_US":"Fresh cut single bloom white carnation"}|product|True
10351520|{"en_US":"Fresh cut single bloom yellow carnation"}|product|True
10351600|{"en_US":"Fresh cut mini or spray carnations"}|product|False
10351601|{"en_US":"Fresh cut burgundy mini or spray carnation"}|product|True
10351602|{"en_US":"Fresh cut cream mini or spray carnation"}|product|True
10351603|{"en_US":"Fresh cut hot pink mini or spray carnation"}|product|True
10351604|{"en_US":"Fresh cut lavender mini or spray carnation"}|product|True
10351605|{"en_US":"Fresh cut light pink mini or spray carnation"}|product|True
10351606|{"en_US":"Fresh cut orange mini or spray carnation"}|product|True
10351607|{"en_US":"Fresh cut peach mini or spray carnation"}|product|True
10351608|{"en_US":"Fresh cut peppermint mini or spray carnation"}|product|True
10351609|{"en_US":"Fresh cut pink mini or spray carnation"}|product|True
10351610|{"en_US":"Fresh cut purple bi color mini or spray carnation"}|product|True
10351611|{"en_US":"Fresh cut purple mini or spray carnation"}|product|True
10351612|{"en_US":"Fresh cut red mini or spray carnation"}|product|True
10351613|{"en_US":"Fresh cut white mini or spray carnation"}|product|True
10351614|{"en_US":"Fresh cut yellow mini or spray carnation"}|product|True
10361500|{"en_US":"Fresh cut cypripedium or ladys slipper orchids"}|product|False
10361501|{"en_US":"Fresh cut green cypripedium orchid"}|product|True
10361502|{"en_US":"Fresh cut france cypripedium orchid"}|product|True
10361503|{"en_US":"Fresh cut purple king arthur cypripedium orchid"}|product|True
10361504|{"en_US":"Fresh cut green paphiopedilum orchid"}|product|True
10361505|{"en_US":"Fresh cut aranthera maggie vie orchid"}|product|True
10361600|{"en_US":"Fresh cut mokara or mocara orchids"}|product|False
10361601|{"en_US":"Fresh cut mocara omyai orchid"}|product|True
10361602|{"en_US":"Fresh cut mocara red orchid"}|product|True
10361603|{"en_US":"Fresh cut mokara calypso orchid"}|product|True
10361604|{"en_US":"Fresh cut mokara nora orchid"}|product|True
10361605|{"en_US":"Fresh cut mokara panee orchid"}|product|True
10361700|{"en_US":"Fresh cut cattleya orchids"}|product|False
10361701|{"en_US":"Fresh cut white cattleya orchid"}|product|True
10361702|{"en_US":"Fresh cut r b lavender cattleya orchid"}|product|True
10361800|{"en_US":"Fresh cut disa orchids"}|product|False
10361801|{"en_US":"Fresh cut red disa orchid"}|product|True
10361802|{"en_US":"Fresh cut orange disa orchid"}|product|True
10361803|{"en_US":"Fresh cut pink disa orchid"}|product|True
10361804|{"en_US":"Fresh cut orange and yellow bi color disa orchid"}|product|True
10361805|{"en_US":"Fresh cut peach and yellow bi color disa orchid"}|product|True
10361806|{"en_US":"Fresh cut yellow and red bi color disa orchid"}|product|True
10361900|{"en_US":"Fresh cut arachnis orchids"}|product|False
10361901|{"en_US":"Fresh cut james storie red arachnis orchid"}|product|True
10361902|{"en_US":"Fresh cut maggie oei red ribbon arachnis orchid"}|product|True
10361903|{"en_US":"Fresh cut maggie oei yellow ribbon arachnis orchid"}|product|True
10361904|{"en_US":"Fresh cut maroon maggie arachnis orchid"}|product|True
10361905|{"en_US":"Fresh cut merry maggie arachnis orchid"}|product|True
10362000|{"en_US":"Fresh cut phalaenopsis orchids"}|product|False
10362001|{"en_US":"Fresh cut phalaenopsis amabilis orchid"}|product|True
10362002|{"en_US":"Fresh cut phalaenopsis amboinensis orchid"}|product|True
10362003|{"en_US":"Fresh cut phalaenopsis aphrodite orchid"}|product|True
10362004|{"en_US":"Fresh cut phalaenopsis appendiculata orchid"}|product|True
10362005|{"en_US":"Fresh cut phalaenopsis bastianii orchid"}|product|True
10362006|{"en_US":"Fresh cut phalaenopsis bellina orchid"}|product|True
10362007|{"en_US":"Fresh cut phalaenopsis borneensis orchid"}|product|True
10362008|{"en_US":"Fresh cut phalaenopsis braceana orchid"}|product|True
10362009|{"en_US":"Fresh cut phalaenopsis buyssoniana orchid"}|product|True
10362010|{"en_US":"Fresh cut phalaenopsis celebensis orchid"}|product|True
10362011|{"en_US":"Fresh cut phalaenopsis chibae orchid"}|product|True
10362012|{"en_US":"Fresh cut phalaenopsis cochlearis orchid"}|product|True
10362013|{"en_US":"Fresh cut phalaenopsis corningiana orchid"}|product|True
10362014|{"en_US":"Fresh cut phalaenopsis cornu-cervi orchid"}|product|True
10362015|{"en_US":"Fresh cut phalaenopsis deliciosa orchid"}|product|True
10362016|{"en_US":"Fresh cut phalaenopsis doweryënsis orchid"}|product|True
10362017|{"en_US":"Fresh cut phalaenopsis equestris orchid"}|product|True
10362018|{"en_US":"Fresh cut phalaenopsis fasciata orchid"}|product|True
10362019|{"en_US":"Fresh cut phalaenopsis fimbriata orchid"}|product|True
10362020|{"en_US":"Fresh cut phalaenopsis floresensis orchid"}|product|True
10362021|{"en_US":"Fresh cut phalaenopsis fuscata orchid"}|product|True
10362022|{"en_US":"Fresh cut phalaenopsis gibbosa orchid"}|product|True
10362023|{"en_US":"Fresh cut phalaenopsis hainanensis orchid"}|product|True
10362024|{"en_US":"Fresh cut phalaenopsis hieroglyphica orchid"}|product|True
10362025|{"en_US":"Fresh cut phalaenopsis honghenensis orchid"}|product|True
10362026|{"en_US":"Fresh cut phalaenopsis inscriptiosinensis orchid"}|product|True
10362027|{"en_US":"Fresh cut phalaenopsis javanica orchid"}|product|True
10362028|{"en_US":"Fresh cut phalaenopsis kunstleri orchid"}|product|True
10362029|{"en_US":"Fresh cut phalaenopsis lamelligera orchid"}|product|True
10362030|{"en_US":"Fresh cut phalaenopsis lindenii orchid"}|product|True
10362031|{"en_US":"Fresh cut phalaenopsis lobbii orchid"}|product|True
10362032|{"en_US":"Fresh cut phalaenopsis lowii orchid"}|product|True
10362033|{"en_US":"Fresh cut phalaenopsis lueddemanniana orchid"}|product|True
10362034|{"en_US":"Fresh cut phalaenopsis mambo orchid"}|product|True
10362035|{"en_US":"Fresh cut phalaenopsis luteola orchid"}|product|True
10362036|{"en_US":"Fresh cut phalaenopsis maculata orchid"}|product|True
10362037|{"en_US":"Fresh cut phalaenopsis malipoensis orchid"}|product|True
10362038|{"en_US":"Fresh cut phalaenopsis mannii orchid"}|product|True
10362039|{"en_US":"Fresh cut phalaenopsis mariae orchid"}|product|True
10362040|{"en_US":"Fresh cut phalaenopsis micholitzii orchid"}|product|True
10362041|{"en_US":"Fresh cut phalaenopsis modesta orchid"}|product|True
10362042|{"en_US":"Fresh cut phalaenopsis mysorensis orchid"}|product|True
10362043|{"en_US":"Fresh cut phalaenopsis pallens orchid"}|product|True
10362044|{"en_US":"Fresh cut phalaenopsis pantherina orchid"}|product|True
10362045|{"en_US":"Fresh cut phalaenopsis parishii orchid"}|product|True
10362046|{"en_US":"Fresh cut phalaenopsis petelotii orchid"}|product|True
10362047|{"en_US":"Fresh cut phalaenopsis philippinensis orchid"}|product|True
10362048|{"en_US":"Fresh cut phalaenopsis pulcherrima orchid"}|product|True
10362049|{"en_US":"Fresh cut phalaenopsis pulchra orchid"}|product|True
10362050|{"en_US":"Fresh cut phalaenopsis regnieriana orchid"}|product|True
10362051|{"en_US":"Fresh cut phalaenopsis reichenbachiana orchid"}|product|True
10362052|{"en_US":"Fresh cut phalaenopsis Nivacolor orchid"}|product|True
10362053|{"en_US":"Fresh cut phalaenopsis sanderiana orchid"}|product|True
10362054|{"en_US":"Fresh cut phalaenopsis schilleriana orchid"}|product|True
10362055|{"en_US":"Fresh cut phalaenopsis speciosa orchid"}|product|True
10362056|{"en_US":"Fresh cut phalaenopsis stobartiana orchid"}|product|True
10362057|{"en_US":"Fresh cut phalaenopsis stuartiana orchid"}|product|True
10362058|{"en_US":"Fresh cut phalaenopsis sumatrana orchid"}|product|True
10362059|{"en_US":"Fresh cut phalaenopsis taenialis orchid"}|product|True
10362060|{"en_US":"Fresh cut phalaenopsis tetraspis orchid"}|product|True
10362061|{"en_US":"Fresh cut phalaenopsis venosa orchid"}|product|True
10362062|{"en_US":"Fresh cut phalaenopsis violacea orchid"}|product|True
10362063|{"en_US":"Fresh cut phalaenopsis viridis orchid"}|product|True
10362064|{"en_US":"Fresh cut phalaenopsis wilsonii orchid"}|product|True
10362065|{"en_US":"Fresh cut phalaenopsis zebrina orchid"}|product|True
10362067|{"en_US":"Fresh cut lavender lip phalaenopsis orchid"}|product|True
10362100|{"en_US":"Fresh cut dendrobium orchids"}|product|False
10362101|{"en_US":"Fresh cut bom dendrobium orchid"}|product|True
10362102|{"en_US":"Fresh cut burana jade dendrobium orchid"}|product|True
10362103|{"en_US":"Fresh cut cheetah dendrobium orchid"}|product|True
10362104|{"en_US":"Fresh cut fatima dendrobium orchid"}|product|True
10362105|{"en_US":"Fresh cut intuwong dendrobium orchid"}|product|True
10362106|{"en_US":"Fresh cut jumbo white dendrobium orchid"}|product|True
10362107|{"en_US":"Fresh cut kating dang dendrobium orchid"}|product|True
10362108|{"en_US":"Fresh cut liberty dendrobium orchid"}|product|True
10362109|{"en_US":"Fresh cut orchid hawaii dendrobium orchid"}|product|True
10362110|{"en_US":"Fresh cut sakura sweet pink dendrobium orchid"}|product|True
10362111|{"en_US":"Fresh cut sensational purple dendrobium orchid"}|product|True
10362112|{"en_US":"Fresh cut white dendrobium orchid"}|product|True
10362200|{"en_US":"Fresh cut cymbidium orchids"}|product|False
10362201|{"en_US":"Fresh cut cream cymbidium orchid"}|product|True
10362202|{"en_US":"Fresh cut green cymbidium orchid"}|product|True
10362203|{"en_US":"Fresh cut mini green cymbidium orchid"}|product|True
10362204|{"en_US":"Fresh cut mini pink cymbidium orchid"}|product|True
10362205|{"en_US":"Fresh cut mini red cymbidium orchid"}|product|True
10362206|{"en_US":"Fresh cut mini white cymbidium orchid"}|product|True
10362207|{"en_US":"Fresh cut mini yellow cymbidium orchid"}|product|True
10362208|{"en_US":"Fresh cut chocolate cymbidium orchid"}|product|True
10362209|{"en_US":"Fresh cut dark pink cymbidium orchid"}|product|True
10362210|{"en_US":"Fresh cut orange cymbidium orchid"}|product|True
10362211|{"en_US":"Fresh cut pink cymbidium orchid"}|product|True
10362212|{"en_US":"Fresh cut white cymbidium orchid"}|product|True
10362213|{"en_US":"Fresh cut yellow cymbidium orchid"}|product|True
10362300|{"en_US":"Fresh cut oncidium orchids"}|product|False
10362301|{"en_US":"Fresh cut golden shower oncidium orchid"}|product|True
10362302|{"en_US":"Fresh cut rhamsey oncidium orchid"}|product|True
10362400|{"en_US":"Fresh cut vanda orchids"}|product|False
10362401|{"en_US":"Fresh cut alizarin vanda orchid"}|product|True
10362402|{"en_US":"Fresh cut hot pink vanda orchid"}|product|True
10362403|{"en_US":"Fresh cut lavender vanda orchid"}|product|True
10362404|{"en_US":"Fresh cut purple vanda orchid"}|product|True
10362405|{"en_US":"Fresh cut tickle me pink vanda orchid"}|product|True
10362406|{"en_US":"Fresh cut yellow vanda orchid"}|product|True
10401500|{"en_US":"Dried cut blue or lavender or purple rose"}|product|False
10401501|{"en_US":"Dried cut allure or sterling 95 rose"}|product|True
10401502|{"en_US":"Dried cut amnesia rose"}|product|True
10401503|{"en_US":"Dried cut augusta louise rose"}|product|True
10401504|{"en_US":"Dried cut avant garde rose"}|product|True
10401505|{"en_US":"Dried cut blue bird rose"}|product|True
10401506|{"en_US":"Dried cut blue curiosa rose"}|product|True
10401507|{"en_US":"Dried cut cool water rose"}|product|True
10401508|{"en_US":"Dried cut delilah rose"}|product|True
10401509|{"en_US":"Dried cut double party rose"}|product|True
10401510|{"en_US":"Dried cut faith rose"}|product|True
10401511|{"en_US":"Dried cut mami blue or mammy blue rose"}|product|True
10401512|{"en_US":"Dried cut maritime rose"}|product|True
10401513|{"en_US":"Dried cut milano rose"}|product|True
10401514|{"en_US":"Dried cut mystery rose"}|product|True
10401515|{"en_US":"Dried cut ocean song or boyfriend rose"}|product|True
10401516|{"en_US":"Dried cut purple cezanne rose"}|product|True
10401517|{"en_US":"Dried cut purple fragrance rose"}|product|True
10401518|{"en_US":"Dried cut sanaa rose"}|product|True
10401519|{"en_US":"Dried cut silverstone rose"}|product|True
10401520|{"en_US":"Dried cut soulmate rose"}|product|True
10401521|{"en_US":"Dried cut stranger rose"}|product|True
10401522|{"en_US":"Dried cut tinted blue rose"}|product|True
10401523|{"en_US":"Dried cut two faces rose"}|product|True
10401600|{"en_US":"Dried cut chocolate or brown rose"}|product|False
10401601|{"en_US":"Dried cut black lava rose"}|product|True
10401602|{"en_US":"Dried cut cimarron rose"}|product|True
10401603|{"en_US":"Dried cut coffee break rose"}|product|True
10401604|{"en_US":"Dried cut estelle rose"}|product|True
10401605|{"en_US":"Dried cut gypsy leonidas rose"}|product|True
10401606|{"en_US":"Dried cut leonidas rose"}|product|True
10401607|{"en_US":"Dried cut matilda rose"}|product|True
10401608|{"en_US":"Dried cut sunny leonidas rose"}|product|True
10401609|{"en_US":"Dried cut terra nostra rose"}|product|True
10401610|{"en_US":"Dried cut terracotta rose"}|product|True
10401700|{"en_US":"Dried cut cream rose"}|product|False
10401701|{"en_US":"Dried cut advenire rose"}|product|True
10401702|{"en_US":"Dried cut alex rose"}|product|True
10401703|{"en_US":"Dried cut antique brass rose"}|product|True
10401704|{"en_US":"Dried cut aubade rose"}|product|True
10401705|{"en_US":"Dried cut beach rose"}|product|True
10401706|{"en_US":"Dried cut belle pearl rose"}|product|True
10401707|{"en_US":"Dried cut blush or blush de los andesrose"}|product|True
10401708|{"en_US":"Dried cut camel rose"}|product|True
10401709|{"en_US":"Dried cut caramel antike or caramel antique rose"}|product|True
10401710|{"en_US":"Dried cut champagne rose"}|product|True
10401711|{"en_US":"Dried cut clear ocean rose"}|product|True
10401712|{"en_US":"Dried cut combo rose"}|product|True
10401713|{"en_US":"Dried cut creme de la creme rose"}|product|True
10401714|{"en_US":"Dried cut emanuella rose"}|product|True
10401715|{"en_US":"Dried cut evolution rose"}|product|True
10401716|{"en_US":"Dried cut fedora rose"}|product|True
10401717|{"en_US":"Dried cut fenice rose"}|product|True
10401718|{"en_US":"Dried cut french vanilla rose"}|product|True
10401719|{"en_US":"Dried cut hollywood rose"}|product|True
10401720|{"en_US":"Dried cut ilios rose"}|product|True
10401721|{"en_US":"Dried cut jelena rose"}|product|True
10401722|{"en_US":"Dried cut kameleon rose"}|product|True
10401723|{"en_US":"Dried cut kentucky rose"}|product|True
10401724|{"en_US":"Dried cut kings pride rose"}|product|True
10401725|{"en_US":"Dried cut latin fusion rose"}|product|True
10401726|{"en_US":"Dried cut lemon dream rose"}|product|True
10401727|{"en_US":"Dried cut magic moka rose"}|product|True
10401728|{"en_US":"Dried cut mamamia rose"}|product|True
10401729|{"en_US":"Dried cut message rose"}|product|True
10401730|{"en_US":"Dried cut muneca or munieca rose"}|product|True
10401731|{"en_US":"Dried cut parfum de rosas rose"}|product|True
10401732|{"en_US":"Dried cut porcelina rose"}|product|True
10401733|{"en_US":"Dried cut privilege rose"}|product|True
10401734|{"en_US":"Dried cut quicksand rose"}|product|True
10401735|{"en_US":"Dried cut rollercoaster rose"}|product|True
10401736|{"en_US":"Dried cut romantic curiosa rose"}|product|True
10401737|{"en_US":"Dried cut safari rose"}|product|True
10401738|{"en_US":"Dried cut sahara rose"}|product|True
10401739|{"en_US":"Dried cut sandy femma rose"}|product|True
10401740|{"en_US":"Dried cut talea rose"}|product|True
10401741|{"en_US":"Dried cut timeless rose"}|product|True
10401742|{"en_US":"Dried cut transition rose"}|product|True
10401743|{"en_US":"Dried cut trump rose"}|product|True
10401744|{"en_US":"Dried cut twin rose"}|product|True
10401745|{"en_US":"Dried cut vendela rose"}|product|True
10401746|{"en_US":"Dried cut virginia rose"}|product|True
10401800|{"en_US":"Dried cut green or lime rose"}|product|False
10401801|{"en_US":"Dried cut amandine rose"}|product|True
10401802|{"en_US":"Dried cut caipirinha rose"}|product|True
10401803|{"en_US":"Dried cut green fashion rose"}|product|True
10401804|{"en_US":"Dried cut green tea rose"}|product|True
10401805|{"en_US":"Dried cut jade rose"}|product|True
10401806|{"en_US":"Dried cut limbo rose"}|product|True
10401807|{"en_US":"Dried cut limena or limenia rose"}|product|True
10401808|{"en_US":"Dried cut limona rose"}|product|True
10401809|{"en_US":"Dried cut old dutch rose"}|product|True
10401810|{"en_US":"Dried cut super green rose"}|product|True
10401811|{"en_US":"Dried cut sweet green rose"}|product|True
10401812|{"en_US":"Dried cut viva rose"}|product|True
10401813|{"en_US":"Dried cut zazu rose"}|product|True
10401900|{"en_US":"Dried cut light pink rose"}|product|False
10401901|{"en_US":"Dried cut anna rose"}|product|True
10401902|{"en_US":"Dried cut bella vita rose"}|product|True
10401903|{"en_US":"Dried cut bridal dream rose"}|product|True
10401904|{"en_US":"Dried cut candy bianca rose"}|product|True
10401905|{"en_US":"Dried cut caress rose"}|product|True
10401906|{"en_US":"Dried cut carolina rose"}|product|True
10401907|{"en_US":"Dried cut climax rose"}|product|True
10401908|{"en_US":"Dried cut danny rose"}|product|True
10401909|{"en_US":"Dried cut dolce vita rose"}|product|True
10401910|{"en_US":"Dried cut elite rose"}|product|True
10401911|{"en_US":"Dried cut emma rose"}|product|True
10401912|{"en_US":"Dried cut engagement rose"}|product|True
10401913|{"en_US":"Dried cut esther rose"}|product|True
10401914|{"en_US":"Dried cut excalibur rose"}|product|True
10401915|{"en_US":"Dried cut exciting rose"}|product|True
10401916|{"en_US":"Dried cut first lady rose"}|product|True
10401917|{"en_US":"Dried cut geraldine rose"}|product|True
10401918|{"en_US":"Dried cut gotcha rose"}|product|True
10401919|{"en_US":"Dried cut harmonie rose"}|product|True
10401920|{"en_US":"Dried cut heaven rose"}|product|True
10401921|{"en_US":"Dried cut high and elegant rose"}|product|True
10401922|{"en_US":"Dried cut katherine rose"}|product|True
10401923|{"en_US":"Dried cut king kong rose"}|product|True
10401924|{"en_US":"Dried cut livia rose"}|product|True
10401925|{"en_US":"Dried cut lorena rose"}|product|True
10401926|{"en_US":"Dried cut lovely amazon rose"}|product|True
10401927|{"en_US":"Dried cut maaike rose"}|product|True
10401928|{"en_US":"Dried cut marilyn rose"}|product|True
10401929|{"en_US":"Dried cut marlise rose"}|product|True
10401930|{"en_US":"Dried cut miranda or ausimmon rose"}|product|True
10401931|{"en_US":"Dried cut mona lisa rose"}|product|True
10401932|{"en_US":"Dried cut nirvana rose"}|product|True
10401933|{"en_US":"Dried cut o hara rose"}|product|True
10401934|{"en_US":"Dried cut ole rose"}|product|True
10401935|{"en_US":"Dried cut olga rose"}|product|True
10401936|{"en_US":"Dried cut pacifica rose"}|product|True
10401937|{"en_US":"Dried cut party mix rose"}|product|True
10401938|{"en_US":"Dried cut peckoubo or pekcoubo rose"}|product|True
10401939|{"en_US":"Dried cut phoebe or ausnotice rose"}|product|True
10401940|{"en_US":"Dried cut pink farfalla rose"}|product|True
10401941|{"en_US":"Dried cut pink finess rose"}|product|True
10401942|{"en_US":"Dried cut pink magic rose"}|product|True
10401943|{"en_US":"Dried cut pink osiana rose"}|product|True
10401944|{"en_US":"Dried cut pretty woman rose"}|product|True
10401945|{"en_US":"Dried cut romance rose"}|product|True
10401946|{"en_US":"Dried cut romantic antike or antique rose"}|product|True
10401947|{"en_US":"Dried cut rosalind or austew rose"}|product|True
10401948|{"en_US":"Dried cut rosita vendela rose"}|product|True
10401949|{"en_US":"Dried cut secret garden rose"}|product|True
10401950|{"en_US":"Dried cut solaire rose"}|product|True
10401951|{"en_US":"Dried cut sophie rose"}|product|True
10401952|{"en_US":"Dried cut sweet akito rose"}|product|True
