"id","name","description"
"l10n_be_intrastat.intrastat_category_2014_02074561","02074561","Frozen legs and cuts thereof, of domestic ducks, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02074571","02074571","Frozen paletots of domestic ducks, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02074581","02074581","Frozen cuts of domestic ducks, with bone in, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_02074593","02074593","Frozen fatty livers of domestic ducks"
"l10n_be_intrastat.intrastat_category_2014_02074595","02074595","Frozen livers of domestic ducks (excl. fatty)"
"l10n_be_intrastat.intrastat_category_2014_02074599","02074599","Frozen edible offal of domestic ducks (excl. livers)"
"l10n_be_intrastat.intrastat_category_2014_02075110","02075110","Fresh or chilled domestic geese, not cut in pieces, plucked, bled, not drawn, with heads and feet ""82 % geese"""
"l10n_be_intrastat.intrastat_category_2014_02075190","02075190","Fresh or chilled domestic geese, not cut in pieces, plucked and drawn, without heads and feet, with or without hearts and gizzards, ""75 % geese"" or otherwise presented"
"l10n_be_intrastat.intrastat_category_2014_02075210","02075210","Frozen domestic geese, not cut in pieces, plucked, bled, not drawn, with heads and feet ""82 % geese"""
"l10n_be_intrastat.intrastat_category_2014_02075290","02075290","Frozen domestic geese, not cut in pieces, plucked and drawn, without heads and feet, with or without hearts and gizzards, ""75 % geese"" or otherwise presented"
"l10n_be_intrastat.intrastat_category_2014_02075300","02075300","Fatty livers of domestic geese, fresh or chilled"
"l10n_be_intrastat.intrastat_category_2014_02075410","02075410","Fresh or chilled cuts of domestic geese, boneless"
"l10n_be_intrastat.intrastat_category_2014_02075421","02075421","Fresh or chilled halves or quarters of domestic geese"
"l10n_be_intrastat.intrastat_category_2014_02075431","02075431","Fresh or chilled whole wings of domestic geese"
"l10n_be_intrastat.intrastat_category_2014_02075441","02075441","Fresh or chilled backs, necks, backs with necks attached, rumps and wing-tips of domestic geese"
"l10n_be_intrastat.intrastat_category_2014_02075451","02075451","Fresh or chilled breasts and cuts thereof, of domestic geese, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02075461","02075461","Fresh or chilled legs and cuts thereof, of domestic geese, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02075471","02075471","Fresh or chilled paletots of domestic geese, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02075481","02075481","Fresh or chilled cuts of domestic geese, with bone in, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_02075491","02075491","Fresh or chilled livers of domestic geese (excl. fatty)"
"l10n_be_intrastat.intrastat_category_2014_02075499","02075499","Fresh or chilled edible offal of domestic geese (excl. livers)"
"l10n_be_intrastat.intrastat_category_2014_02075510","02075510","Frozen cuts of domestic geese, boneless"
"l10n_be_intrastat.intrastat_category_2014_02075521","02075521","Frozen halves or quarters of domestic geese"
"l10n_be_intrastat.intrastat_category_2014_02075531","02075531","Frozen whole wings of domestic geese"
"l10n_be_intrastat.intrastat_category_2014_02075541","02075541","Frozen  backs, necks, backs with necks attached, rumps and wing-tips of domestic geese"
"l10n_be_intrastat.intrastat_category_2014_02075551","02075551","Frozen breasts and cuts thereof, of domestic geese, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02075561","02075561","Frozen legs and cuts thereof, of domestic geese, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02075571","02075571","Frozen paletots of domestic geese, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02075581","02075581","Frozen cuts of domestic geese, with bone in, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_02075593","02075593","Frozen fatty livers of domestic geese"
"l10n_be_intrastat.intrastat_category_2014_02075595","02075595","Frozen livers of domestic geese (excl. fatty)"
"l10n_be_intrastat.intrastat_category_2014_02075599","02075599","Frozen edible offal of domestic geese (excl. livers)"
"l10n_be_intrastat.intrastat_category_2014_02076005","02076005","Fresh, chilled or frozen domestic guinea fowls, not cut in pieces"
"l10n_be_intrastat.intrastat_category_2014_02076010","02076010","Fresh, chilled or frozen cuts of domestic guinea fowls, boneless"
"l10n_be_intrastat.intrastat_category_2014_02076021","02076021","Fresh, chilled or frozen halves or quarters of domestic guinea fowls"
"l10n_be_intrastat.intrastat_category_2014_02076031","02076031","Fresh, chilled or frozen whole wings of domestic guinea fowls"
"l10n_be_intrastat.intrastat_category_2014_02076041","02076041","Fresh, chilled or frozen backs, necks, backs with necks attached, rumps and wing-tips of domestic guinea fowls"
"l10n_be_intrastat.intrastat_category_2014_02076051","02076051","Fresh, chilled or frozen breasts and cuts thereof, of domestic guinea fowls, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02076061","02076061","Fresh, chilled or frozen legs and cuts thereof, of domestic guinea fowls, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02076081","02076081","Fresh, chilled or frozen cuts of domestic guinea fowls, with bone in, n.e.s."
"l10n_be_intrastat.intrastat_category_2014_02076091","02076091","Fresh, chilled or frozen livers of domestic guinea fowls"
"l10n_be_intrastat.intrastat_category_2014_02076099","02076099","Fresh, chilled or frozen edible offal of domestic guinea fowls (excl. livers)"
"l10n_be_intrastat.intrastat_category_2014_02081010","02081010","Fresh, chilled or frozen meat and edible meat offal of domestic rabbits"
"l10n_be_intrastat.intrastat_category_2014_02081090","02081090","Fresh, chilled or frozen meat and edible offal of non-domestic rabbits and hares"
"l10n_be_intrastat.intrastat_category_2014_02083000","02083000","Fresh, chilled or frozen meat and edible offal of primates"
"l10n_be_intrastat.intrastat_category_2014_02084010","02084010","Fresh, chilled or frozen whales meat"
"l10n_be_intrastat.intrastat_category_2014_02084020","02084020","Fresh, chilled or frozen seal meat"
"l10n_be_intrastat.intrastat_category_2014_02084080","02084080","Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises ""mammals of the order Cetacea"", of manatees and dugongs ""mammals of the order Sirenia"" and of seals, sea lions and walruses ""mammals of the suborder Pinnipedia"" (excl. whale and seal meat)"
"l10n_be_intrastat.intrastat_category_2014_02085000","02085000","Fresh, chilled or frozen meat and edible offal of reptiles ""e.g. snakes, turtles, crocodiles"""
"l10n_be_intrastat.intrastat_category_2014_02086000","02086000","Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]"
"l10n_be_intrastat.intrastat_category_2014_02089010","02089010","Fresh, chilled or frozen domestic pigeon meat and edible offal"
"l10n_be_intrastat.intrastat_category_2014_02089030","02089030","Fresh, chilled or frozen meat and edible meat offal of game (excl. rabbits, hares and pigs)"
"l10n_be_intrastat.intrastat_category_2014_02089060","02089060","Fresh, chilled or frozen reindeer meat and edible offal thereof"
"l10n_be_intrastat.intrastat_category_2014_02089070","02089070","Fresh, chilled or frozen frogs' legs"
"l10n_be_intrastat.intrastat_category_2014_02089098","02089098","Fresh, chilled or frozen meat and edible offal (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry, rabbits, hares, primates, whales, dolphins and porpoises [mammals of the order Cetacea], manatees and dugongs [mammals of the order Sirenia], seals, sea lions and walruses [mammals of the suborder Pinnipedia], reptiles, pigeons, game, reindeer and frogs' legs)"
"l10n_be_intrastat.intrastat_category_2014_02091011","02091011","Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted or in brine"
"l10n_be_intrastat.intrastat_category_2014_02091019","02091019","Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, dried or smoked"
"l10n_be_intrastat.intrastat_category_2014_02091090","02091090","Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked (excl. subcutaneous)"
"l10n_be_intrastat.intrastat_category_2014_02099000","02099000","Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
"l10n_be_intrastat.intrastat_category_2014_02101111","02101111","Domestic swine hams and cuts thereof, salted or in brine, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02101119","02101119","Domestic swine shoulders and cuts thereof, salted or in brine, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02101131","02101131","Domestic swine hams and cuts thereof, dried or smoked, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02101139","02101139","Domestic swine shoulders and cuts thereof, dried or smoked, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02101190","02101190","Hams, shoulders and cuts thereof of non-domestic swine, salted, in brine, dried or smoked, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02101211","02101211","Bellies ""streaky"" and cuts thereof of domestic swine, salted or in brine"
"l10n_be_intrastat.intrastat_category_2014_02101219","02101219","Bellies ""streaky"" and cuts thereof of domestic swine, dried or smoked"
"l10n_be_intrastat.intrastat_category_2014_02101290","02101290","Bellies ""streaky"" and cuts thereof of non-domestic swine, salted, in brine, dried or smoked"
"l10n_be_intrastat.intrastat_category_2014_02101910","02101910","Bacon sides or spencers of domestic swine, salted or in brine"
"l10n_be_intrastat.intrastat_category_2014_02101920","02101920","Three-quarter-sides or middles of domestic swine, salted or in brine"
"l10n_be_intrastat.intrastat_category_2014_02101930","02101930","Fore-ends and cuts thereof of domestic swine, salted or in brine"
"l10n_be_intrastat.intrastat_category_2014_02101940","02101940","Loins and cuts thereof of domestic swine, salted or in brine"
"l10n_be_intrastat.intrastat_category_2014_02101950","02101950","Meat of domestic swine, salted or in brine (excl. hams, shoulders and cuts thereof, bellies and cuts thereof, bacon sides or spencers, three-quarter sides or middles, and fore-ends, loins and cuts thereof)"
"l10n_be_intrastat.intrastat_category_2014_02101960","02101960","Domestic swine fore-ends and cuts thereof, dried or smoked"
"l10n_be_intrastat.intrastat_category_2014_02101970","02101970","Domestic swine loins and cuts thereof, dried or smoked"
"l10n_be_intrastat.intrastat_category_2014_02101981","02101981","Dried or smoked boneless domestic swine meat (excl. bellies and cuts thereof)"
"l10n_be_intrastat.intrastat_category_2014_02101989","02101989","Dried or smoked domestic swine meat, with bone in (excl. hams, shoulders and cuts thereof, bellies and cuts thereof, and fore-ends, loins and cuts thereof)"
"l10n_be_intrastat.intrastat_category_2014_02101990","02101990","Meat of non-domestic swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with bone in, and bellies and cuts thereof)"
"l10n_be_intrastat.intrastat_category_2014_02102010","02102010","Meat of bovine animals, salted, in brine, dried or smoked, with bone in"
"l10n_be_intrastat.intrastat_category_2014_02102090","02102090","Boneless meat of bovine animals, salted, in brine, dried or smoked"
"l10n_be_intrastat.intrastat_category_2014_02109100","02109100","Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of primates"
"l10n_be_intrastat.intrastat_category_2014_02109210","02109210","Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of whales, dolphins and porpoises (mammals of the order Cetacea) and manatees and dugongs (mammals of the order Sirenia)"
"l10n_be_intrastat.intrastat_category_2014_02109291","02109291","Meat, salted, in brine, dried or smoked, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
"l10n_be_intrastat.intrastat_category_2014_02109292","02109292","Edible offal, salted, in brine, dried or smoked, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
"l10n_be_intrastat.intrastat_category_2014_02109299","02109299","Edible flours and meals of meat or meat offal, of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
"l10n_be_intrastat.intrastat_category_2014_02109300","02109300","Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of reptiles ""e.g. snakes, turtles, alligators"""
"l10n_be_intrastat.intrastat_category_2014_02109910","02109910","Horsemeat, salted, in brine or dried"
"l10n_be_intrastat.intrastat_category_2014_02109921","02109921","Meat of sheep and goats, salted, in brine, dried or smoked, with bone in"
