code,id,name,sign,notprintable,parent_id:id
B05v-SCI-b,atctn_iva_B0500_V_SCI_B,IVA Bienes 5% - Sociedad Commercio International - La Base,,,atctn_iva_B0500_V_SCI
B05v-SCI-v,atctn_iva_B0500_V_SCI_V,IVA Bienes 5% - Sociedad Commercio International - El Valor,,,atctn_iva_B0500_V_SCI
B05v-SCI-bd,atctn_iva_B0500_V_SCI_DB,IVA Bienes 5% - Sociedad Commercio International - La Base devolucionada,,,atctn_iva_B0500_V_SCI
B05v-SCI-vd,atctn_iva_B0500_V_SCI_DV,IVA Bienes 5% - Sociedad Commercio International - El Valor devolucionado,,,atctn_iva_B0500_V_SCI
B05v-ZFR,atctn_iva_B0500_V_ZFR,IVA Bienes 5% - Zona Franca,,,atctn_iva_B0500_V
B05v-ZFR-b,atctn_iva_B0500_V_ZFR_B,IVA Bienes 5% - Zona Franca - La Base,,,atctn_iva_B0500_V_ZFR
B05v-ZFR-v,atctn_iva_B0500_V_ZFR_V,IVA Bienes 5% - Zona Franca - El Valor,,,atctn_iva_B0500_V_ZFR
B05v-ZFR-bd,atctn_iva_B0500_V_ZFR_DB,IVA Bienes 5% - Zona Franca - La Base devolucionada,,,atctn_iva_B0500_V_ZFR
B05v-ZFR-vd,atctn_iva_B0500_V_ZFR_DV,IVA Bienes 5% - Zona Franca - El Valor devolucionado,,,atctn_iva_B0500_V_ZFR
S05,atctn_iva_S0500,IVA Servicios 5%,,,atctn_iva
S05c,atctn_iva_S0500_C,IVA Servicios 5% - Compra,,,atctn_iva_S0500
S05c-NAT,atctn_iva_S0500_C_NAT,IVA Servicios 5% - National,,,atctn_iva_S0500_C
S05c-EXT,atctn_iva_S0500_C_EXT,IVA Servicios 5% - Exterior,,,atctn_iva_S0500_C
S05c-SCI,atctn_iva_S0500_C_SCI,IVA Servicios 5% - Sociedad Commercio International,,,atctn_iva_S0500_C
S05c-ZFR,atctn_iva_S0500_C_ZFR,IVA Servicios 5% - Zona Franca,,,atctn_iva_S0500_C
S05c-NAT - dto,atctn_iva_S0500_C_NAT_directo,IVA Servicios 5% - National - directo,,,atctn_iva_S0500_C_NAT
S05c-NAT - dto-b,atctn_iva_S0500_C_NAT_directo_B,IVA Servicios 5% - National - directo - La Base,,,atctn_iva_S0500_C_NAT_directo
S05c-NAT - dto-v,atctn_iva_S0500_C_NAT_directo_V,IVA Servicios 5% - National - directo - El Valor,,,atctn_iva_S0500_C_NAT_directo
S05c-NAT - dto-bd,atctn_iva_S0500_C_NAT_directo_DB,IVA Servicios 5% - National - directo - La Base devolucionada,,,atctn_iva_S0500_C_NAT_directo
S05c-NAT - dto-vd,atctn_iva_S0500_C_NAT_directo_DV,IVA Servicios 5% - National - directo - El Valor devolucionado,,,atctn_iva_S0500_C_NAT_directo
S05c-EXT - dto,atctn_iva_S0500_C_EXT_directo,IVA Servicios 5% - Exterior - directo,,,atctn_iva_S0500_C_EXT
S05c-EXT - dto-b,atctn_iva_S0500_C_EXT_directo_B,IVA Servicios 5% - Exterior - directo - La Base,,,atctn_iva_S0500_C_EXT_directo
S05c-EXT - dto-v,atctn_iva_S0500_C_EXT_directo_V,IVA Servicios 5% - Exterior - directo - El Valor,,,atctn_iva_S0500_C_EXT_directo
S05c-EXT - dto-bd,atctn_iva_S0500_C_EXT_directo_DB,IVA Servicios 5% - Exterior - directo - La Base devolucionada,,,atctn_iva_S0500_C_EXT_directo
S05c-EXT - dto-vd,atctn_iva_S0500_C_EXT_directo_DV,IVA Servicios 5% - Exterior - directo - El Valor devolucionado,,,atctn_iva_S0500_C_EXT_directo
S05c-SCI - dto,atctn_iva_S0500_C_SCI_directo,IVA Servicios 5% - Sociedad Commercio International - directo,,,atctn_iva_S0500_C_SCI
S05c-SCI - dto-b,atctn_iva_S0500_C_SCI_directo_B,IVA Servicios 5% - Sociedad Commercio International - directo - La Base,,,atctn_iva_S0500_C_SCI_directo
S05c-SCI - dto-v,atctn_iva_S0500_C_SCI_directo_V,IVA Servicios 5% - Sociedad Commercio International - directo - El Valor,,,atctn_iva_S0500_C_SCI_directo
S05c-SCI - dto-bd,atctn_iva_S0500_C_SCI_directo_DB,IVA Servicios 5% - Sociedad Commercio International - directo - La Base devolucionada,,,atctn_iva_S0500_C_SCI_directo
S05c-SCI - dto-vd,atctn_iva_S0500_C_SCI_directo_DV,IVA Servicios 5% - Sociedad Commercio International - directo - El Valor devolucionado,,,atctn_iva_S0500_C_SCI_directo
S05c-ZFR - dto,atctn_iva_S0500_C_ZFR_directo,IVA Servicios 5% - Zona Franca - directo,,,atctn_iva_S0500_C_ZFR
S05c-ZFR - dto-b,atctn_iva_S0500_C_ZFR_directo_B,IVA Servicios 5% - Zona Franca - directo - La Base,,,atctn_iva_S0500_C_ZFR_directo
S05c-ZFR - dto-v,atctn_iva_S0500_C_ZFR_directo_V,IVA Servicios 5% - Zona Franca - directo - El Valor,,,atctn_iva_S0500_C_ZFR_directo
S05c-ZFR - dto-bd,atctn_iva_S0500_C_ZFR_directo_DB,IVA Servicios 5% - Zona Franca - directo - La Base devolucionada,,,atctn_iva_S0500_C_ZFR_directo
S05c-ZFR - dto-vd,atctn_iva_S0500_C_ZFR_directo_DV,IVA Servicios 5% - Zona Franca - directo - El Valor devolucionado,,,atctn_iva_S0500_C_ZFR_directo
S05c-NAT - cmn,atctn_iva_S0500_C_NAT_commun,IVA Servicios 5% - National - commun,,,atctn_iva_S0500_C_NAT
S05c-NAT - cmn-b,atctn_iva_S0500_C_NAT_commun_B,IVA Servicios 5% - National - commun - La Base,,,atctn_iva_S0500_C_NAT_commun
S05c-NAT - cmn-v,atctn_iva_S0500_C_NAT_commun_V,IVA Servicios 5% - National - commun - El Valor,,,atctn_iva_S0500_C_NAT_commun
S05c-NAT - cmn-bd,atctn_iva_S0500_C_NAT_commun_DB,IVA Servicios 5% - National - commun - La Base devolucionada,,,atctn_iva_S0500_C_NAT_commun
S05c-NAT - cmn-vd,atctn_iva_S0500_C_NAT_commun_DV,IVA Servicios 5% - National - commun - El Valor devolucionado,,,atctn_iva_S0500_C_NAT_commun
S05c-EXT - cmn,atctn_iva_S0500_C_EXT_commun,IVA Servicios 5% - Exterior - commun,,,atctn_iva_S0500_C_EXT
S05c-EXT - cmn-b,atctn_iva_S0500_C_EXT_commun_B,IVA Servicios 5% - Exterior - commun - La Base,,,atctn_iva_S0500_C_EXT_commun
S05c-EXT - cmn-v,atctn_iva_S0500_C_EXT_commun_V,IVA Servicios 5% - Exterior - commun - El Valor,,,atctn_iva_S0500_C_EXT_commun
S05c-EXT - cmn-bd,atctn_iva_S0500_C_EXT_commun_DB,IVA Servicios 5% - Exterior - commun - La Base devolucionada,,,atctn_iva_S0500_C_EXT_commun
S05c-EXT - cmn-vd,atctn_iva_S0500_C_EXT_commun_DV,IVA Servicios 5% - Exterior - commun - El Valor devolucionado,,,atctn_iva_S0500_C_EXT_commun
S05c-SCI - cmn,atctn_iva_S0500_C_SCI_commun,IVA Servicios 5% - Sociedad Commercio International - commun,,,atctn_iva_S0500_C_SCI
S05c-SCI - cmn-b,atctn_iva_S0500_C_SCI_commun_B,IVA Servicios 5% - Sociedad Commercio International - commun - La Base,,,atctn_iva_S0500_C_SCI_commun
S05c-SCI - cmn-v,atctn_iva_S0500_C_SCI_commun_V,IVA Servicios 5% - Sociedad Commercio International - commun - El Valor,,,atctn_iva_S0500_C_SCI_commun
S05c-SCI - cmn-bd,atctn_iva_S0500_C_SCI_commun_DB,IVA Servicios 5% - Sociedad Commercio International - commun - La Base devolucionada,,,atctn_iva_S0500_C_SCI_commun
S05c-SCI - cmn-vd,atctn_iva_S0500_C_SCI_commun_DV,IVA Servicios 5% - Sociedad Commercio International - commun - El Valor devolucionado,,,atctn_iva_S0500_C_SCI_commun
S05c-ZFR - cmn,atctn_iva_S0500_C_ZFR_commun,IVA Servicios 5% - Zona Franca - commun,,,atctn_iva_S0500_C_ZFR
S05c-ZFR - cmn-b,atctn_iva_S0500_C_ZFR_commun_B,IVA Servicios 5% - Zona Franca - commun - La Base,,,atctn_iva_S0500_C_ZFR_commun
S05c-ZFR - cmn-v,atctn_iva_S0500_C_ZFR_commun_V,IVA Servicios 5% - Zona Franca - commun - El Valor,,,atctn_iva_S0500_C_ZFR_commun
S05c-ZFR - cmn-bd,atctn_iva_S0500_C_ZFR_commun_DB,IVA Servicios 5% - Zona Franca - commun - La Base devolucionada,,,atctn_iva_S0500_C_ZFR_commun
S05c-ZFR - cmn-vd,atctn_iva_S0500_C_ZFR_commun_DV,IVA Servicios 5% - Zona Franca - commun - El Valor devolucionado,,,atctn_iva_S0500_C_ZFR_commun
S05c-NAT - ndc,atctn_iva_S0500_C_NAT_nodesc,IVA Servicios 5% - National,,,atctn_iva_S0500_C_NAT
S05c-NAT - ndc-b,atctn_iva_S0500_C_NAT_nodesc_B,IVA Servicios 5% - National - La Base,,,atctn_iva_S0500_C_NAT_nodesc
S05c-NAT - ndc-v,atctn_iva_S0500_C_NAT_nodesc_V,IVA Servicios 5% - National - El Valor,,,atctn_iva_S0500_C_NAT_nodesc
S05c-NAT - ndc-bd,atctn_iva_S0500_C_NAT_nodesc_DB,IVA Servicios 5% - National - La Base devolucionada,,,atctn_iva_S0500_C_NAT_nodesc
S05c-NAT - ndc-vd,atctn_iva_S0500_C_NAT_nodesc_DV,IVA Servicios 5% - National - El Valor devolucionado,,,atctn_iva_S0500_C_NAT_nodesc
S05c-EXT - ndc,atctn_iva_S0500_C_EXT_nodesc,IVA Servicios 5% - Exterior,,,atctn_iva_S0500_C_EXT
S05c-EXT - ndc-b,atctn_iva_S0500_C_EXT_nodesc_B,IVA Servicios 5% - Exterior - La Base,,,atctn_iva_S0500_C_EXT_nodesc
S05c-EXT - ndc-v,atctn_iva_S0500_C_EXT_nodesc_V,IVA Servicios 5% - Exterior - El Valor,,,atctn_iva_S0500_C_EXT_nodesc
S05c-EXT - ndc-bd,atctn_iva_S0500_C_EXT_nodesc_DB,IVA Servicios 5% - Exterior - La Base devolucionada,,,atctn_iva_S0500_C_EXT_nodesc
S05c-EXT - ndc-vd,atctn_iva_S0500_C_EXT_nodesc_DV,IVA Servicios 5% - Exterior - El Valor devolucionado,,,atctn_iva_S0500_C_EXT_nodesc
S05c-SCI - ndc,atctn_iva_S0500_C_SCI_nodesc,IVA Servicios 5% - Sociedad Commercio International,,,atctn_iva_S0500_C_SCI
S05c-SCI - ndc-b,atctn_iva_S0500_C_SCI_nodesc_B,IVA Servicios 5% - Sociedad Commercio International - La Base,,,atctn_iva_S0500_C_SCI_nodesc
S05c-SCI - ndc-v,atctn_iva_S0500_C_SCI_nodesc_V,IVA Servicios 5% - Sociedad Commercio International - El Valor,,,atctn_iva_S0500_C_SCI_nodesc
S05c-SCI - ndc-bd,atctn_iva_S0500_C_SCI_nodesc_DB,IVA Servicios 5% - Sociedad Commercio International - La Base devolucionada,,,atctn_iva_S0500_C_SCI_nodesc
S05c-SCI - ndc-vd,atctn_iva_S0500_C_SCI_nodesc_DV,IVA Servicios 5% - Sociedad Commercio International - El Valor devolucionado,,,atctn_iva_S0500_C_SCI_nodesc
S05c-ZFR - ndc,atctn_iva_S0500_C_ZFR_nodesc,IVA Servicios 5% - Zona Franca,,,atctn_iva_S0500_C_ZFR
S05c-ZFR - ndc-b,atctn_iva_S0500_C_ZFR_nodesc_B,IVA Servicios 5% - Zona Franca - La Base,,,atctn_iva_S0500_C_ZFR_nodesc
S05c-ZFR - ndc-v,atctn_iva_S0500_C_ZFR_nodesc_V,IVA Servicios 5% - Zona Franca - El Valor,,,atctn_iva_S0500_C_ZFR_nodesc
S05c-ZFR - ndc-bd,atctn_iva_S0500_C_ZFR_nodesc_DB,IVA Servicios 5% - Zona Franca - La Base devolucionada,,,atctn_iva_S0500_C_ZFR_nodesc
S05c-ZFR - ndc-vd,atctn_iva_S0500_C_ZFR_nodesc_DV,IVA Servicios 5% - Zona Franca - El Valor devolucionado,,,atctn_iva_S0500_C_ZFR_nodesc
S05v,atctn_iva_S0500_V,IVA Servicios 5% - Venta,,,atctn_iva_S0500
S05v-NAT,atctn_iva_S0500_V_NAT,IVA Servicios 5% - National,,,atctn_iva_S0500_V
S05v-NAT-b,atctn_iva_S0500_V_NAT_B,IVA Servicios 5% - National - La Base,,,atctn_iva_S0500_V_NAT
S05v-NAT-v,atctn_iva_S0500_V_NAT_V,IVA Servicios 5% - National - El Valor,,,atctn_iva_S0500_V_NAT
S05v-NAT-bd,atctn_iva_S0500_V_NAT_DB,IVA Servicios 5% - National - La Base devolucionada,,,atctn_iva_S0500_V_NAT
S05v-NAT-vd,atctn_iva_S0500_V_NAT_DV,IVA Servicios 5% - National - El Valor devolucionado,,,atctn_iva_S0500_V_NAT
S05v-EXT,atctn_iva_S0500_V_EXT,IVA Servicios 5% - Exterior,,,atctn_iva_S0500_V
S05v-EXT-b,atctn_iva_S0500_V_EXT_B,IVA Servicios 5% - Exterior - La Base,,,atctn_iva_S0500_V_EXT
S05v-EXT-v,atctn_iva_S0500_V_EXT_V,IVA Servicios 5% - Exterior - El Valor,,,atctn_iva_S0500_V_EXT
S05v-EXT-bd,atctn_iva_S0500_V_EXT_DB,IVA Servicios 5% - Exterior - La Base devolucionada,,,atctn_iva_S0500_V_EXT
S05v-EXT-vd,atctn_iva_S0500_V_EXT_DV,IVA Servicios 5% - Exterior - El Valor devolucionado,,,atctn_iva_S0500_V_EXT
S05v-SCI,atctn_iva_S0500_V_SCI,IVA Servicios 5% - Sociedad Commercio International,,,atctn_iva_S0500_V
S05v-SCI-b,atctn_iva_S0500_V_SCI_B,IVA Servicios 5% - Sociedad Commercio International - La Base,,,atctn_iva_S0500_V_SCI
S05v-SCI-v,atctn_iva_S0500_V_SCI_V,IVA Servicios 5% - Sociedad Commercio International - El Valor,,,atctn_iva_S0500_V_SCI
S05v-SCI-bd,atctn_iva_S0500_V_SCI_DB,IVA Servicios 5% - Sociedad Commercio International - La Base devolucionada,,,atctn_iva_S0500_V_SCI
S05v-SCI-vd,atctn_iva_S0500_V_SCI_DV,IVA Servicios 5% - Sociedad Commercio International - El Valor devolucionado,,,atctn_iva_S0500_V_SCI
S05v-ZFR,atctn_iva_S0500_V_ZFR,IVA Servicios 5% - Zona Franca,,,atctn_iva_S0500_V
S05v-ZFR-b,atctn_iva_S0500_V_ZFR_B,IVA Servicios 5% - Zona Franca - La Base,,,atctn_iva_S0500_V_ZFR
S05v-ZFR-v,atctn_iva_S0500_V_ZFR_V,IVA Servicios 5% - Zona Franca - El Valor,,,atctn_iva_S0500_V_ZFR
S05v-ZFR-bd,atctn_iva_S0500_V_ZFR_DB,IVA Servicios 5% - Zona Franca - La Base devolucionada,,,atctn_iva_S0500_V_ZFR
S05v-ZFR-vd,atctn_iva_S0500_V_ZFR_DV,IVA Servicios 5% - Zona Franca - El Valor devolucionado,,,atctn_iva_S0500_V_ZFR
B16,atctn_iva_B1600,IVA Bienes 16%,,,atctn_iva
B16c,atctn_iva_B1600_C,IVA Bienes 16% - Compra,,,atctn_iva_B1600
B16c-NAT,atctn_iva_B1600_C_NAT,IVA Bienes 16% - National,,,atctn_iva_B1600_C
B16c-EXT,atctn_iva_B1600_C_EXT,IVA Bienes 16% - Exterior,,,atctn_iva_B1600_C
B16c-SCI,atctn_iva_B1600_C_SCI,IVA Bienes 16% - Sociedad Commercio International,,,atctn_iva_B1600_C
B16c-ZFR,atctn_iva_B1600_C_ZFR,IVA Bienes 16% - Zona Franca,,,atctn_iva_B1600_C
B16c-NAT - dto,atctn_iva_B1600_C_NAT_directo,IVA Bienes 16% - National - directo,,,atctn_iva_B1600_C_NAT
B16c-NAT - dto-b,atctn_iva_B1600_C_NAT_directo_B,IVA Bienes 16% - National - directo - La Base,,,atctn_iva_B1600_C_NAT_directo
B16c-NAT - dto-v,atctn_iva_B1600_C_NAT_directo_V,IVA Bienes 16% - National - directo - El Valor,,,atctn_iva_B1600_C_NAT_directo
B16c-NAT - dto-bd,atctn_iva_B1600_C_NAT_directo_DB,IVA Bienes 16% - National - directo - La Base devolucionada,,,atctn_iva_B1600_C_NAT_directo
B16c-NAT - dto-vd,atctn_iva_B1600_C_NAT_directo_DV,IVA Bienes 16% - National - directo - El Valor devolucionado,,,atctn_iva_B1600_C_NAT_directo
B16c-EXT - dto,atctn_iva_B1600_C_EXT_directo,IVA Bienes 16% - Exterior - directo,,,atctn_iva_B1600_C_EXT
B16c-EXT - dto-b,atctn_iva_B1600_C_EXT_directo_B,IVA Bienes 16% - Exterior - directo - La Base,,,atctn_iva_B1600_C_EXT_directo
B16c-EXT - dto-v,atctn_iva_B1600_C_EXT_directo_V,IVA Bienes 16% - Exterior - directo - El Valor,,,atctn_iva_B1600_C_EXT_directo
B16c-EXT - dto-bd,atctn_iva_B1600_C_EXT_directo_DB,IVA Bienes 16% - Exterior - directo - La Base devolucionada,,,atctn_iva_B1600_C_EXT_directo
B16c-EXT - dto-vd,atctn_iva_B1600_C_EXT_directo_DV,IVA Bienes 16% - Exterior - directo - El Valor devolucionado,,,atctn_iva_B1600_C_EXT_directo
B16c-SCI - dto,atctn_iva_B1600_C_SCI_directo,IVA Bienes 16% - Sociedad Commercio International - directo,,,atctn_iva_B1600_C_SCI
B16c-SCI - dto-b,atctn_iva_B1600_C_SCI_directo_B,IVA Bienes 16% - Sociedad Commercio International - directo - La Base,,,atctn_iva_B1600_C_SCI_directo
B16c-SCI - dto-v,atctn_iva_B1600_C_SCI_directo_V,IVA Bienes 16% - Sociedad Commercio International - directo - El Valor,,,atctn_iva_B1600_C_SCI_directo
B16c-SCI - dto-bd,atctn_iva_B1600_C_SCI_directo_DB,IVA Bienes 16% - Sociedad Commercio International - directo - La Base devolucionada,,,atctn_iva_B1600_C_SCI_directo
B16c-SCI - dto-vd,atctn_iva_B1600_C_SCI_directo_DV,IVA Bienes 16% - Sociedad Commercio International - directo - El Valor devolucionado,,,atctn_iva_B1600_C_SCI_directo
B16c-ZFR - dto,atctn_iva_B1600_C_ZFR_directo,IVA Bienes 16% - Zona Franca - directo,,,atctn_iva_B1600_C_ZFR
B16c-ZFR - dto-b,atctn_iva_B1600_C_ZFR_directo_B,IVA Bienes 16% - Zona Franca - directo - La Base,,,atctn_iva_B1600_C_ZFR_directo
B16c-ZFR - dto-v,atctn_iva_B1600_C_ZFR_directo_V,IVA Bienes 16% - Zona Franca - directo - El Valor,,,atctn_iva_B1600_C_ZFR_directo
B16c-ZFR - dto-bd,atctn_iva_B1600_C_ZFR_directo_DB,IVA Bienes 16% - Zona Franca - directo - La Base devolucionada,,,atctn_iva_B1600_C_ZFR_directo
B16c-ZFR - dto-vd,atctn_iva_B1600_C_ZFR_directo_DV,IVA Bienes 16% - Zona Franca - directo - El Valor devolucionado,,,atctn_iva_B1600_C_ZFR_directo
B16c-NAT - cmn,atctn_iva_B1600_C_NAT_commun,IVA Bienes 16% - National - commun,,,atctn_iva_B1600_C_NAT
B16c-NAT - cmn-b,atctn_iva_B1600_C_NAT_commun_B,IVA Bienes 16% - National - commun - La Base,,,atctn_iva_B1600_C_NAT_commun
B16c-NAT - cmn-v,atctn_iva_B1600_C_NAT_commun_V,IVA Bienes 16% - National - commun - El Valor,,,atctn_iva_B1600_C_NAT_commun
B16c-NAT - cmn-bd,atctn_iva_B1600_C_NAT_commun_DB,IVA Bienes 16% - National - commun - La Base devolucionada,,,atctn_iva_B1600_C_NAT_commun
B16c-NAT - cmn-vd,atctn_iva_B1600_C_NAT_commun_DV,IVA Bienes 16% - National - commun - El Valor devolucionado,,,atctn_iva_B1600_C_NAT_commun
B16c-EXT - cmn,atctn_iva_B1600_C_EXT_commun,IVA Bienes 16% - Exterior - commun,,,atctn_iva_B1600_C_EXT
B16c-EXT - cmn-b,atctn_iva_B1600_C_EXT_commun_B,IVA Bienes 16% - Exterior - commun - La Base,,,atctn_iva_B1600_C_EXT_commun
B16c-EXT - cmn-v,atctn_iva_B1600_C_EXT_commun_V,IVA Bienes 16% - Exterior - commun - El Valor,,,atctn_iva_B1600_C_EXT_commun
B16c-EXT - cmn-bd,atctn_iva_B1600_C_EXT_commun_DB,IVA Bienes 16% - Exterior - commun - La Base devolucionada,,,atctn_iva_B1600_C_EXT_commun
B16c-EXT - cmn-vd,atctn_iva_B1600_C_EXT_commun_DV,IVA Bienes 16% - Exterior - commun - El Valor devolucionado,,,atctn_iva_B1600_C_EXT_commun
B16c-SCI - cmn,atctn_iva_B1600_C_SCI_commun,IVA Bienes 16% - Sociedad Commercio International - commun,,,atctn_iva_B1600_C_SCI
B16c-SCI - cmn-b,atctn_iva_B1600_C_SCI_commun_B,IVA Bienes 16% - Sociedad Commercio International - commun - La Base,,,atctn_iva_B1600_C_SCI_commun
B16c-SCI - cmn-v,atctn_iva_B1600_C_SCI_commun_V,IVA Bienes 16% - Sociedad Commercio International - commun - El Valor,,,atctn_iva_B1600_C_SCI_commun
B16c-SCI - cmn-bd,atctn_iva_B1600_C_SCI_commun_DB,IVA Bienes 16% - Sociedad Commercio International - commun - La Base devolucionada,,,atctn_iva_B1600_C_SCI_commun
B16c-SCI - cmn-vd,atctn_iva_B1600_C_SCI_commun_DV,IVA Bienes 16% - Sociedad Commercio International - commun - El Valor devolucionado,,,atctn_iva_B1600_C_SCI_commun
B16c-ZFR - cmn,atctn_iva_B1600_C_ZFR_commun,IVA Bienes 16% - Zona Franca - commun,,,atctn_iva_B1600_C_ZFR
B16c-ZFR - cmn-b,atctn_iva_B1600_C_ZFR_commun_B,IVA Bienes 16% - Zona Franca - commun - La Base,,,atctn_iva_B1600_C_ZFR_commun
B16c-ZFR - cmn-v,atctn_iva_B1600_C_ZFR_commun_V,IVA Bienes 16% - Zona Franca - commun - El Valor,,,atctn_iva_B1600_C_ZFR_commun
B16c-ZFR - cmn-bd,atctn_iva_B1600_C_ZFR_commun_DB,IVA Bienes 16% - Zona Franca - commun - La Base devolucionada,,,atctn_iva_B1600_C_ZFR_commun
B16c-ZFR - cmn-vd,atctn_iva_B1600_C_ZFR_commun_DV,IVA Bienes 16% - Zona Franca - commun - El Valor devolucionado,,,atctn_iva_B1600_C_ZFR_commun
B16c-NAT - ndc,atctn_iva_B1600_C_NAT_nodesc,IVA Bienes 16% - National,,,atctn_iva_B1600_C_NAT
B16c-NAT - ndc-b,atctn_iva_B1600_C_NAT_nodesc_B,IVA Bienes 16% - National - La Base,,,atctn_iva_B1600_C_NAT_nodesc
B16c-NAT - ndc-v,atctn_iva_B1600_C_NAT_nodesc_V,IVA Bienes 16% - National - El Valor,,,atctn_iva_B1600_C_NAT_nodesc
B16c-NAT - ndc-bd,atctn_iva_B1600_C_NAT_nodesc_DB,IVA Bienes 16% - National - La Base devolucionada,,,atctn_iva_B1600_C_NAT_nodesc
B16c-NAT - ndc-vd,atctn_iva_B1600_C_NAT_nodesc_DV,IVA Bienes 16% - National - El Valor devolucionado,,,atctn_iva_B1600_C_NAT_nodesc
B16c-EXT - ndc,atctn_iva_B1600_C_EXT_nodesc,IVA Bienes 16% - Exterior,,,atctn_iva_B1600_C_EXT
B16c-EXT - ndc-b,atctn_iva_B1600_C_EXT_nodesc_B,IVA Bienes 16% - Exterior - La Base,,,atctn_iva_B1600_C_EXT_nodesc
B16c-EXT - ndc-v,atctn_iva_B1600_C_EXT_nodesc_V,IVA Bienes 16% - Exterior - El Valor,,,atctn_iva_B1600_C_EXT_nodesc
B16c-EXT - ndc-bd,atctn_iva_B1600_C_EXT_nodesc_DB,IVA Bienes 16% - Exterior - La Base devolucionada,,,atctn_iva_B1600_C_EXT_nodesc
B16c-EXT - ndc-vd,atctn_iva_B1600_C_EXT_nodesc_DV,IVA Bienes 16% - Exterior - El Valor devolucionado,,,atctn_iva_B1600_C_EXT_nodesc
B16c-SCI - ndc,atctn_iva_B1600_C_SCI_nodesc,IVA Bienes 16% - Sociedad Commercio International,,,atctn_iva_B1600_C_SCI
B16c-SCI - ndc-b,atctn_iva_B1600_C_SCI_nodesc_B,IVA Bienes 16% - Sociedad Commercio International - La Base,,,atctn_iva_B1600_C_SCI_nodesc
B16c-SCI - ndc-v,atctn_iva_B1600_C_SCI_nodesc_V,IVA Bienes 16% - Sociedad Commercio International - El Valor,,,atctn_iva_B1600_C_SCI_nodesc
B16c-SCI - ndc-bd,atctn_iva_B1600_C_SCI_nodesc_DB,IVA Bienes 16% - Sociedad Commercio International - La Base devolucionada,,,atctn_iva_B1600_C_SCI_nodesc
B16c-SCI - ndc-vd,atctn_iva_B1600_C_SCI_nodesc_DV,IVA Bienes 16% - Sociedad Commercio International - El Valor devolucionado,,,atctn_iva_B1600_C_SCI_nodesc
B16c-ZFR - ndc,atctn_iva_B1600_C_ZFR_nodesc,IVA Bienes 16% - Zona Franca,,,atctn_iva_B1600_C_ZFR
B16c-ZFR - ndc-b,atctn_iva_B1600_C_ZFR_nodesc_B,IVA Bienes 16% - Zona Franca - La Base,,,atctn_iva_B1600_C_ZFR_nodesc
B16c-ZFR - ndc-v,atctn_iva_B1600_C_ZFR_nodesc_V,IVA Bienes 16% - Zona Franca - El Valor,,,atctn_iva_B1600_C_ZFR_nodesc
B16c-ZFR - ndc-bd,atctn_iva_B1600_C_ZFR_nodesc_DB,IVA Bienes 16% - Zona Franca - La Base devolucionada,,,atctn_iva_B1600_C_ZFR_nodesc
B16c-ZFR - ndc-vd,atctn_iva_B1600_C_ZFR_nodesc_DV,IVA Bienes 16% - Zona Franca - El Valor devolucionado,,,atctn_iva_B1600_C_ZFR_nodesc
B16v,atctn_iva_B1600_V,IVA Bienes 16% - Venta,,,atctn_iva_B1600
B16v-NAT,atctn_iva_B1600_V_NAT,IVA Bienes 16% - National,,,atctn_iva_B1600_V
B16v-NAT-b,atctn_iva_B1600_V_NAT_B,IVA Bienes 16% - National - La Base,,,atctn_iva_B1600_V_NAT
B16v-NAT-v,atctn_iva_B1600_V_NAT_V,IVA Bienes 16% - National - El Valor,,,atctn_iva_B1600_V_NAT
B16v-NAT-bd,atctn_iva_B1600_V_NAT_DB,IVA Bienes 16% - National - La Base devolucionada,,,atctn_iva_B1600_V_NAT
B16v-NAT-vd,atctn_iva_B1600_V_NAT_DV,IVA Bienes 16% - National - El Valor devolucionado,,,atctn_iva_B1600_V_NAT
B16v-EXT,atctn_iva_B1600_V_EXT,IVA Bienes 16% - Exterior,,,atctn_iva_B1600_V
B16v-EXT-b,atctn_iva_B1600_V_EXT_B,IVA Bienes 16% - Exterior - La Base,,,atctn_iva_B1600_V_EXT
B16v-EXT-v,atctn_iva_B1600_V_EXT_V,IVA Bienes 16% - Exterior - El Valor,,,atctn_iva_B1600_V_EXT
B16v-EXT-bd,atctn_iva_B1600_V_EXT_DB,IVA Bienes 16% - Exterior - La Base devolucionada,,,atctn_iva_B1600_V_EXT
B16v-EXT-vd,atctn_iva_B1600_V_EXT_DV,IVA Bienes 16% - Exterior - El Valor devolucionado,,,atctn_iva_B1600_V_EXT
B16v-SCI,atctn_iva_B1600_V_SCI,IVA Bienes 16% - Sociedad Commercio International,,,atctn_iva_B1600_V
B16v-SCI-b,atctn_iva_B1600_V_SCI_B,IVA Bienes 16% - Sociedad Commercio International - La Base,,,atctn_iva_B1600_V_SCI
B16v-SCI-v,atctn_iva_B1600_V_SCI_V,IVA Bienes 16% - Sociedad Commercio International - El Valor,,,atctn_iva_B1600_V_SCI
B16v-SCI-bd,atctn_iva_B1600_V_SCI_DB,IVA Bienes 16% - Sociedad Commercio International - La Base devolucionada,,,atctn_iva_B1600_V_SCI
B16v-SCI-vd,atctn_iva_B1600_V_SCI_DV,IVA Bienes 16% - Sociedad Commercio International - El Valor devolucionado,,,atctn_iva_B1600_V_SCI
B16v-ZFR,atctn_iva_B1600_V_ZFR,IVA Bienes 16% - Zona Franca,,,atctn_iva_B1600_V
