"id","name","tax_ids/tax_src_id","tax_ids/tax_dest_id","country_id","auto_apply","name@es"
"account_fiscal_position_local","Local Guatemala","","","base.gt",1,"Guatemala Local"
"account_fiscal_position_foreign","Foreign Customer","impuestos_plantilla_iva_por_cobrar","impuestos_plantilla_iva_compra_tasa_0","",1,"Cliente Extranjero"
"","","impuestos_plantilla_iva_por_pagar","impuestos_plantilla_iva_venta_tasa_0","","",""
"","","impuestos_petroleo_compra_47","impuestos_plantilla_iva_compra_tasa_0","","",""
"","","impuestos_petroleo_compra_46","impuestos_plantilla_iva_compra_tasa_0","","",""
"","","impuestos_petroleo_compra_13","impuestos_plantilla_iva_compra_tasa_0","","",""
