"id","name","country_id","name@sv_SE"
"tax_group_25","VAT 25%","base.se","Moms 25%"
"tax_group_12","VAT 12%","base.se","Moms 12%"
"tax_group_6","VAT 6%","base.se","Moms 6%"
"tax_group_0","VAT 0%","base.se","Moms 0%"
