id,country_id:id,name,code
state_gt_ave,base.gt,Alta Verapaz,AVE
state_gt_bve,base.gt,Baja Verapaz,BVE
state_gt_cmt,base.gt,Chimaltenango,CMT
state_gt_cqm,base.gt,Chiquimula,CQM
state_gt_epr,base.gt,El Progreso,EPR
state_gt_esc,base.gt,Escuintla,ESC
state_gt_gua,base.gt,Guatemala,GUA
state_gt_hue,base.gt,Huehuetenango,HUE
state_gt_iza,base.gt,Izabal,IZA
state_gt_jal,base.gt,Jalapa,JAL
state_gt_jut,base.gt,Jutiapa,JUT
state_gt_pet,base.gt,Petén,PET
state_gt_que,base.gt,Quetzaltenango,QUE
state_gt_qui,base.gt,Quiché,QUI
state_gt_ret,base.gt,Retalhuleu,RET
state_gt_sac,base.gt,Sacatepéquez,SAC
state_gt_sma,base.gt,San Marcos,SMA
state_gt_sro,base.gt,Santa Rosa,SRO
state_gt_sol,base.gt,Sololá,SOL
state_gt_suc,base.gt,Suchitepéquez,SUC
state_gt_tot,base.gt,Totonicapán,TOT
state_gt_zac,base.gt,Zacapa,ZAC
