"id","name","country_id","tax_payable_account_id","tax_receivable_account_id"
"tax_group_gst_0","GST 0%","base.au","au_21320","au_21320"
"tax_group_gst_10","GST 10%","base.au","au_21320","au_21320"
"tax_group_gst_100000000","GST 100%","base.au","au_21320","au_21320"
"tax_group_withheld","Withheld","base.au","au_21320","au_21320"
