"id","name"
"l10n_ph_tax_group_vat_12","VAT 12%"
"l10n_ph_tax_group_vat_exempt","VAT Exempt"
"l10n_ph_tax_group_capital_12","Capital 12%"
"l10n_ph_tax_group_wht_p5","WHT 0.5%"
"l10n_ph_tax_group_wht_1","WHT 1%"
"l10n_ph_tax_group_wht_2","WHT 2%"
"l10n_ph_tax_group_wht_5","WHT 5%"
"l10n_ph_tax_group_wht_10","WHT 10%"
"l10n_ph_tax_group_wht_15","WHT 15%"
