group_invoice_lines,company_id/id,create_date,create_uid/id,code,show_on_dashboard,display_on_footer,inbound_payment_method_ids/id,outbound_payment_method_ids/id,name,update_posted,sequence,refund_sequence_id/id,refund_sequence,sequence_id/id,type
False,base.main_company,2015-11-06 06:32:12,base.user_root,DIFC,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Diferencia cambiaria,False,0,,True,,general
False,base.main_company,2015-11-06 06:45:05,base.user_root,CL,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Compras locales,False,0,,True,,purchase
False,base.main_company,2015-11-06 06:42:17,base.user_root,ESP,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Gastos menores,False,0,,True,ir_sequence_19,purchase
False,base.main_company,2015-11-06 06:40:53,base.user_root,PRI,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Proveedores informales,False,0,,False,ir_sequence_17,purchase
False,base.main_company,2015-11-06 06:24:59,base.user_root,CF,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Consumidor final,False,0,ir_sequence_16,True,ir_sequence_15,sale
False,base.main_company,2015-11-06 06:34:51,base.user_root,ESP,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Regimenes especiales,False,0,ir_sequence_16,True,ir_sequence_20,sale
False,base.main_company,2015-11-06 06:29:31,base.user_root,FGOV,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Gubernamental,False,0,ir_sequence_16,True,ir_sequence_21,sale
False,base.main_company,2015-11-06 06:27:03,base.user_root,PCF,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Para credito fiscal,False,0,ir_sequence_16,True,ir_sequence_14,sale
False,base.main_company,2015-11-06 06:36:52,base.user_root,UNC,True,False,account.account_payment_method_manual_in,account.account_payment_method_manual_out,Unico ingreso,False,0,ir_sequence_16,True,ir_sequence_18,sale
